ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
67	"ENSDARG00000006266"	"stat1a"	chr22	+	12801099	12801244	12802826	12802977	12798568	12798703	12803099	12803195
68	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28466673	28466874	28463465	28463499	28468729	28468897
69	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28469408	28469474
70	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28474165	28474234
71	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28469408	28469474	28463465	28463499	28474165	28474234
72	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28466673	28466874	28463997	28464069	28468729	28468897
73	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28468729	28468897	28463997	28464069	28469408	28469474
74	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28469408	28469474
75	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28474165	28474234
76	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28469408	28469474	28464283	28464358	28474165	28474234
77	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28463465	28463499	28474165	28474234
78	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28463997	28464069	28474165	28474234
79	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28464283	28464358	28474165	28474234
80	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28466673	28466874	28474165	28474234
81	"ENSDARG00000042285"	"atp8b3"	chr22	-	20507176	20507238	20508608	20508707	20503742	20503815	20510095	20510209
82	"ENSDARG00000042285"	"atp8b3"	chr22	-	20508608	20508707	20510095	20510209	20507176	20507238	20510360	20510452
84	"ENSDARG00000022372"	"kng1"	chr22	-	36846951	36847024	36851425	36851542	36844570	36844740	36856105	36856405
85	"ENSDARG00000011152"	"rpp14"	chr22	+	10159333	10159410	10162908	10162987	10159113	10159198	10163802	10164533
86	"ENSDARG00000042091"	"btbd2a"	chr22	-	20161519	20161666	20161800	20161888	20159066	20160093	20162017	20162210
87	"ENSDARG00000042091"	"btbd2a"	chr22	-	20164913	20165070	20165680	20165800	20164552	20164658	20166007	20166660
88	"ENSDARG00000042091"	"btbd2a"	chr22	-	20164913	20165070	20165680	20165800	20164552	20164658	20166097	20166664
89	"ENSDARG00000042091"	"btbd2a"	chr22	-	20164913	20165070	20165680	20165800	20164617	20164658	20165991	20166209
90	"ENSDARG00000040920"	"si:dkey-49n23.1"	chr22	-	30837601	30837762	30880364	30880537	30834227	30834290	30935343	30935510
91	"ENSDARG00000041609"	"adarb1a"	chr22	-	12654388	12655326	12660980	12661052	12651543	12651658	12667944	12667971
92	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27103364	27103457	27104112	27104217	27102501	27102645	27107160	27107224
93	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27104112	27104217	27107160	27107224	27103364	27103457	27111879	27112001
94	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686737	36686817	36686958	36685661	36685685	36687314	36687431
95	"ENSDARG00000040874"	"add3a"	chr22	+	30137808	30137969	30195255	30195478	30112389	30112442	30237788	30237938
96	"ENSDARG00000105147"	"osbpl1a"	chr22	+	16328066	16328134	16328308	16328353	16327434	16327579	16328447	16328521
97	"ENSDARG00000101458"	"r3hdm1"	chr22	+	12386892	12387017	12387145	12387230	12384763	12384917	12390002	12391283
99	"ENSDARG00000040864"	"si:dkey-286j15.1"	chr22	+	30016007	30016147	30028320	30028460	30015791	30015917	30028541	30028626
100	"ENSDARG00000040864"	"si:dkey-286j15.1"	chr22	+	30025325	30025507	30028100	30028226	30021116	30021282	30028320	30028460
101	"ENSDARG00000031387"	"cers4a"	chr22	+	4721517	4721568	4724017	4724110	4719691	4719749	4726610	4726739
103	"ENSDARG00000090039"	"reck"	chr24	+	88176	88365	89311	89434	86888	87029	89532	89704
105	"ENSDARG00000077134"	"gpr158a"	chr24	-	6409125	6409235	6438304	6438373	6403982	6404221	6444100	6444330
106	"ENSDARG00000013976"	"anxa13"	chr24	-	6367708	6367810	6368226	6368295	6366725	6366801	6370217	6370297
107	"ENSDARG00000009031"	"tnikb"	chr24	-	26497147	26497287	26504946	26505100	26491903	26494491	26508780	26508930
108	"ENSDARG00000009031"	"tnikb"	chr24	-	26497147	26497287	26504946	26505106	26493265	26494491	26508780	26508930
109	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1376335	1376378	1377039	1377090	1375678	1375733	1377672	1377723
110	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1382749	1382804	1383072	1383123	1381482	1381537	1383545	1383603
111	"ENSDARG00000010244"	"rpl22l1"	chr24	-	26477402	26477524	26478874	26478979	26475181	26475440	26479747	26479841
112	"ENSDARG00000010155"	"abi1a"	chr24	+	6002437	6002632	6005593	6005680	5996926	5997027	6008504	6008690
113	"ENSDARG00000045305"	"pde7a"	chr24	-	24746580	24746613	24747139	24747184	24745944	24746034	24750715	24750776
114	"ENSDARG00000000069"	"dap"	chr24	-	22077161	22077204	22100802	22100902	22070289	22071797	22103377	22103585
115	"ENSDARG00000057169"	"abca4a"	chr24	+	28569866	28569994	28574685	28574883	28563868	28564008	28582174	28582264
116	"ENSDARG00000077151"	"cbln2b"	chr24	-	15646481	15646601	15647651	15648164	15645467	15646345	15648550	15648636
117	"ENSDARG00000059097"	"nktr"	chr24	-	20652340	20652448	20655930	20656005	20652147	20652239	20656715	20656773
118	"ENSDARG00000074507"	"rmdn1"	chr24	-	42141895	42141926	42142889	42142977	42141678	42141812	42146707	42146861
119	"ENSDARG00000076748"	"ntn2"	chr24	-	38755268	38756510	38765666	38765777	38737971	38738160	38787437	38787607
120	"ENSDARG00000045316"	"map7d2b"	chr24	-	24145564	24145657	24146598	24146701	24138867	24138963	24155567	24155731
121	"ENSDARG00000001829"	"zgc:112982"	chr24	-	24114174	24114861	24115868	24115912	24111116	24111286	24118192	24118451
122	"ENSDARG00000063049"	"thtpa"	chr24	+	14596053	14596187	14597017	14597515	14595718	14595745	14599925	14600134
123	"ENSDARG00000063049"	"thtpa"	chr24	+	14596110	14596187	14597017	14597515	14595679	14595745	14599925	14600256
125	"ENSDARG00000019371"	"flt1"	chr24	-	21803141	21803353	21804616	21804713	21799606	21799731	21808548	21808816
126	"ENSDARG00000028000"	"pfkpa"	chr24	+	3969242	3969316	3971073	3971151	3963683	3964019	3972253	3972443
129	"ENSDARG00000101947"	"ptbp2a"	chr24	-	30840045	30840138	30843216	30843250	30837607	30837824	30845793	30845909
130	"ENSDARG00000012353"	"vipr2"	chr24	+	27283423	27283526	27297114	27297222	27268000	27268150	27313830	27313928
131	"ENSDARG00000012353"	"vipr2"	chr24	+	27297114	27297222	27313830	27313928	27283423	27283526	27332364	27332462
132	"ENSDARG00000029177"	"lnx2a"	chr24	-	21655327	21655507	21657503	21657872	21654817	21654995	21659454	21659654
133	"ENSDARG00000057249"	"zmynd11"	chr24	-	27246538	27246571	27246878	27246902	27243721	27243883	27251129	27251289
139	"ENSDARG00000023174"	"fez1"	chr10	-	31762345	31762432	31764732	31764832	31760777	31760943	31771759	31772129
140	"ENSDARG00000023174"	"fez1"	chr10	-	31764732	31764832	31771759	31772129	31762345	31762432	31782588	31782616
141	"ENSDARG00000089340"	"rhobtb2b"	chr10	+	42694395	42694581	42700873	42701335	42691710	42691814	42704600	42705082
142	"ENSDARG00000036005"	"pitpnb"	chr10	+	4061316	4061408	4061847	4061855	4060313	4060459	4067253	4067328
143	"ENSDARG00000045888"	"acat1"	chr10	+	38664315	38664363	38665988	38666106	38663916	38664117	38682386	38682482
144	"ENSDARG00000045888"	"acat1"	chr10	+	38665988	38666106	38682386	38682482	38664315	38664363	38685930	38686031
145	"ENSDARG00000021082"	"sec31a"	chr10	-	5098918	5098954	5101525	5101852	5098341	5098400	5105574	5105668
146	"ENSDARG00000021082"	"sec31a"	chr10	-	5098918	5098954	5101570	5101852	5098341	5098400	5105574	5105668
147	"ENSDARG00000028661"	"cntfr"	chr10	-	13600555	13600789	13672777	13672859	13541096	13541214	13772624	13772847
148	"ENSDARG00000018856"	"dclk1a"	chr10	-	34813224	34813332	34824419	34824519	34768564	34768659	34867126	34867401
149	"ENSDARG00000079815"	"lyrm7"	chr10	+	4964769	4964842	4965159	4965230	4964462	4964546	4966666	4966748
150	"ENSDARG00000079815"	"lyrm7"	chr10	+	4965159	4965230	4966666	4966748	4964769	4964842	4968886	4969208
151	"ENSDARG00000104094"	"grk3"	chr10	+	44155388	44155455	44167544	44167645	44147621	44147729	44170574	44170641
152	"ENSDARG00000104094"	"grk3"	chr10	+	44167544	44167645	44170574	44170641	44155388	44155455	44176239	44176335
153	"ENSDARG00000043662"	"cnih2"	chr10	-	27046264	27046886	27048613	27048765	27038073	27038142	27049095	27049170
154	"ENSDARG00000074328"	"apba1b"	chr10	+	15788479	15788625	15789321	15789411	15786455	15786495	15795050	15795254
155	"ENSDARG00000044261"	"si:ch211-243g18.2"	chr10	+	9559267	9559432	9560990	9561116	9556740	9556897	9565022	9565240
156	"ENSDARG00000009401"	"vcanb"	chr10	+	43248436	43248595	43252932	43253015	43232807	43232921	43257927	43258072
157	"ENSDARG00000041982"	"adamts6"	chr10	-	11677861	11678003	11685009	11685156	11665515	11665623	11688413	11688519
158	"ENSDARG00000077515"	"letm2"	chr10	+	20592201	20592646	20596132	20596276	20591777	20591847	20596932	20597070
159	"ENSDARG00000086075"	"ttc3"	chr10	-	85519	85623	85887	85984	85343	85428	86136	86205
160	"ENSDARG00000086075"	"ttc3"	chr10	-	88258	88344	88792	88849	88019	88175	89527	89574
162	"ENSDARG00000011190"	"fgfr1b"	chr10	+	42639437	42639582	42647541	42647735	42636272	42636463	42650315	42650667
163	"ENSDARG00000075806"	"kirrel3a"	chr10	+	39808436	39808520	39825594	39825704	39804667	39804775	39830742	39830829
164	"ENSDARG00000019498"	"cry5"	chr10	-	39272859	39273011	39274818	39274959	39270490	39270702	39277038	39277206
165	"ENSDARG00000011611"	"actr1"	chr10	+	42523018	42523083	42525012	42525088	42521942	42522163	42526183	42526309
166	"ENSDARG00000099532"	"ubl3a"	chr10	-	36369003	36369081	36371788	36371875	36363317	36364927	36377146	36377255
167	"ENSDARG00000099532"	"ubl3a"	chr10	-	36371788	36371875	36377146	36377255	36369003	36369081	36405776	36406084
168	"ENSDARG00000086853"	"dpyda.3"	chr24	+	30617993	30618062	30635107	30635191	30608717	30608882	30662225	30662346
169	"ENSDARG00000038159"	"tcf7l1a"	chr10	-	42204667	42204811	42211578	42211662	42202279	42202439	42211826	42211929
170	"ENSDARG00000104314"	"nrg1"	chr10	-	7295547	7295571	7302538	7302597	7291109	7291212	7311973	7312112
171	"ENSDARG00000104314"	"nrg1"	chr10	-	7295547	7295571	7302883	7302951	7291109	7291212	7311973	7312112
173	"ENSDARG00000077202"	"mocs2"	chr10	-	8951941	8952095	8955273	8955413	8949991	8950115	8956657	8956779
174	"ENSDARG00000033768"	"trappc13"	chr10	+	15341734	15341803	15345914	15346014	15340767	15341073	15351402	15351487
175	"ENSDARG00000099182"	"ankrd55"	chr10	-	5826641	5826731	5828598	5829254	5824287	5824815	5833324	5833492
176	"ENSDARG00000043182"	"hhla2a.1"	chr10	+	35431552	35431882	35434422	35434512	35429807	35430086	35436624	35436687
177	"ENSDARG00000057035"	"stoml3b"	chr10	-	24643537	24643610	24644014	24644118	24643192	24643275	24648136	24648231
178	"ENSDARG00000032353"	"tiprl"	chr10	+	21544	21640	21745	21808	21337	21469	21889	22021
179	"ENSDARG00000100170"	"pam"	chr10	+	5710499	5710557	5716706	5716794	5704383	5704504	5724016	5724108
180	"ENSDARG00000100170"	"pam"	chr10	+	5716706	5716794	5724016	5724108	5710499	5710557	5725686	5725770
181	"ENSDARG00000104573"	"slc12a2"	chr10	+	16263853	16263929	16264228	16264324	16262529	16262649	16269769	16269909
182	"ENSDARG00000078006"	"wscd1b"	chr10	+	37994583	37994698	37996478	37996663	37992497	37993032	37997499	37997621
184	"ENSDARG00000033901"	"msi2a"	chr10	+	37509804	37509846	37573574	37573667	37503855	37504051	37667693	37667742
185	"ENSDARG00000033901"	"msi2a"	chr10	+	37573574	37573667	37667693	37667742	37509804	37509846	37716444	37716527
186	"ENSDARG00000033901"	"msi2a"	chr10	+	37667693	37667742	37716444	37716527	37573574	37573667	37729130	37729160
189	"ENSDARG00000008186"	"syk"	chr10	-	5548404	5548483	5557143	5557227	5545414	5545571	5560436	5560584
190	"ENSDARG00000077224"	"ypel2a"	chr10	-	35208738	35208782	35220177	35220417	35205868	35205977	35236771	35236949
192	"ENSDARG00000078441"	"ppip5k2"	chr10	-	6816645	6816819	6816950	6816992	6809632	6809705	6824730	6824901
193	"ENSDARG00000040338"	"hvcn1"	chr10	+	8408660	8408765	8408927	8409159	8408335	8408565	8412263	8412376
194	"ENSDARG00000075376"	"sgsm1b"	chr10	+	1662985	1663156	1665560	1665623	1661900	1662029	1666344	1666686
195	"ENSDARG00000104387"	NA	chr10	+	44882560	44882674	44885191	44885305	44878665	44878857	44885480	44885642
196	"ENSDARG00000115511"	"CU468041.2"	chr22	-	6032945	6033050	6035317	6035614	6029122	6029434	6041343	6041670
200	"ENSDARG00000026499"	"ppm1e"	chr10	+	32761728	32761874	32771590	32771790	32683088	32683326	32779919	32780108
201	"ENSDARG00000077934"	"tegt"	chr11	-	162069	162145	162688	162789	161195	161219	163335	163415
202	"ENSDARG00000077934"	"tegt"	chr11	-	163881	164030	164896	165005	163491	163589	165232	165288
203	"ENSDARG00000105321"	"aspscr1"	chr11	+	45269127	45269180	45269704	45269756	45268830	45268893	45270104	45270174
204	"ENSDARG00000063433"	"atp2b2"	chr11	-	1205091	1205133	1209256	1209349	1203569	1203734	1214173	1214206
205	"ENSDARG00000063433"	"atp2b2"	chr11	-	1205091	1205133	1214173	1214206	1203569	1203734	1217172	1217298
206	"ENSDARG00000063433"	"atp2b2"	chr11	-	1209256	1209349	1214173	1214206	1205091	1205133	1217172	1217298
208	"ENSDARG00000104682"	"tpm2"	chr10	+	6353955	6354031	6355343	6355406	6350118	6350189	6359673	6359743
209	"ENSDARG00000044925"	"cdk5rap1"	chr11	+	15481750	15481854	15512914	15513125	15480694	15481001	15519842	15519963
210	"ENSDARG00000044925"	"cdk5rap1"	chr11	+	15567685	15567835	15575979	15576120	15554780	15554911	15586701	15587134
211	"ENSDARG00000078760"	"cacna2d3"	chr11	-	36721662	36721734	36727300	36727318	36719204	36719285	36727873	36728007
212	"ENSDARG00000078760"	"cacna2d3"	chr11	-	36721662	36721737	36727300	36727318	36719204	36719285	36727873	36728007
213	"ENSDARG00000078760"	"cacna2d3"	chr11	-	36729413	36729492	36737331	36737445	36727873	36728007	36740503	36740593
215	"ENSDARG00000090253"	"zgc:113223"	chr11	-	7259808	7259883	7260018	7260143	7259612	7259708	7261210	7261268
216	"ENSDARG00000013422"	"slc8a1a"	chr11	-	30562986	30563093	30599584	30601439	30550106	30550234	30611717	30612166
217	"ENSDARG00000004302"	"slc45a1"	chr11	+	40662993	40663199	40665485	40665711	40662351	40662528	40673636	40674070
218	"ENSDARG00000051879"	"abcc8"	chr25	+	22791820	22791853	22800662	22800761	22784918	22785024	22807305	22807390
219	"ENSDARG00000055093"	"cdh27"	chr11	-	7023230	7023394	7025897	7026467	7020941	7021073	7029728	7030047
221	"ENSDARG00000075433"	"myom2a"	chr11	+	11227618	11227675	11230003	11230187	11225276	11225470	11233516	11233691
222	"ENSDARG00000030687"	"phka2"	chr11	-	33879276	33879330	33879986	33880105	33875858	33876086	33882160	33882262
223	"ENSDARG00000012949"	"scml2"	chr11	-	30113024	30113249	30116478	30116604	30108735	30108899	30118851	30119028
224	"ENSDARG00000016551"	"iqsec1b"	chr11	-	26741688	26741962	26926417	26926525	26739668	26740930	26961979	26962015
225	"ENSDARG00000016551"	"iqsec1b"	chr11	-	26926417	26926525	26961979	26962015	26741688	26741962	27056789	27057572
227	"ENSDARG00000070939"	"znf740a"	chr11	-	2263462	2263546	2265903	2265987	2258113	2258232	2283855	2283939
228	"ENSDARG00000077710"	"nlgn1"	chr11	-	9819075	9819135	9947403	9947463	9808203	9808356	9947991	9948487
229	"ENSDARG00000070318"	"arl8bb"	chr11	-	35748217	35748288	35750244	35750312	35744917	35745439	35751387	35751481
230	"ENSDARG00000058696"	"tbl1xr1a"	chr11	+	8636336	8636402	8660112	8660215	8616116	8616179	8661056	8661202
231	"ENSDARG00000078658"	"supt20"	chr10	-	35028992	35029266	35030634	35030772	35025786	35025935	35032761	35032867
232	"ENSDARG00000015002"	"cdh4"	chr11	+	20700630	20700786	20725775	20725920	20657493	20657682	20744222	20744395
233	"ENSDARG00000070214"	"slc41a1"	chr11	-	37961354	37961501	37964597	37964742	37954812	37954960	37967663	37967735
234	"ENSDARG00000003165"	"nr2f6b"	chr11	+	6117096	6117477	6123999	6124094	6115620	6115865	6124243	6124508
235	"ENSDARG00000003165"	"nr2f6b"	chr11	+	6117126	6117477	6123999	6124094	6115668	6115865	6124243	6124819
236	"ENSDARG00000003165"	"nr2f6b"	chr11	+	6123999	6124094	6124243	6124819	6117126	6117477	6132417	6133580
237	"ENSDARG00000098574"	"srsf11"	chr11	+	45397311	45397425	45397979	45398069	45396257	45396339	45398731	45398824
239	"ENSDARG00000004632"	"egln1b"	chr11	+	31589930	31590050	31598035	31598172	31558005	31559070	31599259	31599327
240	"ENSDARG00000006601"	"kaznb"	chr11	-	25900365	25900557	25944600	25944708	25893915	25894052	26040218	26040429
241	"ENSDARG00000011613"	"rbm39a"	chr11	+	24340387	24340448	24341329	24341479	24340153	24340219	24341801	24341851
242	"ENSDARG00000075504"	"si:dkey-40c23.2"	chr11	+	1596225	1596306	1596517	1596604	1594865	1594922	1597455	1597533
243	"ENSDARG00000075504"	"si:dkey-40c23.2"	chr11	+	1596517	1596604	1597455	1597533	1596225	1596306	1598709	1598799
244	"ENSDARG00000069356"	"adgrl2a"	chr11	+	7681544	7681583	7684287	7684471	7673621	7673807	7686722	7686845
245	"ENSDARG00000069356"	"adgrl2a"	chr11	+	7722037	7722134	7726673	7726802	7720607	7720736	7731281	7731320
246	"ENSDARG00000069356"	"adgrl2a"	chr11	+	7722037	7722134	7726673	7726802	7720607	7720736	7734758	7737642
247	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37218952	37218988	37222753	37222774	37218358	37218388	37223155	37223224
248	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37222753	37222774	37223155	37223224	37218952	37218988	37223305	37223404
249	"ENSDARG00000100406"	"zgc:112265"	chr11	+	37222753	37222774	37223155	37223224	37219301	37219319	37223305	37223404
250	"ENSDARG00000025699"	"mbd1b"	chr11	+	25572319	25572400	25572603	25572693	25572027	25572240	25573882	25573993
251	"ENSDARG00000025699"	"mbd1b"	chr11	+	25572325	25572400	25572603	25572693	25572027	25572240	25573882	25573993
252	"ENSDARG00000104470"	"syngr2b"	chr11	-	45164101	45164238	45167563	45167801	45161271	45162535	45171022	45171179
253	"ENSDARG00000070846"	"dazap1"	chr11	+	5896486	5896569	5902222	5902376	5889013	5889062	5905863	5906013
255	"ENSDARG00000029689"	"tkta"	chr11	+	36995455	36995569	36996642	36996740	36992891	36993009	37001628	37001820
256	"ENSDARG00000070844"	"gamt"	chr11	-	5856391	5856459	5857655	5857719	5856200	5856311	5859193	5859339
257	"ENSDARG00000070844"	"gamt"	chr11	-	5857655	5857719	5859193	5859339	5856391	5856459	5865330	5865744
259	"ENSDARG00000011743"	"pigo"	chr10	+	17754285	17754465	17754602	17756148	17753760	17753920	17756254	17756458
260	"ENSDARG00000100499"	"cpeb4b"	chr21	-	41328433	41328457	41331391	41331442	41325751	41325922	41341524	41341615
261	"ENSDARG00000100499"	"cpeb4b"	chr21	-	41331391	41331442	41341524	41341615	41325751	41325922	41367153	41368315
262	"ENSDARG00000100499"	"cpeb4b"	chr21	-	41331391	41331442	41341524	41341615	41328433	41328457	41367153	41368315
263	"ENSDARG00000016754"	"tbca"	chr21	+	7558911	7559017	7563984	7564071	7545061	7545223	7570447	7570765
