ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
39	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022548	16016611	16016679	16027781	16027917	39	11,14,3,12,3,7	40,39,26,34,38,26	2,7,13,2,21,13	22,35,51,26,46,35	210	288	0.88752490691	1.0	0.274,0.33,0.137,0.326,0.098,0.27	0.111,0.215,0.259,0.095,0.385,0.337	0.006
40	"ENSDARG00000020218"	"amfra"	chr25	-	36214205	36214370	36215132	36215225	36212637	36212790	36217198	36217563	40	47,25,23,58,47,23	77,47,43,56,71,34	23,38,56,24,45,43	51,68,101,57,89,88	242	298	0.045204860082	0.75203508649	0.429,0.396,0.397,0.561,0.449,0.454	0.357,0.408,0.406,0.341,0.384,0.376	0.069
41	"ENSDARG00000023694"	"spon1b"	chr25	+	15770994	15771135	15774997	15775073	15769157	15769359	15779123	15779309	41	40,35,45,73,44,45	52,26,31,45,41,37	40,52,90,49,87,53	14,44,48,43,51,40	290	225	0.151946194591	1.0	0.374,0.511,0.53,0.557,0.454,0.485	0.689,0.478,0.593,0.469,0.57,0.507	-0.066
42	"ENSDARG00000023694"	"spon1b"	chr25	+	15774997	15775073	15779123	15779309	15770994	15771135	15787356	15787527	42	35,28,16,62,35,42	62,67,65,99,80,53	32,37,65,27,53,49	50,59,115,65,109,97	225	298	0.669848214979	1.0	0.428,0.356,0.246,0.453,0.367,0.512	0.459,0.454,0.428,0.355,0.392,0.401	-0.021
43	"ENSDARG00000040427"	"acot19"	chr25	-	31719177	31719258	31727717	31727837	31718910	31719052	31731524	31731694	43	1,1,2,7,0,7	4,5,7,3,5,5	4,2,13,11,3,5	1,1,17,13,8,8	269	230	0.195639284556	1.0	0.176,0.146,0.196,0.666,0.0,0.545	0.774,0.631,0.395,0.42,0.243,0.348	-0.18
44	"ENSDARG00000073905"	"vwa5a"	chr25	+	259073	259106	259249	259291	258882	258912	259432	259519	44	0,4,0,1,1,1	26,14,18,23,14,15	0,0,3,0,0,0	14,10,18,20,25,11	182	191	0.754074009672	1.0	0.0,0.231,0.0,0.044,0.07,0.065	0.0,0.0,0.149,0.0,0.0,0.0	0.044
45	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310340	3310465	3312202	3312330	3307053	3307203	3314065	3314245	45	2126,1956,1596,3043,2166,1608	2638,2336,2102,3626,2468,1930	1747,2016,3197,1990,3238,2922	2136,2590,3479,2637,3448,3377	274	277	0.710466358781	1.0	0.449,0.458,0.434,0.459,0.47,0.457	0.453,0.44,0.482,0.433,0.487,0.467	-0.006
46	"ENSDARG00000070971"	"furinb"	chr25	-	8805620	8805709	8832728	8832805	8803225	8803398	8834958	8835087	46	20,34,29,17,29,15	36,42,28,39,35,35	23,26,29,15,28,53	27,45,57,23,46,70	226	238	0.948133451272	1.0	0.369,0.46,0.522,0.315,0.466,0.311	0.473,0.378,0.349,0.407,0.391,0.444	0.0
47	"ENSDARG00000062781"	"glsl"	chr25	+	19515239	19515332	19516046	19516108	19512881	19513013	19520250	19520391	47	1,1,5,2,2,2	1,2,0,2,3,1	2,3,3,4,1,5	2,4,1,1,3,2	242	211	0.851705413774	1.0	0.466,0.304,1.0,0.466,0.368,0.636	0.466,0.395,0.723,0.777,0.225,0.686	-0.005
48	"ENSDARG00000089663"	"lsm3"	chr22	-	31668030	31668126	31671866	31671977	31660963	31662010	31672170	31672566	48	8,11,6,12,1,8	103,111,75,172,74,70	7,8,9,6,5,6	78,112,171,116,146,162	260	245	0.115414852654	1.0	0.068,0.085,0.07,0.062,0.013,0.097	0.078,0.063,0.047,0.046,0.031,0.034	0.016
49	"ENSDARG00000079475"	"nckipsd"	chr22	+	96677	96741	98490	98629	96352	96578	98727	98808	49	30,24,23,29,32,25	112,112,106,168,112,90	26,21,40,23,60,34	89,130,177,102,185,139	213	288	0.696739761543	1.0	0.266,0.225,0.227,0.189,0.279,0.273	0.283,0.179,0.234,0.234,0.305,0.249	-0.004
50	"ENSDARG00000099999"	"tcf3b"	chr22	-	20337050	20337123	20338210	20338307	20331566	20331628	20341667	20342260	50	47,20,34,34,53,32	20,36,18,46,21,17	24,29,63,28,64,63	29,29,39,28,46,21	246	222	0.852252693901	1.0	0.68,0.334,0.63,0.4,0.695,0.629	0.428,0.474,0.593,0.474,0.557,0.73	0.019
52	"ENSDARG00000099757"	"wdr47b"	chr22	+	24576715	24576821	24581079	24581249	24572320	24573102	24584510	24584738	52	10,13,2,15,3,9	7,11,4,15,0,6	7,4,11,13,19,14	6,4,15,6,15,17	255	298	0.605756613837	1.0	0.625,0.58,0.369,0.539,1.0,0.637	0.577,0.539,0.461,0.717,0.597,0.49	0.061
53	"ENSDARG00000053973"	"fetub"	chr22	+	37891973	37892140	37894950	37895037	37891398	37891486	37897709	37900135	53	4305,3741,3243,5035,4269,4286	1902,1825,1443,2243,1909,1851	3657,4910,4287,5271,6686,5853	1537,2276,1864,2114,2843,2608	298	236	0.495709871197	1.0	0.642,0.619,0.64,0.64,0.639,0.647	0.653,0.631,0.646,0.664,0.651,0.64	-0.01
55	"ENSDARG00000019998"	"slc30a7"	chr22	-	16150431	16150519	16151119	16151233	16150212	16150342	16153963	16154065	55	75,49,44,103,45,48	36,35,30,37,31,16	44,51,83,50,55,59	17,27,29,27,27,32	263	237	0.526432228584	1.0	0.652,0.558,0.569,0.715,0.567,0.73	0.7,0.63,0.721,0.625,0.647,0.624	-0.026
56	"ENSDARG00000068478"	"gpx4a"	chr22	-	17590189	17590214	17591595	17591747	17590004	17590064	17594404	17594499	56	0,0,0,1,0,1	96,124,86,147,126,98	0,0,0,0,0,1	109,113,175,104,207,162	298	174	1	1.0	0.0,0.0,0.0,0.004,0.0,0.006	0.0,0.0,0.0,0.0,0.0,0.004	0.001
57	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771305	26771554	26774049	26774196	26771028	26771208	26774630	26774811	57	1,0,4,1,5,2	21,39,23,46,50,25	1,0,1,1,5,2	25,49,56,20,59,43	298	296	0.304844577432	1.0	0.045,0.0,0.147,0.021,0.09,0.074	0.038,0.0,0.017,0.047,0.078,0.044	0.026
58	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771308	26771554	26774049	26774196	26771028	26771208	26774630	26774811	58	35,37,33,59,51,31	21,39,23,46,50,25	33,49,51,28,81,54	25,49,56,20,59,43	298	296	0.827446940265	1.0	0.623,0.485,0.588,0.56,0.503,0.552	0.567,0.498,0.475,0.582,0.577,0.555	0.01
59	"ENSDARG00000103760"	"cfhl2"	chr22	-	23737927	23738095	23745056	23745236	23734803	23734980	23745586	23745742	59	44,19,37,53,32,22	65,41,36,105,48,35	27,36,41,31,43,48	33,76,50,38,89,46	298	298	0.582754545717	1.0	0.404,0.317,0.507,0.335,0.4,0.386	0.45,0.321,0.451,0.449,0.326,0.511	-0.026
60	"ENSDARG00000099446"	"slit1b"	chr22	-	34851220	34851375	34854708	34854839	34849021	34849328	34859655	34859878	60	11,31,11,32,23,12	19,20,9,29,32,21	10,17,43,22,41,30	19,29,45,12,42,29	280	298	0.962063295496	1.0	0.381,0.623,0.565,0.54,0.433,0.378	0.359,0.384,0.504,0.661,0.51,0.524	-0.004
61	"ENSDARG00000002365"	"cers5"	chr22	-	5765427	5765556	5770558	5770651	5763783	5763890	5771110	5771161	61	23,13,10,26,11,18	35,37,38,41,35,29	5,22,43,13,15,38	31,31,49,17,51,49	242	278	0.492125876318	1.0	0.43,0.288,0.232,0.421,0.265,0.416	0.156,0.449,0.502,0.468,0.253,0.471	-0.041
62	"ENSDARG00000061665"	"hcn2b"	chr22	+	18971610	18971772	18984500	18984719	18966189	18966613	18997730	18997877	62	12,18,9,22,22,24	20,20,14,27,27,13	8,13,10,18,34,13	16,22,19,22,35,31	298	298	0.178179099742	1.0	0.375,0.474,0.391,0.449,0.449,0.649	0.333,0.371,0.345,0.45,0.493,0.295	0.083
63	"ENSDARG00000018524"	"midn"	chr22	-	18743912	18744000	18745990	18746222	18743755	18743818	18749250	18749313	63	17,29,20,46,22,18	70,62,59,109,85,54	20,31,41,12,52,39	66,52,92,59,93,92	298	237	0.207269659406	1.0	0.162,0.271,0.212,0.251,0.171,0.21	0.194,0.322,0.262,0.139,0.308,0.252	-0.033
64	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022677	21022739	21032123	21032196	21010609	21010694	21046598	21046654	64	64,53,49,90,57,41	34,34,27,49,56,32	69,75,87,70,45,57	68,47,58,44,45,68	222	211	0.145617284481	1.0	0.641,0.597,0.633,0.636,0.492,0.549	0.491,0.603,0.588,0.602,0.487,0.443	0.056
65	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022680	21022739	21032123	21032196	21010609	21010694	21046598	21046843	65	64,53,49,90,57,41	0,0,0,0,1,0	69,75,87,70,45,57	0,0,0,0,0,0	222	208	1	1.0	1.0,1.0,1.0,1.0,0.982,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
66	"ENSDARG00000024276"	"pcbp4"	chr22	-	32348218	32348290	32354438	32354513	32324738	32324780	32355644	32355773	66	29,28,27,58,39,17	19,25,31,44,32,22	30,35,56,30,49,50	16,21,62,16,48,44	224	221	0.52628666149	1.0	0.601,0.525,0.462,0.565,0.546,0.433	0.649,0.622,0.471,0.649,0.502,0.529	-0.048
67	"ENSDARG00000061692"	"yjefn3"	chr22	+	18459104	18459215	18461943	18462057	18446672	18446781	18462175	18462326	67	37,29,24,37,32,24	37,36,32,44,51,51	36,33,68,42,58,51	16,35,65,46,68,56	260	263	0.0475015357923	0.774296334552	0.503,0.449,0.431,0.46,0.388,0.323	0.695,0.488,0.514,0.48,0.463,0.479	-0.094
68	"ENSDARG00000100506"	"crb1"	chr22	-	23525981	23526177	23530895	23531492	23523914	23524057	23545148	23545828	68	6,18,6,13,19,15	13,7,13,9,7,5	6,14,14,7,19,13	8,6,12,11,12,4	298	298	0.982928747358	1.0	0.316,0.72,0.316,0.591,0.731,0.75	0.429,0.7,0.538,0.389,0.613,0.765	-0.002
69	"ENSDARG00000056966"	"nek7"	chr22	-	23163790	23163901	23170354	23170417	23158967	23159076	23177718	23177850	69	16,8,15,25,16,9	33,14,8,51,12,13	8,24,16,8,14,19	22,13,28,28,45,24	212	260	0.343723289344	1.0	0.373,0.412,0.697,0.375,0.621,0.459	0.308,0.694,0.412,0.259,0.276,0.493	0.082
70	"ENSDARG00000056966"	"nek7"	chr22	-	23170354	23170417	23177718	23177850	23163790	23163901	23191334	23191414	70	31,40,23,51,36,25	26,17,16,36,10,20	33,23,72,38,63,33	12,15,23,17,18,12	281	212	0.0326302856895	0.65170927737	0.474,0.64,0.52,0.517,0.731,0.485	0.675,0.536,0.703,0.628,0.725,0.675	-0.096
71	"ENSDARG00000011890"	"cry4"	chr22	-	828487	828604	831156	831609	828145	828290	833918	834106	71	34,57,38,53,51,32	13,29,11,25,24,30	44,48,97,57,81,64	15,25,53,30,22,31	298	266	0.622549690929	1.0	0.7,0.637,0.755,0.654,0.655,0.488	0.724,0.632,0.62,0.629,0.767,0.648	-0.022
72	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28466673	28466874	28463465	28463499	28468729	28468897	72	86,35,62,112,62,41	11,22,19,25,10,7	57,52,154,60,116,121	14,4,34,14,20,23	221	298	0.304229671154	1.0	0.913,0.682,0.815,0.858,0.893,0.888	0.846,0.946,0.859,0.852,0.887,0.876	-0.036
73	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28469408	28469474	73	41,30,34,73,37,21	29,13,10,47,52,27	26,23,70,30,55,55	19,16,39,29,44,44	221	298	0.876919278198	1.0	0.656,0.757,0.821,0.677,0.49,0.512	0.649,0.66,0.708,0.582,0.628,0.628	0.01
74	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28474165	28474234	74	48,35,40,83,49,26	33,13,27,50,31,22	31,37,110,42,82,69	32,14,45,38,46,45	221	298	0.917135092132	1.0	0.662,0.784,0.666,0.691,0.681,0.614	0.566,0.781,0.767,0.598,0.706,0.674	0.001
75	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28469408	28469474	28463465	28463499	28474165	28474234	75	48,35,40,83,49,26	20,18,9,32,25,9	31,37,110,42,82,69	13,7,49,12,28,30	221	215	0.634793152593	1.0	0.7,0.654,0.812,0.716,0.656,0.738	0.699,0.837,0.686,0.773,0.74,0.691	-0.025
76	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28466673	28466874	28463997	28464069	28468729	28468897	76	10,2,6,22,11,8	13,26,22,39,10,8	10,5,29,3,26,14	22,4,46,16,20,28	224	298	0.566494932295	1.0	0.506,0.093,0.266,0.429,0.594,0.571	0.377,0.624,0.456,0.2,0.634,0.399	-0.039
77	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28468729	28468897	28463997	28464069	28469408	28469474	77	8,3,5,16,8,6	72,22,36,90,68,44	8,4,24,1,19,13	52,49,121,56,105,109	224	298	0.789409225803	1.0	0.129,0.154,0.156,0.191,0.135,0.154	0.17,0.098,0.209,0.023,0.194,0.137	0.015
78	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28469408	28469474	78	14,6,11,11,14,2	27,13,8,49,44,26	3,4,22,7,23,12	21,17,45,26,49,42	298	298	0.864084752225	1.0	0.341,0.316,0.579,0.183,0.241,0.071	0.125,0.19,0.328,0.212,0.319,0.222	0.056
79	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28474165	28474234	79	15,9,12,12,16,2	31,13,25,52,23,21	7,5,23,5,28,15	34,15,51,35,51,43	298	298	0.592556218242	1.0	0.326,0.409,0.324,0.188,0.41,0.087	0.171,0.25,0.311,0.125,0.354,0.259	0.046
80	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28469408	28469474	28464283	28464358	28474165	28474234	80	15,9,12,12,16,2	16,18,7,26,18,5	7,5,23,5,28,15	11,5,35,10,19,18	298	215	0.65954329037	1.0	0.403,0.265,0.553,0.25,0.391,0.224	0.315,0.419,0.322,0.265,0.515,0.375	-0.021
81	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28463465	28463499	28474165	28474234	81	33,13,27,50,31,22	20,18,9,32,25,9	32,14,45,38,46,45	13,7,49,12,28,30	298	215	0.758894813073	1.0	0.543,0.343,0.684,0.53,0.472,0.638	0.64,0.591,0.399,0.696,0.542,0.52	-0.03
82	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28463997	28464069	28474165	28474234	82	76,22,53,93,47,39	18,21,7,33,20,5	65,47,127,65,107,110	12,8,34,12,21,19	298	215	0.0985543672098	1.0	0.753,0.43,0.845,0.67,0.629,0.849	0.796,0.809,0.729,0.796,0.786,0.807	-0.091
