ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
369	"ENSDARG00000035136"	"selenow1"	chr5	+	62001531	62001795	62001720	62001795	61999537	61999562
373	"ENSDARG00000058062"	"magt1"	chr14	-	12378926	12379016	12378926	12379014	12381623	12381764
376	"ENSDARG00000040310"	"prpf4bb"	chr24	-	11478430	11478568	11478430	11478564	11483522	11483674
377	"ENSDARG00000040310"	"prpf4bb"	chr24	-	11478430	11478568	11478430	11478564	11483526	11483674
378	"ENSDARG00000092517"	"gpsm1a"	chr5	-	64210079	64210459	64210079	64210410	64212643	64213253
379	"ENSDARG00000000943"	"dzip1"	chr6	+	7265751	7265910	7265781	7265910	7265146	7265209
400	"ENSDARG00000077698"	"rsad1"	chr3	+	50159344	50159710	50159474	50159710	50156178	50156383
405	"ENSDARG00000071410"	"cks2"	chr22	-	21313331	21313817	21313331	21313664	21314258	21314386
408	"ENSDARG00000053950"	"lin37"	chr15	+	37595310	37595721	37595635	37595721	37595140	37595191
409	"ENSDARG00000017007"	"nr4a2a"	chr9	-	5044265	5045378	5044265	5045131	5045861	5046315
411	"ENSDARG00000076924"	"als2b"	chr6	+	9823079	9823242	9823153	9823242	9822857	9822923
414	"ENSDARG00000018782"	"kdm4aa"	chr6	+	3305658	3305729	3305673	3305729	3304157	3304234
419	"ENSDARG00000086425"	"prpf3"	chr16	-	9449528	9449712	9449528	9449686	9453405	9453591
432	"ENSDARG00000016311"	"dock9b"	chr6	-	12635484	12635621	12635484	12635552	12644490	12644563
433	"ENSDARG00000016311"	"dock9b"	chr6	-	12635484	12635621	12635484	12635552	12648523	12648571
443	"ENSDARG00000019881"	"bsg"	chr22	+	18935004	18935170	18935094	18935170	18929426	18929642
446	"ENSDARG00000042188"	"ttc38"	chr18	+	10932572	10932648	10932576	10932648	10932007	10932185
450	"ENSDARG00000062510"	"bcl11ba"	chr17	+	18174299	18180747	18178076	18180747	18134897	18135287
451	"ENSDARG00000061508"	"tgfbrap1"	chr6	-	15043586	15043746	15043586	15043706	15043851	15043998
454	"ENSDARG00000026834"	"cdr2l"	chr3	-	59980936	59981080	59980936	59981077	59981157	59981162
455	"ENSDARG00000026834"	"cdr2l"	chr3	-	59980936	59981080	59980936	59981077	59981291	59981476
458	"ENSDARG00000113137"	"BX276107.1"	chr18	+	8341967	8346688	8343952	8346688	8340885	8341611
459	"ENSDARG00000096149"	"CU469420.4"	chr4	-	14121949	14122104	14121949	14122033	14123019	14123084
460	"ENSDARG00000092257"	"BX510992.1"	chr20	+	18562122	18562307	18562204	18562307	18561264	18561316
461	"ENSDARG00000092257"	"BX510992.1"	chr20	+	18562122	18562307	18562204	18562307	18561264	18561320
462	"ENSDARG00000006389"	"smad2"	chr10	-	14929170	14929249	14929170	14929245	14929493	14929679
471	"ENSDARG00000100133"	"cnmd"	chr9	+	53743312	53744243	53743315	53744243	53737117	53737265
482	"ENSDARG00000052129"	"boka"	chr6	+	27073159	27073344	27073180	27073344	27067453	27067582
484	"ENSDARG00000013804"	"capns1b"	chr15	+	29116639	29116712	29116660	29116712	29116108	29116208
485	"ENSDARG00000074531"	"spag9a"	chr3	-	18314504	18314684	18314504	18314681	18319432	18319465
486	"ENSDARG00000074531"	"spag9a"	chr3	-	18314504	18314684	18314504	18314681	18319577	18319691
491	"ENSDARG00000002131"	"celf2"	chr4	-	23901133	23901256	23901133	23901253	23902526	23902661
492	"ENSDARG00000059919"	"zgc:162613"	chr3	+	32862968	32863141	32862985	32863141	32862801	32862884
497	"ENSDARG00000001154"	"rimbp2"	chr8	-	43965406	43965554	43965406	43965521	43967109	43967305
518	"ENSDARG00000032237"	"anapc4"	chr20	-	23494143	23494280	23494143	23494260	23494534	23494712
519	"ENSDARG00000032237"	"anapc4"	chr20	-	23494143	23494280	23494143	23494260	23494538	23494695
523	"ENSDARG00000092115"	"eif4a1a"	chr7	-	26515637	26516206	26515637	26515777	26516630	26516679
531	"ENSDARG00000016584"	"rgs7a"	chr17	+	19631110	19631233	19631114	19631233	19626478	19626558
534	"ENSDARG00000074149"	"itpr1b"	chr11	-	35877877	35878086	35877877	35878047	35879977	35880107
537	"ENSDARG00000074149"	"itpr1b"	chr11	-	35962324	35962479	35962324	35962461	35965626	35965671
538	"ENSDARG00000055305"	"ret"	chr13	-	25584555	25586525	25584555	25585513	25589195	25589295
541	"ENSDARG00000045909"	"dynlt1"	chr4	-	389291	389415	389291	389408	390256	390298
549	"ENSDARG00000040741"	"kcnab1b"	chr2	+	44484829	44484916	44484851	44484916	44473636	44473681
555	"ENSDARG00000088123"	"znf217"	chr23	+	38261380	38263780	38261587	38263780	38256283	38257594
569	"ENSDARG00000000767"	"spi1b"	chr7	-	32657968	32658050	32657968	32658047	32658149	32658242
579	"ENSDARG00000068221"	"zmp:0000000729"	chr2	-	37896438	37896649	37896438	37896646	37896897	37896965
581	"ENSDARG00000003270"	"dhps"	chr3	-	13431122	13431383	13431122	13431228	13432596	13432693
588	"ENSDARG00000075752"	"myo18aa"	chr10	-	36983432	36983587	36983432	36983583	36985005	36985133
609	"ENSDARG00000102366"	"micall2a"	chr3	+	43124400	43124501	43124403	43124501	43121667	43121752
614	"ENSDARG00000036135"	"bbox1"	chr7	+	34299065	34299444	34299068	34299444	34297270	34297394
615	"ENSDARG00000053990"	"hmgb2b"	chr23	+	45027254	45027414	45027262	45027414	45025908	45025962
618	"ENSDARG00000051816"	"aass"	chr25	+	28282273	28282515	28282282	28282515	28279591	28279806
640	"ENSDARG00000060639"	"apba2b"	chr7	+	30893394	30893484	30893397	30893484	30892028	30892064
648	"ENSDARG00000029069"	"tnni2a.4"	chr25	+	31282261	31282523	31282394	31282523	31279301	31279334
659	"ENSDARG00000034229"	"kcnip3a"	chr8	+	42895352	42895479	42895354	42895479	42834065	42834240
664	"ENSDARG00000061736"	"ank3a"	chr17	-	20751320	20751423	20751320	20751408	20758680	20758692
665	"ENSDARG00000061736"	"ank3a"	chr17	-	20751320	20751423	20751320	20751408	20762977	20763101
667	"ENSDARG00000059824"	"soat2"	chr6	-	58742242	58742554	58742242	58742378	58742873	58742971
672	"ENSDARG00000023645"	"kyat1"	chr5	-	33274537	33274645	33274537	33274642	33274861	33274983
678	"ENSDARG00000058148"	"dnajc7"	chr3	+	17896816	17896993	17896874	17896993	17894401	17894480
685	"ENSDARG00000041665"	"mkrn1"	chr4	+	12298266	12298568	12298356	12298568	12293115	12293244
686	"ENSDARG00000038618"	"cpt2"	chr8	-	21142068	21142433	21142068	21142295	21142527	21142550
700	"ENSDARG00000003811"	"plxnb2a"	chr4	-	14485697	14486824	14485697	14486822	14531479	14531687
703	"ENSDARG00000009724"	"rpn2"	chr11	-	15296725	15296805	15296725	15296802	15296923	15297210
704	"ENSDARG00000009724"	"rpn2"	chr11	-	15296725	15296805	15296725	15296802	15297076	15297183
712	"ENSDARG00000071010"	"tuft1b"	chr19	+	7735152	7735225	7735156	7735225	7717448	7717517
727	"ENSDARG00000069752"	"ckba"	chr13	-	15697553	15697790	15697553	15697758	15699207	15699236
728	"ENSDARG00000069752"	"ckba"	chr13	-	15697553	15697790	15697553	15697758	15702551	15702736
729	"ENSDARG00000014676"	"bckdhb"	chr16	-	5013867	5015131	5013867	5014598	5025478	5025565
732	"ENSDARG00000006434"	"polr1e"	chr1	-	19647453	19647695	19647453	19647539	19647808	19647912
733	"ENSDARG00000042905"	"rpl10a"	chr8	+	23739917	23740535	23740386	23740535	23738581	23738653
741	"ENSDARG00000037713"	"pcnp"	chr1	+	7559894	7560103	7559897	7560103	7559799	7559826
743	"ENSDARG00000073766"	"tnni1d"	chr4	+	26357926	26357966	26357930	26357966	26357468	26357527
760	"ENSDARG00000104820"	"psd3l"	chr10	+	7102414	7102606	7102417	7102606	7057673	7058108
773	"ENSDARG00000016979"	"pmpcb"	chr4	+	1765321	1765609	1765502	1765609	1764670	1764869
777	"ENSDARG00000078014"	"pacsin2"	chr4	+	77953220	77953426	77953223	77953426	77950533	77950652
782	"ENSDARG00000103735"	"elovl1b"	chr11	-	13126738	13126824	13126738	13126821	13152135	13152524
783	"ENSDARG00000063295"	"myh9a"	chr6	-	7761333	7761447	7761333	7761426	7764874	7764968
791	"ENSDARG00000069853"	"txndc9"	chr9	+	21820513	21820716	21820516	21820716	21819741	21819772
801	"ENSDARG00000090183"	"gapvd1"	chr8	-	34376644	34376799	34376644	34376796	34380526	34380607
804	"ENSDARG00000069331"	"trip6"	chr7	-	19998586	19998723	19998586	19998649	19999094	19999195
808	"ENSDARG00000019230"	"rpl7a"	chr5	-	33285035	33285362	33285035	33285115	33286362	33286512
818	"ENSDARG00000014313"	"atp5pf"	chr1	-	613015	613192	613015	613189	614541	614638
819	"ENSDARG00000044356"	"tp63"	chr6	+	28910684	28910871	28910720	28910871	28901337	28901462
847	"ENSDARG00000075299"	"prxl2c"	chr8	-	1272835	1272941	1272835	1272922	1274906	1274960
848	"ENSDARG00000075299"	"prxl2c"	chr8	-	1272835	1272941	1272835	1272922	1278768	1278948
861	"ENSDARG00000069692"	"col7a1l"	chr4	+	15926302	15926398	15926312	15926398	15925927	15925996
867	"ENSDARG00000079891"	"dnajc6"	chr6	-	31323832	31323983	31323832	31323968	31348786	31348999
868	"ENSDARG00000090472"	"ttll10"	chr23	+	24089910	24090227	24090106	24090227	24089575	24089675
873	"ENSDARG00000045870"	"plekha5"	chr4	-	2965866	2965932	2965866	2965929	2972736	2972790
878	"ENSDARG00000078694"	"phlpp1"	chr2	+	277749	277880	277763	277880	276830	277031
879	"ENSDARG00000060149"	"ablim1a"	chr13	-	43515329	43515415	43515329	43515409	43520436	43520484
889	"ENSDARG00000009685"	"ppa2"	chr1	-	26397384	26397555	26397384	26397438	26397702	26397767
890	"ENSDARG00000009281"	"dnm1b"	chr5	+	63723777	63723951	63723780	63723951	63721055	63721167
916	"ENSDARG00000046127"	"tk2"	chr7	-	44602884	44602958	44602884	44602954	44603109	44603203
917	"ENSDARG00000060070"	"adcy7"	chr7	-	37788067	37788151	37788067	37788148	37788837	37788897
919	"ENSDARG00000104840"	"si:dkey-28a3.2"	chr7	+	17786849	17789819	17787093	17789819	17782435	17782718
923	"ENSDARG00000015536"	"sox6"	chr7	+	27320463	27320710	27320466	27320710	27277235	27277306
925	"ENSDARG00000015536"	"sox6"	chr7	+	27320463	27320710	27320466	27320710	27312391	27312484
929	"ENSDARG00000060001"	"mettl9"	chr12	-	997287	997923	997287	997497	999429	999591
931	"ENSDARG00000101079"	NA	chr7	+	72484358	72484501	72484370	72484501	72483983	72484213
947	"ENSDARG00000077531"	"bag6l"	chr19	-	30510181	30510304	30510181	30510273	30510799	30510930
954	"ENSDARG00000042056"	"mau2"	chr2	-	58899694	58899722	58899694	58899720	58899820	58900077
960	"ENSDARG00000074283"	"inpp5d"	chr6	+	28182011	28182138	28182050	28182138	28181631	28181708
961	"ENSDARG00000031756"	"mef2aa"	chr18	+	23338493	23338681	23338496	23338681	23200183	23200320
973	"ENSDARG00000102701"	"eva1ba"	chr16	-	35945552	35945648	35945552	35945645	35952689	35952789
976	"ENSDARG00000060771"	"map7d3"	chr14	-	31685356	31685496	31685356	31685472	31688883	31688931
977	"ENSDARG00000060771"	"map7d3"	chr14	-	31685356	31685496	31685356	31685472	31691581	31691677
978	"ENSDARG00000060771"	"map7d3"	chr14	-	31685356	31685496	31685356	31685472	31696288	31696397
988	"ENSDARG00000105223"	"pmp22a"	chr3	-	50862298	50862388	50862298	50862385	50865035	50865079
989	"ENSDARG00000021483"	"cdc14b"	chr8	-	1265664	1265755	1265664	1265726	1265947	1266190
991	"ENSDARG00000034262"	"pld2"	chr5	-	38408725	38408882	38408725	38408843	38408991	38409186
998	"ENSDARG00000016263"	"zdhhc5a"	chr1	+	44558902	44559762	44559077	44559762	44555689	44555802
1001	"ENSDARG00000093413"	"edil3a"	chr5	-	46896517	46896547	46896517	46896541	46980587	46980651
1011	"ENSDARG00000052462"	"pisd"	chr5	-	57514283	57514449	57514283	57514442	57526676	57526946
1016	"ENSDARG00000042114"	"bin1a"	chr9	-	7426568	7426641	7426568	7426635	7429296	7429341
1027	"ENSDARG00000089372"	"clk4a"	chr14	-	6936616	6936733	6936616	6936731	6939538	6939605
1035	"ENSDARG00000054533"	"araf"	chr5	+	26859106	26859246	26859118	26859246	26858031	26858176
1040	"ENSDARG00000018898"	"zfand5a"	chr5	+	25687051	25687154	25687054	25687154	25681173	25681319
1050	"ENSDARG00000090778"	"ttll1"	chr4	+	77920659	77920778	77920662	77920778	77919986	77920086
1051	"ENSDARG00000092979"	"pias2"	chr5	+	41484352	41484541	41484355	41484541	41482348	41482523
1053	"ENSDARG00000013082"	"uap1l1"	chr5	+	31815039	31815446	31815260	31815446	31813503	31813697
1057	"ENSDARG00000099776"	"glula"	chr2	+	18989920	18990320	18990173	18990320	18989189	18989374
1065	"ENSDARG00000091349"	"plekhd1"	chr17	+	48193918	48194109	48193992	48194109	48188916	48189011
1070	"ENSDARG00000028731"	"stat4"	chr9	+	41204988	41208343	41206600	41208343	41204827	41204870
1073	"ENSDARG00000045747"	"cped1"	chr4	+	10657004	10657191	10657008	10657191	10655050	10655100
1083	"ENSDARG00000056642"	"hdac9b"	chr16	-	19853066	19854903	19853066	19853259	19861366	19861482
1086	"ENSDARG00000056856"	"tax1bp1b"	chr16	-	20813530	20813708	20813530	20813705	20822262	20822388
1090	"ENSDARG00000011065"	"camk2b1"	chr5	-	20966775	20966813	20966775	20966810	20978627	20978723
1091	"ENSDARG00000011065"	"camk2b1"	chr5	-	20966775	20966813	20966775	20966810	20981538	20981581
1093	"ENSDARG00000068480"	"map7d2a"	chr5	-	23993963	23994077	23993963	23994074	23999448	23999777
1097	"ENSDARG00000077732"	"alyref"	chr3	+	59889545	59891841	59890212	59891841	59887266	59887333
1104	"ENSDARG00000061527"	"nxt2"	chr14	-	28463151	28463495	28463151	28463296	28463594	28463654
1121	"ENSDARG00000070560"	"nap1l4a"	chr25	-	23579049	23579209	23579049	23579181	23581643	23581690
1153	"ENSDARG00000016856"	"pon2"	chr16	-	24671780	24672158	24671780	24671946	24672586	24672657
1157	"ENSDARG00000035056"	"fgf13a"	chr14	-	32403117	32403298	32403117	32403253	32403372	32403843
1159	"ENSDARG00000090473"	"si:ch211-269k10.5"	chr16	+	53263633	53263815	53263636	53263815	53259520	53259583
1171	"ENSDARG00000070390"	"flad1"	chr16	+	22868958	22869184	22869034	22869184	22864721	22865114
1180	"ENSDARG00000004672"	"ptk2ab"	chr16	-	30760803	30760890	30760803	30760885	30764436	30764830
1196	"ENSDARG00000004574"	"gtf3c2"	chr20	+	38544789	38544992	38544793	38544992	38543345	38543504
1198	"ENSDARG00000009123"	"sele"	chr20	-	33974183	33974423	33974183	33974375	33974573	33974654
1203	"ENSDARG00000055854"	"nr4a3"	chr16	+	27355986	27356183	27355991	27356183	27354906	27355070
1206	"ENSDARG00000071375"	"celf5a"	chr22	-	19671648	19671864	19671648	19671861	19695986	19696152
1207	"ENSDARG00000071375"	"celf5a"	chr22	-	19671648	19671864	19671648	19671861	19696007	19696152
1219	"ENSDARG00000000966"	"ncor2"	chr8	-	43410721	43410880	43410721	43410850	43413623	43413858
1224	"ENSDARG00000045064"	"ablim1b"	chr12	+	30207898	30207984	30207904	30207984	30204815	30204863
1227	"ENSDARG00000056831"	"gng2"	chr13	+	12087500	12087647	12087534	12087647	12069224	12069301
1241	"ENSDARG00000105018"	"lrrc20"	chr12	+	48220583	48220752	48220626	48220752	48216661	48216803
1245	"ENSDARG00000041569"	"ces2a"	chr18	-	17412886	17413061	17412886	17413038	17415226	17415422
1256	"ENSDARG00000033683"	"tpma"	chr7	+	29956553	29956637	29956571	29956637	29955282	29955324
1271	"ENSDARG00000043667"	"zgc:100997"	chr20	+	10517295	10518326	10517404	10518326	10511938	10512021
1281	"ENSDARG00000055086"	"ggnbp2"	chr5	+	4017368	4017479	4017372	4017479	4016300	4016379
1287	"ENSDARG00000014804"	"cacna2d1a"	chr4	-	19790086	19790150	19790086	19790147	19795577	19795598
1291	"ENSDARG00000054076"	"tatdn3"	chr20	+	37823052	37823143	37823080	37823143	37822253	37822327
1304	"ENSDARG00000068217"	"stx2b"	chr8	-	44223392	44223473	44223392	44223468	44223645	44223899
1308	"ENSDARG00000078140"	"si:dkey-18j18.3"	chr13	-	32905844	32906088	32905844	32906083	32906189	32906265
1314	"ENSDARG00000070704"	"thap7"	chr19	-	24134153	24135098	24134153	24134309	24135695	24135824
1339	"ENSDARG00000032277"	"rars2"	chr20	-	2699935	2700154	2699935	2700094	2700635	2700712
1357	"ENSDARG00000100020"	"pim1"	chr8	+	10305519	10305821	10305770	10305821	10304980	10305348
1363	"ENSDARG00000092337"	"CU467861.6"	chr8	-	16612298	16612688	16612298	16612329	16612923	16612964
1364	"ENSDARG00000076994"	"adgra2"	chr8	-	38034074	38034223	38034074	38034219	38043180	38043304
1370	"ENSDARG00000104937"	NA	chrKN150000.1	+	32005	32106	32008	32106	20425	20570
1386	"ENSDARG00000097416"	"si:ch73-306e8.2"	chr17	+	20617529	20617790	20617751	20617790	20617304	20617343
1387	"ENSDARG00000096957"	"BX005351.1"	chr17	-	25188693	25189128	25188693	25189125	25191043	25191072
1389	"ENSDARG00000063229"	"xpo1b"	chr17	+	23968213	23968369	23968237	23968369	23964131	23966641
1395	"ENSDARG00000075295"	"tulp1a"	chr23	+	5479384	5479511	5479387	5479511	5478309	5478375
1405	"ENSDARG00000014005"	"lrrc45"	chr12	+	3010356	3010469	3010376	3010469	3006250	3006362
1416	"ENSDARG00000059461"	"mepce"	chr5	-	68765882	68769046	68765882	68767818	68773118	68773337
1427	"ENSDARG00000077717"	"rpl29"	chr11	-	1399452	1399505	1399452	1399502	1400288	1400507
1429	"ENSDARG00000077349"	"sorcs3b"	chr17	-	20372149	20372309	20372149	20372268	20380926	20381000
1442	"ENSDARG00000060846"	"cabp7b"	chr5	-	32086447	32086575	32086447	32086571	32089798	32089946
1446	"ENSDARG00000090686"	"slc35f2l"	chr15	+	25158099	25158275	25158103	25158275	25156120	25156197
1448	"ENSDARG00000088168"	"ablim3"	chr14	-	34658056	34658194	34658056	34658176	34666740	34666791
1449	"ENSDARG00000088168"	"ablim3"	chr14	-	34658056	34658194	34658056	34658176	34670669	34670768
1450	"ENSDARG00000088168"	"ablim3"	chr14	-	34658056	34658194	34658056	34658176	34672494	34672624
1454	"ENSDARG00000089917"	"sh3tc2"	chr14	+	34785443	34786092	34785993	34786092	34780885	34781190
1455	"ENSDARG00000006025"	"tp53i11b"	chr18	+	27563194	27563296	27563205	27563296	27515630	27515768
1457	"ENSDARG00000037556"	"st3gal5"	chr14	+	9492548	9492886	9492779	9492886	9485266	9485387
1458	"ENSDARG00000037556"	"st3gal5"	chr14	+	9492548	9494960	9494773	9494960	9485266	9485387
1462	"ENSDARG00000039576"	"fstl1b"	chr9	-	9774674	9774779	9774674	9774776	9841856	9841913
1467	"ENSDARG00000092277"	"BX663611.2"	chr14	+	40110502	40110555	40110507	40110555	40109637	40109704
1469	"ENSDARG00000060350"	"apoda.2"	chr2	+	37214828	37214980	37214845	37214980	37214609	37214766
1484	"ENSDARG00000076090"	"jakmip1"	chr14	-	17289501	17289752	17289501	17289749	17305564	17305849
1490	"ENSDARG00000036481"	"tcn2"	chr5	+	26799927	26800080	26799931	26800080	26799617	26799690
1495	"ENSDARG00000094249"	"wu:fc17b08"	chr13	+	541125	541576	541443	541576	537224	537290
1506	"ENSDARG00000100826"	"hif1al"	chr15	-	25508667	25508778	25508667	25508763	25508841	25508978
1507	"ENSDARG00000016085"	"mbnl3"	chr14	-	30993184	30993330	30993184	30993327	31013973	31014124
1510	"ENSDARG00000094016"	"si:ch211-130h14.4"	chr13	+	4425017	4425127	4425020	4425127	4422921	4423047
1511	"ENSDARG00000094016"	"si:ch211-130h14.4"	chr13	+	4425017	4425127	4425020	4425127	4422921	4423051
1524	"ENSDARG00000003081"	"mybphb"	chr6	+	55078271	55082533	55080719	55082533	55071936	55072123
1553	"ENSDARG00000004415"	"tcf7l2"	chr12	-	30989844	30989985	30989844	30989970	30999930	31000033
1558	"ENSDARG00000056248"	"si:dkey-183i3.5"	chr21	+	25195534	25195860	25195725	25195860	25195354	25195461
1577	"ENSDARG00000040100"	"si:dkey-95h12.1"	chr18	-	8883794	8885740	8883794	8885486	8889020	8889382
1578	"ENSDARG00000100363"	"dcun1d5"	chr18	-	3542364	3542467	3542364	3542463	3542571	3542614
1585	"ENSDARG00000074955"	"nup98"	chr21	-	40388362	40388497	40388362	40388494	40389628	40389783
1591	"ENSDARG00000104388"	"stag3"	chr14	+	81918	82086	82007	82086	80684	81309
1599	"ENSDARG00000074561"	"slc47a3"	chr15	+	26609520	26609653	26609524	26609653	26609233	26609303
1604	"ENSDARG00000031293"	"dnajc9"	chr12	+	9500071	9500269	9500093	9500269	9499779	9499863
1605	"ENSDARG00000089828"	"si:rp71-19m20.1"	chr12	+	11359186	11359259	11359213	11359259	11356672	11356935
1607	"ENSDARG00000005236"	"srcap"	chr12	+	27073307	27073570	27073349	27073570	27073008	27073250
1609	"ENSDARG00000033537"	"p4ha1a"	chr12	+	9573990	9574061	9573995	9574061	9571959	9572030
1612	"ENSDARG00000013721"	"g6pca.2"	chr12	+	6044371	6044703	6044587	6044703	6041921	6042031
