ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2639	"ENSDARG00000103666"	"dapk2b"	chr25	+	26505953	26506005	26554065	26554126	26497940	26498162	26576622	26576752
2640	"ENSDARG00000103666"	"dapk2b"	chr25	+	26531924	26532002	26547036	26547175	26497940	26498162	26576622	26576752
2641	"ENSDARG00000103666"	"dapk2b"	chr25	+	26531924	26532002	26554065	26554126	26497940	26498162	26576622	26576752
2642	"ENSDARG00000103666"	"dapk2b"	chr25	+	26547036	26547175	26554065	26554126	26497940	26498162	26576622	26576752
2643	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202937	203036	203346	203430	202322	202507	203904	204019
2644	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202937	203036	203346	203439	202322	202507	203904	204019
2645	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203036	203346	203430	202322	202507	203904	204019
2646	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202964	203036	203346	203430	202322	202507	203904	204019
2647	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202964	203036	203346	203439	202322	202507	203904	204019
2648	"ENSDARG00000001259"	"gas2a"	chr25	+	35328921	35329077	35329603	35329639	35326106	35326248	35329929	35329993
2649	"ENSDARG00000105296"	NA	chr25	-	5714340	5714379	5716478	5716538	5713687	5713802	5718943	5719062
2650	"ENSDARG00000095836"	"CR354611.1"	chr25	-	21185583	21185675	21189838	21189893	21174390	21174584	21194345	21194825
2651	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19340138	19340275	19318808	19318905	19341375	19341486
2652	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19325293	19325356	19336272	19336295	19322560	19322668	19340138	19340276
2653	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16985062	16985278	16992378	16992723	16982322	16982482	17044734	17044779
2654	"ENSDARG00000023927"	"dnajc24"	chr25	+	14879283	14879441	14879971	14880252	14870769	14870881	14883573	14883712
2655	"ENSDARG00000100206"	"klhdc4"	chr25	-	12721495	12721574	12723845	12724293	12719782	12719991	12725189	12725282
2656	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220326	30220391	30220473	30220517	30219093	30219201	30220914	30220949
2657	"ENSDARG00000038166"	"hyal6"	chr25	-	27606963	27607118	27608597	27608684	27605186	27605951	27609809	27610005
2658	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30178942	30179035	30182513	30182654	30173653	30173671	30192071	30192167
2659	"ENSDARG00000062325"	"shank2b"	chr25	+	14351930	14352011	14355003	14355012	14351332	14351468	14360612	14360737
2660	"ENSDARG00000078785"	"tmem258"	chr25	-	3887540	3887627	3890522	3890643	3887269	3887439	3891904	3892014
2661	"ENSDARG00000078785"	"tmem258"	chr25	-	3887540	3887627	3890522	3890651	3887269	3887439	3891904	3892014
2662	"ENSDARG00000078785"	"tmem258"	chr25	-	3887540	3887627	3890542	3890643	3887269	3887439	3891904	3892014
2663	"ENSDARG00000078785"	"tmem258"	chr25	-	3887540	3887627	3890542	3890651	3887269	3887439	3891904	3892014
2664	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6123458	6123568	6131260	6131669	6122950	6123352	6131790	6131868
2665	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6123458	6123568	6131627	6131669	6122950	6123352	6131790	6131868
2666	"ENSDARG00000015731"	"ano5a"	chr25	+	35200200	35200323	35202503	35202545	35195751	35195813	35215520	35215628
2667	"ENSDARG00000015731"	"ano5a"	chr25	+	35200200	35200323	35202503	35202555	35195751	35195813	35215520	35215628
2668	"ENSDARG00000015731"	"ano5a"	chr25	+	35228676	35228757	35228954	35229029	35224213	35224365	35232260	35232489
2669	"ENSDARG00000097285"	NA	chr25	+	10835624	10835680	10835869	10835991	10835400	10835534	10836106	10836198
2670	"ENSDARG00000021339"	"cpa5"	chr25	-	18466159	18466294	18467767	18467850	18465312	18465411	18470607	18470695
2671	"ENSDARG00000103878"	"anpepb"	chr25	+	10825809	10825968	10826834	10826916	10825573	10825741	10827258	10827771
2672	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26831697	26832108	26830063	26830166	26833053	26833100
2673	"ENSDARG00000092798"	"ppib"	chr25	+	5987536	5987604	5989415	5989471	5986857	5987042	5989820	5990182
2674	"ENSDARG00000092798"	"ppib"	chr25	+	5987536	5987604	5989415	5989707	5986857	5987042	5989820	5990182
2675	"ENSDARG00000099860"	"pkmb"	chr25	+	29187516	29187611	29188468	29188500	29184147	29184300	29189970	29190137
2676	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737250	19737273	19737678	19737721	19737035	19737150	19738591	19738642
2677	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737250	19737309	19737678	19737721	19737035	19737150	19738591	19738642
2678	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737260	19737273	19737678	19737721	19737035	19737150	19738591	19738642
2679	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737260	19737309	19737678	19737721	19737035	19737150	19738591	19738642
2680	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417724	36417775	36418040	36418157	36417585	36417645	36418739	36418816
2681	"ENSDARG00000020395"	"mical2b"	chr25	+	16253983	16254076	16259939	16259977	16248923	16249055	16261275	16261462
2682	"ENSDARG00000079374"	"tjp1b"	chr25	+	32218936	32218975	32220519	32220905	32216102	32216457	32225596	32225741
2683	"ENSDARG00000006899"	"far1"	chr25	+	16116739	16116911	16117110	16117244	16111833	16111901	16123417	16123547
2684	"ENSDARG00000006899"	"far1"	chr25	+	16116739	16116911	16117110	16117309	16111833	16111901	16123417	16123547
2685	"ENSDARG00000006899"	"far1"	chr25	+	16116739	16116911	16117137	16117244	16111833	16111901	16123417	16123547
2686	"ENSDARG00000021378"	"phf21ab"	chr25	-	7723492	7723692	7723848	7723871	7722767	7722923	7724860	7724921
2687	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906795	31906858	31907328	31907417	31905464	31905556	31907554	31907590
2688	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906795	31906858	31907328	31907482	31905464	31905556	31907554	31907672
2689	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906800	31906858	31907328	31907482	31905464	31905556	31907554	31907672
2690	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16008808	16008937	16010747	16010833	16008483	16008576	16010906	16011018
2691	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022533	16016611	16016679	16027781	16027917
2692	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16024011	16024099	16027663	16027696	16022409	16022548	16027781	16027917
2693	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16024061	16024099	16027663	16027696	16022409	16022548	16027781	16027917
2694	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16024066	16024099	16027663	16027696	16022409	16022548	16027781	16027917
2695	"ENSDARG00000023694"	"spon1b"	chr25	+	15771021	15771135	15774997	15775073	15769157	15769359	15779123	15779309
2696	"ENSDARG00000073843"	"myo9ab"	chr25	-	490438	490456	490716	490770	489751	489936	492131	492255
2697	"ENSDARG00000040427"	"acot19"	chr25	-	31719173	31719258	31727717	31727837	31718910	31719052	31731524	31731694
2698	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3307360	3307388	3310310	3310465	3307053	3307203	3312202	3312330
2699	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310310	3310465	3312173	3312330	3307053	3307203	3314065	3314245
2700	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310310	3310465	3312202	3312330	3307053	3307203	3314065	3314245
2701	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310340	3310465	3312173	3312330	3307053	3307203	3314065	3314245
2702	"ENSDARG00000031198"	"hmg20a"	chr25	+	7327588	7327787	7330314	7330447	7324513	7324589	7330889	7330927
2703	"ENSDARG00000030270"	"tnnt3a"	chr25	+	31413856	31414105	31414367	31414471	31412879	31412996	31416231	31416309
2704	"ENSDARG00000030270"	"tnnt3a"	chr25	+	31414002	31414105	31414367	31414471	31412879	31412996	31416231	31416309
2705	"ENSDARG00000027310"	"lsp1a"	chr25	+	31363173	31363195	31372327	31372371	31362000	31362141	31375003	31375085
2706	"ENSDARG00000012987"	"gpia"	chr25	+	35916927	35917018	35919403	35919587	35913613	35913873	35921314	35921434
2707	"ENSDARG00000012987"	"gpia"	chr25	+	35916928	35917018	35919403	35919472	35913613	35913873	35921314	35921434
2708	"ENSDARG00000012987"	"gpia"	chr25	+	35916928	35917018	35919403	35919587	35913613	35913873	35921314	35921434
2709	"ENSDARG00000104014"	"mark1"	chr22	-	38340546	38340591	38342948	38342972	38337269	38337612	38343148	38343406
2710	"ENSDARG00000053973"	"fetub"	chr22	+	37891994	37892140	37894950	37895037	37891398	37891486	37897709	37900135
2711	"ENSDARG00000057016"	"cdc14ab"	chr22	-	16201869	16201875	16203847	16203957	16191270	16193831	16204125	16204281
2712	"ENSDARG00000057016"	"cdc14ab"	chr22	-	16201869	16201875	16203878	16203957	16191270	16193831	16204125	16204281
2713	"ENSDARG00000019998"	"slc30a7"	chr22	-	16150431	16150519	16151119	16151228	16150212	16150342	16153963	16154065
2714	"ENSDARG00000019998"	"slc30a7"	chr22	-	16150431	16150519	16151119	16151241	16150212	16150342	16153963	16154065
2715	"ENSDARG00000061665"	"hcn2b"	chr22	+	18984805	18984882	18997594	18997635	18984500	18984719	18997730	18997877
2716	"ENSDARG00000061665"	"hcn2b"	chr22	+	18984805	18984922	18997594	18997635	18984500	18984719	18997730	18997877
2717	"ENSDARG00000061665"	"hcn2b"	chr22	+	18984805	18984941	18997594	18997635	18984500	18984719	18997730	18997877
2718	"ENSDARG00000071549"	"ecm2"	chr22	-	10501260	10501335	10501698	10501780	10499687	10499946	10502398	10502780
2719	"ENSDARG00000071549"	"ecm2"	chr22	-	10501260	10501335	10501746	10501780	10499687	10499946	10502398	10502780
2720	"ENSDARG00000063180"	"dock3"	chr22	+	32215725	32215845	32218073	32218156	32215278	32215366	32219806	32220392
2721	"ENSDARG00000078313"	NA	chr22	+	5399583	5399676	5400406	5400520	5398487	5398563	5401467	5401507
2722	"ENSDARG00000011890"	"cry4"	chr22	-	828487	828604	831156	831598	828145	828290	833918	834106
2723	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464570	28466673	28466874	28463997	28464069	28468729	28468897
2724	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466769	28466874	28468729	28468897	28464283	28464358	28469408	28469474
2725	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466769	28466874	28468729	28468897	28464283	28464358	28474165	28474234
2726	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466769	28466874	28469408	28469474	28464283	28464358	28474165	28474234
2727	"ENSDARG00000063195"	"pxk"	chr22	+	10192078	10192141	10194234	10194262	10190744	10190808	10195850	10199014
2728	"ENSDARG00000063195"	"pxk"	chr22	+	10192078	10192141	10194234	10194267	10190744	10190808	10195850	10199014
2729	"ENSDARG00000063195"	"pxk"	chr22	+	10192081	10192141	10194234	10194262	10190744	10190808	10195850	10199014
2730	"ENSDARG00000063195"	"pxk"	chr22	+	10192081	10192141	10194234	10194267	10190744	10190808	10195850	10199014
2731	"ENSDARG00000022372"	"kng1"	chr22	-	36851425	36851542	36856105	36856234	36846951	36847024	36863460	36863681
2732	"ENSDARG00000038475"	"acy1"	chr22	-	36772169	36772193	36773754	36773861	36770490	36770634	36774133	36774219
2733	"ENSDARG00000038475"	"acy1"	chr22	-	36772169	36772193	36773754	36773890	36770490	36770634	36774133	36774219
2734	"ENSDARG00000038475"	"acy1"	chr22	-	36772169	36772193	36773754	36774056	36770490	36770634	36774133	36774219
2735	"ENSDARG00000038475"	"acy1"	chr22	-	36772169	36772193	36774030	36774056	36770490	36770634	36774133	36774219
2736	"ENSDARG00000038475"	"acy1"	chr22	-	36772182	36772193	36773754	36773861	36770490	36770634	36774133	36774219
2737	"ENSDARG00000038475"	"acy1"	chr22	-	36772182	36772193	36773754	36773890	36770490	36770634	36774133	36774219
2738	"ENSDARG00000038475"	"acy1"	chr22	-	36772182	36772193	36773754	36774056	36770490	36770634	36774133	36774219
2739	"ENSDARG00000038475"	"acy1"	chr22	-	36772182	36772193	36774030	36774056	36770490	36770634	36774133	36774219
2740	"ENSDARG00000038475"	"acy1"	chr22	-	36773754	36773861	36774030	36774056	36770490	36770634	36774133	36774219
2741	"ENSDARG00000038475"	"acy1"	chr22	-	36773754	36773890	36774030	36774056	36770490	36770634	36774133	36774219
2742	"ENSDARG00000061829"	"unc13a"	chr22	+	20225772	20225778	20229226	20229256	20222946	20223070	20230026	20230083
2743	"ENSDARG00000061829"	"unc13a"	chr22	+	20225772	20225778	20229231	20229256	20222946	20223070	20230026	20230083
2744	"ENSDARG00000040920"	"si:dkey-49n23.1"	chr22	-	30837601	30837762	30851471	30851601	30834227	30834290	30880364	30880537
2745	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27103364	27103457	27104112	27104238	27102501	27102645	27107160	27107224
2746	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27104101	27104217	27107160	27107222	27103364	27103457	27111879	27112001
2747	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27104101	27104217	27107160	27107224	27103364	27103457	27111879	27112001
2748	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27104112	27104217	27107160	27107222	27103364	27103457	27111879	27112001
2749	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686626	36686817	36686826	36685661	36685685	36687314	36687431
2750	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686626	36686817	36686955	36685661	36685685	36687314	36687431
2751	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686626	36686817	36686958	36685661	36685685	36687314	36687431
2752	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686725	36687314	36687428	36685661	36685685	36687527	36687651
2753	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686725	36687314	36687431	36685661	36685685	36687527	36687651
2754	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686737	36686817	36686826	36685661	36685685	36687314	36687431
2755	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686737	36686817	36686955	36685661	36685685	36687314	36687431
2756	"ENSDARG00000040874"	"add3a"	chr22	+	30126858	30126941	30137808	30137969	30112389	30112442	30195255	30195478
2757	"ENSDARG00000101458"	"r3hdm1"	chr22	+	12384528	12384911	12386892	12386898	12382024	12382128	12387145	12387230
2758	"ENSDARG00000101458"	"r3hdm1"	chr22	+	12384528	12384911	12386892	12386902	12382024	12382128	12387145	12387230
2759	"ENSDARG00000101458"	"r3hdm1"	chr22	+	12384528	12384911	12386892	12386932	12382024	12382128	12387145	12387230
2760	"ENSDARG00000101458"	"r3hdm1"	chr22	+	12384528	12384911	12386892	12387017	12382024	12382128	12387145	12387230
2761	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108962	25109067	25136350	25136470	25107539	25107605	25136836	25137256
2762	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108962	25109067	25136353	25136455	25107539	25107605	25136836	25137256
2763	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108962	25109067	25136353	25136470	25107539	25107605	25136836	25137256
2764	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108965	25109067	25136350	25136455	25107539	25107605	25136836	25137256
2765	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108965	25109067	25136350	25136470	25107539	25107605	25136836	25137256
2766	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108965	25109067	25136353	25136455	25107539	25107605	25136836	25137256
2767	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108965	25109067	25136353	25136470	25107539	25107605	25136836	25137256
2768	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108972	25109067	25136350	25136455	25107539	25107605	25136836	25137256
2769	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108972	25109067	25136350	25136470	25107539	25107605	25136836	25137256
2770	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108972	25109067	25136353	25136455	25107539	25107605	25136836	25137256
2771	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25108972	25109067	25136353	25136470	25107539	25107605	25136836	25137256
2772	"ENSDARG00000040864"	"si:dkey-286j15.1"	chr22	+	30029020	30029462	30031046	30031174	30028707	30028873	30033021	30033583
2773	"ENSDARG00000040864"	"si:dkey-286j15.1"	chr22	+	30029024	30029462	30031046	30031174	30028707	30028873	30033021	30033583
2774	"ENSDARG00000040864"	"si:dkey-286j15.1"	chr22	+	30029384	30029462	30031046	30031174	30029018	30029200	30033021	30033583
2775	"ENSDARG00000003952"	"pfn2"	chr22	-	35182178	35182300	35186911	35187103	35179574	35181938	35193913	35194187
2776	"ENSDARG00000003952"	"pfn2"	chr22	-	35182202	35182300	35186911	35187103	35179574	35181938	35193913	35194187
2777	"ENSDARG00000117271"	"CR954298.1"	chr24	+	37013501	37013606	37014062	37014167	37012722	37013045	37014621	37015120
2778	"ENSDARG00000117271"	"CR954298.1"	chr24	+	37013510	37013606	37014062	37014167	37012722	37013045	37014621	37015120
2779	"ENSDARG00000104263"	"CABZ01055365.1"	chr24	-	36584119	36584218	36586787	36586814	36583387	36583493	36586916	36587018
2780	"ENSDARG00000060600"	"capn15"	chr24	+	39065774	39066019	39069226	39069352	39064602	39064786	39072182	39072335
2781	"ENSDARG00000098816"	"kcnc3b"	chr24	+	37144672	37144693	37151289	37151340	37135380	37135569	37170134	37170289
2782	"ENSDARG00000098816"	"kcnc3b"	chr24	+	37144672	37144693	37162651	37162692	37135380	37135569	37170134	37170289
2783	"ENSDARG00000098816"	"kcnc3b"	chr24	+	37151289	37151340	37162651	37162692	37135380	37135569	37170134	37170289
2784	"ENSDARG00000088466"	"tmx3b"	chr24	+	43088	43149	44056	44095	42947	42966	44198	44322
2785	"ENSDARG00000014973"	"ntng1a"	chr24	+	29508068	29508124	29510966	29511295	29502514	29502541	29516327	29516462
2786	"ENSDARG00000014973"	"ntng1a"	chr24	+	29508068	29508124	29511127	29511295	29502514	29502541	29516327	29516462
2787	"ENSDARG00000031248"	"enkur"	chr24	-	6676427	6676543	6677629	6677681	6676210	6676356	6678190	6678640
2788	"ENSDARG00000031248"	"enkur"	chr24	-	6676427	6676543	6677675	6677681	6676210	6676356	6678190	6678640
2789	"ENSDARG00000009031"	"tnikb"	chr24	-	26520492	26520501	26523873	26523897	26518787	26518969	26527233	26527331
2790	"ENSDARG00000090230"	"tmem108"	chr24	+	9820619	9820700	9837510	9837772	9746291	9746421	9846558	9846642
2791	"ENSDARG00000009868"	"dcaf11"	chr24	-	12978812	12979230	12979818	12979908	12977692	12977811	12981359	12981480
2792	"ENSDARG00000062058"	"slc12a7b"	chr24	-	39784192	39784368	39787556	39787667	39781735	39781869	39789382	39789490
2793	"ENSDARG00000062058"	"slc12a7b"	chr24	-	39784192	39784368	39787556	39787794	39781735	39781869	39789382	39789490
2794	"ENSDARG00000017235"	"eif5a"	chr24	-	26482854	26482892	26482940	26482986	26482641	26482775	26484060	26484298
2795	"ENSDARG00000017235"	"eif5a"	chr24	-	26482858	26482892	26482940	26482986	26482641	26482775	26484060	26484298
2796	"ENSDARG00000017235"	"eif5a"	chr24	-	26482868	26482892	26482940	26482986	26482641	26482775	26484060	26484298
2797	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1376002	1376378	1377039	1377090	1375678	1375733	1377672	1377723
2798	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1376002	1376378	1377672	1377723	1375678	1375733	1378375	1378426
2799	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1376234	1376378	1377039	1377090	1375678	1375733	1377672	1377723
2800	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1376234	1376378	1377672	1377723	1375678	1375733	1378375	1378426
2801	"ENSDARG00000010244"	"rpl22l1"	chr24	-	26477402	26477524	26478874	26478970	26475181	26475440	26479747	26479841
2802	"ENSDARG00000010244"	"rpl22l1"	chr24	-	26477402	26477524	26478874	26478974	26475181	26475440	26479747	26479841
2803	"ENSDARG00000010244"	"rpl22l1"	chr24	-	26477402	26477524	26478874	26478978	26475181	26475440	26479747	26479841
2804	"ENSDARG00000010155"	"abi1a"	chr24	+	5999010	5999112	6002437	6002632	5996926	5997027	6008504	6008690
2805	"ENSDARG00000010155"	"abi1a"	chr24	+	5999010	5999112	6005593	6005680	5996926	5997027	6008504	6008690
2806	"ENSDARG00000016490"	"rab11fip3"	chr24	+	37774261	37774375	37776880	37776916	37766884	37767103	37778156	37778244
2807	"ENSDARG00000092882"	"si:dkey-161j23.7"	chr24	+	39595826	39595966	39596830	39596896	39592997	39593108	39600183	39600285
2808	"ENSDARG00000092882"	"si:dkey-161j23.7"	chr24	+	39595892	39595966	39596830	39596896	39592997	39593108	39600183	39600285
2809	"ENSDARG00000000069"	"dap"	chr24	-	22077161	22077204	22100802	22100896	22070289	22071797	22103377	22103585
2810	"ENSDARG00000000069"	"dap"	chr24	-	22077161	22077204	22100802	22100900	22070289	22071797	22103377	22103585
2811	"ENSDARG00000000069"	"dap"	chr24	-	22077161	22077204	22100802	22100905	22070289	22071797	22103377	22103585
2812	"ENSDARG00000000069"	"dap"	chr24	-	22077161	22077204	22100802	22100913	22070289	22071797	22103377	22103585
2813	"ENSDARG00000000069"	"dap"	chr24	-	22077161	22077204	22100802	22100919	22070289	22071797	22103377	22103585
2814	"ENSDARG00000096457"	"si:dkey-118j18.2"	chr24	+	16150185	16150255	16152167	16152327	16149513	16149796	16156461	16156591
2815	"ENSDARG00000071596"	"neto1l"	chr24	+	16128289	16128364	16132191	16132413	16120970	16121550	16135841	16136685
2816	"ENSDARG00000101368"	"cngb3.2"	chr24	-	31437368	31437510	31438948	31439090	31436631	31436791	31439718	31439841
2817	"ENSDARG00000059097"	"nktr"	chr24	-	20650434	20650460	20651003	20651091	20649932	20649962	20652194	20652239
2818	"ENSDARG00000012625"	"prkag2a"	chr24	-	28256281	28256315	28258816	28258857	28253244	28253872	28259060	28259154
2819	"ENSDARG00000045316"	"map7d2b"	chr24	-	24138613	24138768	24138867	24138930	24136224	24136349	24145564	24145657
2820	"ENSDARG00000045316"	"map7d2b"	chr24	-	24138613	24138768	24138867	24138963	24136224	24136349	24145564	24145657
2821	"ENSDARG00000045316"	"map7d2b"	chr24	-	24138613	24138768	24138867	24138963	24136224	24136349	24146598	24146875
2822	"ENSDARG00000045316"	"map7d2b"	chr24	-	24138682	24138768	24138867	24138930	24136224	24136349	24145564	24145657
2823	"ENSDARG00000045316"	"map7d2b"	chr24	-	24138682	24138768	24138867	24138963	24136224	24136349	24145564	24145657
2824	"ENSDARG00000045316"	"map7d2b"	chr24	-	24138682	24138768	24138867	24138963	24136224	24136349	24146598	24146875
2825	"ENSDARG00000045316"	"map7d2b"	chr24	-	24145564	24145657	24146598	24146947	24138867	24138963	24155567	24155731
2826	"ENSDARG00000001829"	"zgc:112982"	chr24	-	24114174	24114861	24115868	24115909	24111116	24111286	24118192	24118451
2827	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116747	31116846	31120426	31120690	31100654	31100728	31123210	31123365
2828	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116747	31116846	31120426	31120717	31100654	31100728	31123210	31123380
2829	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116747	31116846	31120600	31120690	31100654	31100728	31123210	31123380
2830	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116747	31116846	31120600	31120717	31100654	31100728	31123210	31123380
2831	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116751	31116846	31120426	31120690	31100654	31100728	31123210	31123380
2832	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116751	31116846	31120426	31120717	31100654	31100728	31123210	31123380
2833	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116751	31116846	31120600	31120717	31100654	31100728	31123210	31123380
2834	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116773	31116846	31120426	31120690	31100654	31100728	31123210	31123365
2835	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116773	31116846	31120426	31120717	31100654	31100728	31123210	31123380
2836	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116773	31116846	31120600	31120690	31100654	31100728	31123210	31123380
2837	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116773	31116846	31120600	31120717	31100654	31100728	31123210	31123380
2838	"ENSDARG00000028000"	"pfkpa"	chr24	+	3991943	3992009	3997348	3997501	3990333	3990421	3999309	3999474
2839	"ENSDARG00000029177"	"lnx2a"	chr24	-	21655327	21655507	21657503	21657794	21654817	21654995	21659454	21659654
2840	"ENSDARG00000029177"	"lnx2a"	chr24	-	21662274	21662511	21671087	21671573	21659739	21659877	21674858	21674996
2841	"ENSDARG00000029177"	"lnx2a"	chr24	-	21662274	21662511	21671087	21671596	21659739	21659877	21674858	21674996
