ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30178939	30179035	30182513	30182654	30173115	30173671	30192071	30192167	29	31,30,24,33,17,51	79,58,47,88,64,75	15,44,30,45,42,37	45,66,75,55,117,80	245	290	0.624695187094	1.0	0.317,0.38,0.377,0.307,0.239,0.446	0.283,0.441,0.321,0.492,0.298,0.354	-0.02
30	"ENSDARG00000086450"	"tdg.2"	chr25	+	18954188	18954260	18955179	18955361	18953574	18953861	18956870	18957067	30	2,6,3,3,7,4	9,2,7,2,6,5	3,7,9,4,8,7	5,2,4,3,14,6	221	298	0.414594524647	1.0	0.231,0.802,0.366,0.669,0.611,0.519	0.447,0.825,0.752,0.643,0.435,0.611	-0.086
31	"ENSDARG00000061282"	"glg1a"	chr25	-	37221383	37221547	37222025	37222132	37219995	37220058	37223286	37223407	31	142,139,102,196,120,196	56,33,34,90,66,61	108,135,175,170,201,160	41,55,60,45,68,68	256	298	0.651453038186	1.0	0.747,0.831,0.777,0.717,0.679,0.789	0.754,0.741,0.772,0.815,0.775,0.733	-0.008
32	"ENSDARG00000061282"	"glg1a"	chr25	-	37223740	37223842	37224164	37224307	37223493	37223601	37224436	37224560	32	136,140,132,171,163,210	80,77,59,112,88,123	109,198,217,160,198,194	44,79,129,94,136,125	292	251	0.853152996202	1.0	0.594,0.61,0.658,0.568,0.614,0.595	0.68,0.683,0.591,0.594,0.556,0.572	-0.006
33	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3007561	3007708	3001179	3001388	3008045	3008297	33	17,16,12,12,16,29	13,8,7,11,19,22	10,12,28,19,24,21	9,12,33,9,21,12	242	296	0.805286440354	1.0	0.615,0.71,0.677,0.572,0.507,0.617	0.576,0.55,0.509,0.721,0.583,0.682	0.013
34	"ENSDARG00000021339"	"cpa5"	chr25	-	18466159	18466294	18467767	18467852	18465312	18465411	18470607	18470695	34	871,335,1310,856,563,816	1959,898,2594,2064,1405,1850	306,228,590,1396,97,90	886,664,1452,3023,296,329	234	284	0.0254438602356	0.601596356418	0.35,0.312,0.38,0.335,0.327,0.349	0.295,0.294,0.33,0.359,0.285,0.249	0.04
35	"ENSDARG00000103878"	"anpepb"	chr25	+	10825827	10825968	10826834	10826916	10825573	10825741	10827258	10827771	35	531,197,166,274,322,493	257,148,81,166,168,287	295,221,383,309,332,416	171,131,197,189,192,254	290	231	0.740340822491	1.0	0.622,0.515,0.62,0.568,0.604,0.578	0.579,0.573,0.608,0.566,0.579,0.566	0.006
36	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26831697	26832174	26830063	26830166	26833053	26833100	36	13,8,8,11,15,14	35,30,29,62,38,41	11,11,19,7,8,18	37,17,53,34,87,54	298	269	0.775241433286	1.0	0.251,0.194,0.199,0.138,0.263,0.236	0.212,0.369,0.244,0.157,0.077,0.231	-0.002
37	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417721	36417775	36418040	36418157	36417585	36417645	36418739	36418816	37	1,3,6,0,1,4	5,7,2,0,2,1	2,0,5,6,4,6	3,2,10,4,5,10	203	266	1	1.0	0.208,0.36,0.797,NA,0.396,0.84	0.466,0.0,0.396,0.663,0.512,0.44	0.107
38	"ENSDARG00000045641"	"usp3"	chr25	-	26744941	26745055	26745359	26745473	26743329	26743476	26747958	26748041	38	13,18,9,36,11,29	18,17,16,20,18,33	28,13,25,16,21,25	18,23,17,27,28,18	263	263	0.79551261202	1.0	0.419,0.514,0.36,0.643,0.379,0.468	0.609,0.361,0.595,0.372,0.429,0.581	-0.027
39	"ENSDARG00000054323"	"pparab"	chr25	+	2237641	2237780	2243736	2243924	2232786	2232944	2249682	2249892	39	4,2,7,1,6,6	10,13,3,4,11,20	3,5,11,14,9,14	5,16,7,9,27,7	288	298	0.103367316422	1.0	0.293,0.137,0.707,0.206,0.361,0.237	0.383,0.244,0.619,0.617,0.256,0.674	-0.142
40	"ENSDARG00000020395"	"mical2b"	chr25	+	16251462	16251591	16253983	16254076	16248923	16249055	16255620	16255731	40	10,4,8,5,7,7	11,12,3,1,10,7	7,9,10,1,14,25	5,5,14,6,6,4	278	242	0.448943433031	1.0	0.442,0.225,0.699,0.813,0.379,0.465	0.549,0.61,0.383,0.127,0.67,0.845	-0.027
42	"ENSDARG00000028539"	"morc2"	chr25	-	3717086	3717225	3717302	3717363	3713559	3713736	3717431	3717707	42	22,25,39,51,42,61	95,65,76,195,120,150	38,51,45,59,36,48	87,153,156,117,101,162	210	288	0.772771650672	1.0	0.241,0.345,0.413,0.264,0.324,0.358	0.375,0.314,0.283,0.409,0.328,0.289	-0.009
43	"ENSDARG00000102820"	"cib2"	chr25	-	25692554	25692666	25711311	25711346	25670190	25670338	25736690	25736958	43	10,7,4,14,13,12	30,28,24,50,38,47	7,12,11,9,10,15	16,26,30,12,34,46	184	261	0.11132741334	1.0	0.321,0.262,0.191,0.284,0.327,0.266	0.383,0.396,0.342,0.515,0.294,0.316	-0.099
44	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7857438	7857543	7850434	7850634	7857928	7857997	44	12,8,4,20,4,11	9,14,5,6,13,12	6,7,16,2,12,8	13,12,20,14,12,12	254	254	0.171621930297	1.0	0.571,0.364,0.444,0.769,0.235,0.478	0.316,0.368,0.444,0.125,0.5,0.4	0.118
45	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7858077	7858109	7850434	7850634	7860976	7861026	45	12,8,4,20,4,11	7,1,6,7,1,16	5,6,16,3,12,8	4,5,7,2,12,4	254	181	0.67672437505	1.0	0.55,0.851,0.322,0.671,0.74,0.329	0.471,0.461,0.62,0.517,0.416,0.588	0.065
46	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904755	31905055	31907328	31907603	46	44,52,44,73,99,92	104,97,67,163,134,140	51,43,61,49,80,78	118,101,114,99,162,127	207	241	0.274507214805	1.0	0.33,0.384,0.433,0.343,0.462,0.433	0.335,0.331,0.384,0.366,0.365,0.417	0.031
47	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904937	31905052	31907328	31907417	47	44,49,40,69,98,92	1,1,3,5,6,2	48,39,56,46,80,66	3,4,0,2,5,1	207	241	0.806647002626	1.0	0.981,0.983,0.939,0.941,0.95,0.982	0.949,0.919,1.0,0.964,0.949,0.987	0.001
48	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906800	31906858	31907328	31907417	31905464	31905556	31907554	31907590	48	2,0,2,2,6,3	98,64,60,157,112,107	0,1,0,0,11,3	94,125,123,99,108,137	238	207	0.785586602703	1.0	0.017,0.0,0.028,0.011,0.045,0.024	0.0,0.007,0.0,0.0,0.081,0.019	0.003
49	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022548	16016611	16016679	16027781	16027917	49	10,12,7,13,7,15	20,28,17,44,31,52	2,7,13,2,21,13	22,35,51,26,46,35	210	288	0.223708427658	1.0	0.407,0.37,0.361,0.288,0.236,0.283	0.111,0.215,0.259,0.095,0.385,0.337	0.09
50	"ENSDARG00000023694"	"spon1b"	chr25	+	15770994	15771135	15774997	15775073	15769157	15769359	15779123	15779309	50	34,39,41,50,37,76	29,41,22,46,36,43	40,52,90,49,87,53	14,44,48,43,51,40	290	225	0.251050491019	1.0	0.476,0.425,0.591,0.458,0.444,0.578	0.689,0.478,0.593,0.469,0.57,0.507	-0.056
51	"ENSDARG00000023694"	"spon1b"	chr25	+	15774997	15775073	15779123	15779309	15770994	15771135	15787356	15787527	51	29,40,25,39,41,45	77,62,66,112,63,84	32,37,65,27,53,49	50,59,115,65,109,97	225	298	0.42368619558	1.0	0.333,0.461,0.334,0.316,0.463,0.415	0.459,0.454,0.428,0.355,0.392,0.401	-0.028
52	"ENSDARG00000040427"	"acot19"	chr25	-	31719177	31719258	31727717	31727837	31718910	31719052	31731524	31731694	52	9,4,14,8,2,6	7,4,6,14,1,2	4,2,13,11,3,5	1,1,17,13,8,8	269	230	0.258561590968	1.0	0.524,0.461,0.666,0.328,0.631,0.719	0.774,0.631,0.395,0.42,0.243,0.348	0.086
53	"ENSDARG00000040427"	"acot19"	chr25	-	31727717	31727837	31731524	31731694	31722706	31722789	31734072	31734263	53	4,8,2,4,2,1	12,10,2,8,1,9	4,2,1,5,9,0	1,3,12,10,4,5	298	269	0.91266420982	1.0	0.231,0.419,0.474,0.311,0.644,0.091	0.783,0.376,0.07,0.311,0.67,0.0	-0.007
54	"ENSDARG00000073905"	"vwa5a"	chr25	+	259073	259106	259249	259291	258882	258912	259432	259519	54	0,0,1,0,0,1	21,13,10,18,16,33	0,0,3,0,0,0	14,10,18,20,25,11	182	191	1	1.0	0.0,0.0,0.095,0.0,0.0,0.031	0.0,0.0,0.149,0.0,0.0,0.0	-0.004
55	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310340	3310465	3312202	3312330	3307053	3307203	3314065	3314245	55	1803,1799,1546,3205,2170,2659	2395,1890,1973,3647,2400,3690	1747,2016,3197,1990,3238,2922	2136,2590,3479,2637,3448,3377	274	277	0.749281461381	1.0	0.432,0.49,0.442,0.47,0.478,0.421	0.453,0.44,0.482,0.433,0.487,0.467	-0.005
56	"ENSDARG00000070971"	"furinb"	chr25	-	8805620	8805709	8832728	8832805	8803225	8803398	8834958	8835087	56	18,26,19,42,14,31	28,27,12,67,33,38	23,26,29,15,28,53	27,45,57,23,46,70	226	238	0.454702240555	1.0	0.404,0.503,0.625,0.398,0.309,0.462	0.473,0.378,0.349,0.407,0.391,0.444	0.043
57	"ENSDARG00000031198"	"hmg20a"	chr25	+	7327577	7327787	7330314	7330447	7324513	7324589	7330889	7330927	57	41,59,29,68,63,74	44,38,21,77,43,51	43,48,86,43,86,72	28,48,67,37,70,57	298	282	0.996466191968	1.0	0.469,0.595,0.567,0.455,0.581,0.579	0.592,0.486,0.548,0.524,0.538,0.544	0.002
58	"ENSDARG00000012987"	"gpia"	chr25	+	35916927	35917018	35919403	35919472	35913613	35913873	35921314	35921434	58	206,186,172,287,246,279	190,190,156,307,240,331	161,211,325,288,349,315	188,227,339,239,309,309	240	218	0.664040349042	1.0	0.496,0.471,0.5,0.459,0.482,0.434	0.438,0.458,0.465,0.523,0.506,0.481	-0.005
59	"ENSDARG00000089663"	"lsm3"	chr22	-	31668030	31668126	31671866	31671977	31660963	31662010	31672170	31672566	59	7,5,1,21,7,16	92,107,62,186,120,157	7,8,9,6,5,6	78,112,171,116,146,162	260	245	0.05840110395	0.893595282569	0.067,0.042,0.015,0.096,0.052,0.088	0.078,0.063,0.047,0.046,0.031,0.034	0.01
60	"ENSDARG00000099999"	"tcf3b"	chr22	-	20337050	20337123	20338210	20338307	20331566	20331628	20341667	20342260	60	42,48,17,31,47,41	18,15,21,13,40,31	24,29,63,28,64,63	29,29,39,28,46,21	246	222	0.385865870504	1.0	0.678,0.743,0.422,0.683,0.515,0.544	0.428,0.474,0.593,0.474,0.557,0.73	0.055
62	"ENSDARG00000053973"	"fetub"	chr22	+	37891973	37892140	37894950	37895037	37891398	37891486	37897709	37900135	62	3938,4280,2758,2615,3911,6102	1677,2002,1147,1265,1617,2605	3657,4910,4287,5271,6686,5853	1537,2276,1864,2114,2843,2608	298	236	0.803542201543	1.0	0.65,0.629,0.656,0.621,0.657,0.65	0.653,0.631,0.646,0.664,0.651,0.64	-0.004
64	"ENSDARG00000019998"	"slc30a7"	chr22	-	16150431	16150519	16151119	16151233	16150212	16150342	16153963	16154065	64	35,34,41,49,43,82	28,21,25,54,24,43	44,51,83,50,55,59	17,27,29,27,27,32	263	237	0.0178400223391	0.509976048423	0.53,0.593,0.596,0.45,0.618,0.632	0.7,0.63,0.721,0.625,0.647,0.624	-0.088
65	"ENSDARG00000042484"	"tle2a"	chr22	+	21624674	21624835	21641194	21641258	21618120	21618744	21644598	21644643	65	67,44,53,55,57,89	26,33,24,40,32,43	46,84,86,53,94,67	25,45,62,28,29,35	298	213	0.748946366416	1.0	0.648,0.488,0.612,0.496,0.56,0.597	0.568,0.572,0.498,0.575,0.699,0.578	-0.015
66	"ENSDARG00000068478"	"gpx4a"	chr22	-	17590189	17590214	17591595	17591747	17590004	17590064	17594404	17594499	66	0,5,0,0,0,0	146,102,55,201,120,98	0,0,0,0,0,1	109,113,175,104,207,162	298	174	1	1.0	0.0,0.028,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.004	0.004
67	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771305	26771554	26774049	26774196	26771028	26771208	26774630	26774811	67	3,2,1,0,2,6	20,26,21,12,38,39	1,0,1,1,5,2	25,49,56,20,59,43	298	296	0.0728126370892	0.94611387046	0.13,0.071,0.045,0.0,0.05,0.133	0.038,0.0,0.017,0.047,0.078,0.044	0.034
68	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771308	26771554	26774049	26774196	26771028	26771208	26774630	26774811	68	45,39,37,24,40,49	20,26,21,12,38,39	33,49,51,28,81,54	25,49,56,20,59,43	298	296	0.108095476485	1.0	0.691,0.598,0.636,0.665,0.511,0.555	0.567,0.498,0.475,0.582,0.577,0.555	0.067
69	"ENSDARG00000103760"	"cfhl2"	chr22	-	23737927	23738095	23745056	23745236	23734803	23734980	23745586	23745742	69	34,53,21,39,32,44	51,57,28,65,58,65	27,36,41,31,43,48	33,76,50,38,89,46	298	298	0.9145004931	1.0	0.4,0.482,0.429,0.375,0.356,0.404	0.45,0.321,0.451,0.449,0.326,0.511	-0.01
70	"ENSDARG00000002365"	"cers5"	chr22	-	5765427	5765556	5770558	5770651	5763783	5763890	5771110	5771161	70	31,13,11,20,23,25	30,16,21,46,36,26	5,22,43,13,15,38	31,31,49,17,51,49	242	278	0.31554921588	1.0	0.543,0.483,0.376,0.333,0.423,0.525	0.156,0.449,0.502,0.468,0.253,0.471	0.064
71	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022677	21022739	21032123	21032196	21010609	21010694	21046598	21046654	71	48,30,41,50,73,90	45,29,25,60,52,48	69,75,87,70,45,57	68,47,58,44,45,68	222	211	0.813648447845	1.0	0.503,0.496,0.609,0.442,0.572,0.641	0.491,0.603,0.588,0.602,0.487,0.443	0.008
73	"ENSDARG00000079420"	"dpp4"	chr22	-	11633512	11633567	11635453	11635648	11632643	11632743	11635735	11635805	73	67,41,24,55,45,81	17,9,14,26,14,24	63,51,73,50,74,87	10,8,15,13,16,31	298	204	0.0591886767809	0.893595282569	0.73,0.757,0.54,0.592,0.688,0.698	0.812,0.814,0.769,0.725,0.76,0.658	-0.089
74	"ENSDARG00000061692"	"yjefn3"	chr22	+	18459104	18459215	18461943	18462057	18446672	18446781	18462175	18462326	74	33,37,25,59,29,47	31,31,28,56,55,44	36,33,68,42,58,51	16,35,65,46,68,56	260	263	0.573122691043	1.0	0.518,0.547,0.475,0.516,0.348,0.519	0.695,0.488,0.514,0.48,0.463,0.479	-0.033
75	"ENSDARG00000011890"	"cry4"	chr22	-	828487	828604	831156	831609	828145	828290	833918	834106	75	45,34,27,52,50,64	25,24,19,32,26,31	44,48,97,57,81,64	15,25,53,30,22,31	298	266	0.10009206511	1.0	0.616,0.558,0.559,0.592,0.632,0.648	0.724,0.632,0.62,0.629,0.767,0.648	-0.069
76	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28466673	28466874	28463465	28463499	28468729	28468897	76	72,57,50,40,66,86	20,4,10,11,17,41	57,52,154,60,116,121	14,4,34,14,20,23	221	298	0.0999607708957	1.0	0.829,0.951,0.871,0.831,0.84,0.739	0.846,0.946,0.859,0.852,0.887,0.876	-0.034
77	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28469408	28469474	77	32,29,27,20,51,33	29,24,17,28,13,63	26,23,70,30,55,55	19,16,39,29,44,44	221	298	0.565989145689	1.0	0.598,0.62,0.682,0.491,0.841,0.414	0.649,0.66,0.708,0.582,0.628,0.628	-0.035
78	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28474165	28474234	78	42,41,34,25,69,60	34,43,20,26,27,48	31,37,110,42,82,69	32,14,45,38,46,45	221	298	0.331144488405	1.0	0.625,0.562,0.696,0.565,0.775,0.628	0.566,0.781,0.767,0.598,0.706,0.674	-0.04
79	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28469408	28469474	28463465	28463499	28474165	28474234	79	42,41,34,25,69,60	13,14,7,11,19,31	31,37,110,42,82,69	13,7,49,12,28,30	221	215	0.727990169951	1.0	0.759,0.74,0.825,0.689,0.779,0.653	0.699,0.837,0.686,0.773,0.74,0.691	0.003
80	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28466673	28466874	28463997	28464069	28468729	28468897	80	10,12,8,6,10,17	22,12,12,13,16,49	10,5,29,3,26,14	22,4,46,16,20,28	224	298	0.644668659152	1.0	0.377,0.571,0.47,0.38,0.454,0.316	0.377,0.624,0.456,0.2,0.634,0.399	-0.02
81	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28468729	28468897	28463997	28464069	28469408	28469474	81	8,6,8,6,9,10	63,46,38,42,33,112	8,4,24,1,19,13	52,49,121,56,105,109	224	298	0.931966057612	1.0	0.145,0.148,0.219,0.16,0.266,0.106	0.17,0.098,0.209,0.023,0.194,0.137	0.036
82	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28469408	28469474	82	14,7,4,9,7,15	23,24,12,22,10,65	3,4,22,7,23,12	21,17,45,26,49,42	298	298	0.733560364401	1.0	0.378,0.226,0.25,0.29,0.412,0.188	0.125,0.19,0.328,0.212,0.319,0.222	0.058
83	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28474165	28474234	83	14,7,4,10,6,19	28,43,15,20,24,50	7,5,23,5,28,15	34,15,51,35,51,43	298	298	0.811278733202	1.0	0.333,0.14,0.211,0.333,0.2,0.275	0.171,0.25,0.311,0.125,0.354,0.259	0.004
84	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28469408	28469474	28464283	28464358	28474165	28474234	84	14,7,4,10,6,19	11,7,6,8,13,29	7,5,23,5,28,15	11,5,35,10,19,18	298	215	0.951085325315	1.0	0.479,0.419,0.325,0.474,0.25,0.321	0.315,0.419,0.322,0.265,0.515,0.375	0.009
