ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1199	"ENSDARG00000111812"	"CABZ01073083.1"	chrKN150306.1	-	26839	27280	27115	27280	23674	23885
1200	"ENSDARG00000098538"	"CABZ01112049.1"	chrKN150189.1	+	2808	3199	2808	2878	4349	4450
1201	"ENSDARG00000102165"	"sema6a"	chrKN150518.1	-	31484	31641	31620	31641	17590	18648
1202	"ENSDARG00000102165"	"sema6a"	chrKN150518.1	-	31484	31641	31620	31641	28932	29058
1203	"ENSDARG00000102165"	"sema6a"	chrKN150518.1	-	39332	39532	39358	39532	36651	36792
1204	"ENSDARG00000102165"	"sema6a"	chrKN150518.1	-	40197	40355	40202	40355	39358	39532
1205	"ENSDARG00000110192"	"CABZ01081535.1"	chrKN149800.1	-	16406	16563	16411	16563	2018	2981
1206	"ENSDARG00000102793"	"slc16a6a"	chrKN150708.1	-	28820	29071	28947	29071	28357	28501
1207	"ENSDARG00000099568"	"CABZ01071056.1"	chrKN150361.1	-	11615	11767	11619	11767	9069	9225
1208	"ENSDARG00000099568"	"CABZ01071056.1"	chrKN150361.1	-	11615	11767	11623	11767	9069	9225
1209	"ENSDARG00000099568"	"CABZ01071056.1"	chrKN150361.1	-	11619	11767	11623	11767	9069	9225
1210	"ENSDARG00000101611"	NA	chrKN150170.1	+	12321	12411	12321	12396	12499	12599
1211	"ENSDARG00000101611"	NA	chrKN150170.1	+	12837	12969	12837	12968	13303	13386
1212	"ENSDARG00000106760"	"golim4a"	chrKN150030.1	-	4742	5091	5041	5091	3050	3245
1213	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	34418	34655	34418	34476	38371	38545
1214	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40405	40222	40396	49028	49075
1215	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40690	40222	40396	49028	49075
1216	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40690	40222	40405	49028	49075
1217	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40744	40641	40690	49028	49075
1218	"ENSDARG00000101026"	"CABZ01038709.1"	chrKN150709.1	-	30076	30209	30101	30209	28311	28527
1219	"ENSDARG00000101026"	"CABZ01038709.1"	chrKN150709.1	-	30285	30914	30839	30914	30076	30209
1220	"ENSDARG00000098599"	NA	chrKN150041.2	+	38667	38765	38667	38759	38858	39024
1221	"ENSDARG00000105225"	NA	chrKN150196.1	+	54330	54642	54330	54640	63003	63490
1222	"ENSDARG00000104276"	NA	chrKN150326.1	-	28429	28564	28430	28564	26196	26520
1223	"ENSDARG00000104276"	NA	chrKN150326.1	-	56155	56260	56158	56260	54796	54860
1224	"ENSDARG00000104276"	NA	chrKN150326.1	-	96088	96203	96102	96203	91206	91364
1225	"ENSDARG00000117363"	"CABZ01071845.2"	chrKN149790.1	-	2863	3047	3008	3047	2114	2166
1226	"ENSDARG00000099322"	"CABZ01071848.1"	chrKN149790.1	-	59827	60313	60220	60313	58292	58376
1227	"ENSDARG00000099322"	"CABZ01071848.1"	chrKN149790.1	-	60505	60974	60853	60974	60220	60313
1228	"ENSDARG00000099322"	"CABZ01071848.1"	chrKN149790.1	-	67449	67604	67588	67604	60853	60974
1229	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	23437	23604	23437	23599	25096	25203
1230	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	23437	23613	23437	23599	25096	25203
1231	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	23437	23613	23437	23604	25096	25203
1232	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	25096	25259	25096	25203	25574	25811
1233	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	25096	25263	25096	25203	25574	25811
1234	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	25096	25263	25096	25259	25574	25811
1235	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	26469	26618	26469	26602	26717	26821
1236	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	26469	26619	26469	26602	26717	26821
1237	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	26469	26619	26469	26618	26717	26821
1238	"ENSDARG00000104550"	"clcn2b"	chrKN150171.1	-	52713	52904	52725	52904	51683	51795
1239	"ENSDARG00000101592"	"col22a1"	chrKN150214.1	-	34296	34350	34322	34350	34094	34166
1240	"ENSDARG00000101592"	"col22a1"	chrKN150214.1	-	63483	63546	63492	63546	61823	61868
1241	"ENSDARG00000101592"	"col22a1"	chrKN150214.1	-	63629	63761	63707	63761	63492	63546
1242	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	277541	277798	277541	277745	282820	282915
1243	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	282820	283211	282820	282915	284063	285995
1244	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	287490	287940	287490	287664	288572	288746
1245	"ENSDARG00000100702"	"zgc:174680"	chrKN149696.2	+	162460	162850	162460	162506	163623	163715
1246	"ENSDARG00000117369"	"FO834799.2"	chr25	+	37471427	37471911	37471427	37471496	37473277	37473474
1247	"ENSDARG00000110991"	NA	chr25	-	37462778	37462874	37462787	37462874	37462533	37462609
1248	"ENSDARG00000110991"	NA	chr25	-	37463375	37463761	37463449	37463761	37463096	37463175
1249	"ENSDARG00000110991"	NA	chr25	-	37463944	37464404	37464134	37464404	37463449	37463761
1250	"ENSDARG00000062632"	"duox"	chr25	+	31999118	31999228	31999118	31999216	32002519	32002698
1251	"ENSDARG00000103476"	"trpm1b"	chr25	+	34576066	34576166	34576066	34576117	34580951	34581028
1252	"ENSDARG00000103476"	"trpm1b"	chr25	+	34605637	34605772	34605637	34605718	34605999	34606050
1253	"ENSDARG00000103476"	"trpm1b"	chr25	+	34612301	34612476	34612301	34612454	34613068	34613089
1254	"ENSDARG00000103476"	"trpm1b"	chr25	+	34612301	34612494	34612301	34612454	34613068	34613089
1255	"ENSDARG00000103476"	"trpm1b"	chr25	+	34612301	34612494	34612301	34612476	34613068	34613089
1256	"ENSDARG00000032650"	"fuk"	chr25	+	7574971	7575069	7574971	7575019	7575140	7575221
1257	"ENSDARG00000032650"	"fuk"	chr25	+	7585416	7585644	7585416	7585547	7586064	7586208
1258	"ENSDARG00000032650"	"fuk"	chr25	+	7589778	7590028	7589778	7590002	7590676	7591229
1259	"ENSDARG00000101578"	"e2f4"	chr25	+	17413580	17413902	17413580	17413649	17416406	17416556
1260	"ENSDARG00000015502"	"adam10b"	chr25	+	159900	160084	159900	160069	160439	160547
1261	"ENSDARG00000100621"	"CABZ01080550.1"	chr25	+	8277013	8277152	8277013	8277150	8278785	8278899
1262	"ENSDARG00000100621"	"CABZ01080550.1"	chr25	+	8290332	8290626	8290332	8290479	8290710	8291250
1263	"ENSDARG00000078139"	"appl2"	chr25	-	5811492	5811564	5811534	5811564	5810322	5810410
1264	"ENSDARG00000087843"	"cntn1a"	chr25	+	128674	128716	128674	128710	128857	128980
1265	"ENSDARG00000087843"	"cntn1a"	chr25	+	146867	147021	146867	147008	147592	147663
1266	"ENSDARG00000103691"	"rfx7b"	chr25	+	388257	388405	388257	388358	392631	392665
1267	"ENSDARG00000103691"	"rfx7b"	chr25	+	388257	388676	388257	388358	392631	392665
1268	"ENSDARG00000103691"	"rfx7b"	chr25	+	388257	388676	388257	388405	392631	392665
1269	"ENSDARG00000103691"	"rfx7b"	chr25	+	398175	398528	398175	398527	398631	398716
1270	"ENSDARG00000100151"	"appl2"	chr25	+	5758292	5758356	5758292	5758353	5758443	5758553
1271	"ENSDARG00000100151"	"appl2"	chr25	+	5770752	5770868	5770752	5770863	5771857	5771996
1272	"ENSDARG00000100151"	"appl2"	chr25	+	5771857	5772281	5771857	5771996	5774918	5774999
1273	"ENSDARG00000100151"	"appl2"	chr25	+	5778762	5778931	5778762	5778870	5779454	5779596
1274	"ENSDARG00000103002"	"nptna"	chr25	-	29322682	29322903	29322856	29322903	29315923	29319882
1275	"ENSDARG00000103002"	"nptna"	chr25	-	29322682	29323117	29323107	29323117	29315923	29319882
1276	"ENSDARG00000103002"	"nptna"	chr25	-	29322856	29323117	29323107	29323117	29315923	29319882
1277	"ENSDARG00000103002"	"nptna"	chr25	-	29324400	29324470	29324422	29324470	29323107	29323129
1278	"ENSDARG00000103002"	"nptna"	chr25	-	29329900	29330191	29329914	29330191	29323107	29323129
1279	"ENSDARG00000103002"	"nptna"	chr25	-	29332862	29333000	29332866	29333000	29329914	29330191
1280	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202937	203036	202943	203036	202322	202507
1281	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202937	203036	202964	203036	202322	202507
1282	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202937	203430	203346	203430	202322	202507
1283	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203036	202964	203036	202322	202507
1284	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203430	203346	203430	202322	202507
1285	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202964	203430	203346	203430	202322	202507
1286	"ENSDARG00000114874"	"FP236318.4"	chr25	-	203570	204019	203904	204019	202943	203036
1287	"ENSDARG00000114874"	"FP236318.4"	chr25	-	203570	204019	203904	204019	203346	203439
1288	"ENSDARG00000110361"	"FQ976913.1"	chr25	-	31169611	31169766	31169703	31169766	31165877	31166150
1289	"ENSDARG00000110361"	"FQ976913.1"	chr25	-	31171695	31171806	31171718	31171806	31171482	31171615
1290	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37456031	37456341	37456031	37456233	37456879	37456979
1291	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37456915	37457348	37456915	37457347	37457464	37457569
1292	"ENSDARG00000001259"	"gas2a"	chr25	+	35331549	35331594	35331549	35331574	35331678	35331786
1293	"ENSDARG00000030114"	"vps4a"	chr25	+	34943413	34943618	34943413	34943562	34945456	34945538
1294	"ENSDARG00000105296"	NA	chr25	-	5713687	5713802	5713690	5713802	5711186	5711385
1295	"ENSDARG00000105296"	NA	chr25	-	5733641	5733830	5733647	5733830	5730803	5730980
1296	"ENSDARG00000076111"	"CABZ01072254.1"	chr25	-	269033	269284	269086	269284	268533	268665
1297	"ENSDARG00000089331"	"urahb"	chr25	-	37190157	37190293	37190186	37190293	37187951	37188605
1298	"ENSDARG00000070775"	"cyp2x9"	chr25	-	17402735	17402888	17402772	17402888	17402492	17402653
1299	"ENSDARG00000045592"	"tnni2a.1"	chr25	+	31222068	31222119	31222068	31222118	31227746	31227778
1300	"ENSDARG00000045592"	"tnni2a.1"	chr25	+	31232851	31233172	31232851	31232980	31234416	31234506
1301	"ENSDARG00000061345"	"wwp2"	chr25	+	34752297	34752419	34752297	34752413	34755712	34755850
1302	"ENSDARG00000061345"	"wwp2"	chr25	+	34755712	34756182	34755712	34755850	34760607	34760683
1303	"ENSDARG00000061345"	"wwp2"	chr25	+	34796926	34797059	34796926	34797051	34797260	34797401
1304	"ENSDARG00000061345"	"wwp2"	chr25	+	34796926	34797060	34796926	34797051	34797260	34797401
1305	"ENSDARG00000061345"	"wwp2"	chr25	+	34796926	34797060	34796926	34797059	34797260	34797401
1306	"ENSDARG00000017562"	"banp"	chr25	+	30502134	30502185	30502134	30502179	30528401	30528542
1307	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19256307	19256500	19256307	19256392	19259021	19259112
1308	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19260077	19260239	19260077	19260221	19260952	19261074
1309	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19262895	19262982	19262895	19262968	19266442	19266518
1310	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19270249	19270305	19270249	19270273	19272703	19272789
1311	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19340138	19340276	19340138	19340275	19341375	19341486
1312	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19341375	19341486	19341375	19341484	19346207	19347077
1313	"ENSDARG00000009266"	"uevld"	chr25	-	24189212	24189383	24189357	24189383	24188410	24188584
1314	"ENSDARG00000089892"	"cd44b"	chr25	-	37412928	37413162	37412955	37413162	37412562	37412622
1315	"ENSDARG00000045638"	"slc13a1"	chr25	+	27925306	27925519	27925306	27925399	27925603	27925661
1316	"ENSDARG00000078992"	"wnk1a"	chr25	-	21124774	21125487	21125293	21125487	21122450	21122543
1317	"ENSDARG00000078992"	"wnk1a"	chr25	-	21129348	21129677	21129611	21129677	21127156	21127236
1318	"ENSDARG00000078992"	"wnk1a"	chr25	-	21133053	21133318	21133216	21133318	21132410	21132541
1319	"ENSDARG00000078992"	"wnk1a"	chr25	-	21155902	21156678	21156568	21156678	21153356	21154510
1320	"ENSDARG00000037353"	"frs2b"	chr25	-	34733568	34733953	34733766	34733953	34730776	34730935
1321	"ENSDARG00000018559"	"kdm7ab"	chr25	+	17244572	17245070	17244572	17244679	17270522	17270608
1322	"ENSDARG00000030621"	"th"	chr25	-	24072955	24073159	24073001	24073159	24069830	24070005
1323	"ENSDARG00000102889"	"sept15"	chr25	-	12856531	12856677	12856532	12856677	12853112	12854442
1324	"ENSDARG00000102889"	"sept15"	chr25	-	12864618	12865082	12864991	12865082	12859440	12859492
1325	"ENSDARG00000101332"	"uba2"	chr25	-	12814478	12814588	12814482	12814588	12814262	12814402
1326	"ENSDARG00000101332"	"uba2"	chr25	-	12818896	12819045	12819031	12819045	12818657	12818736
1327	"ENSDARG00000101332"	"uba2"	chr25	-	12824431	12824656	12824434	12824656	12823124	12823208
1328	"ENSDARG00000009351"	"fgf6a"	chr25	+	16946629	16946737	16946629	16946733	16951131	16951890
1329	"ENSDARG00000045808"	"rlbp1b"	chr25	+	19105803	19106126	19105803	19105972	19107277	19107314
1330	"ENSDARG00000045808"	"rlbp1b"	chr25	+	19107277	19107561	19107277	19107314	19107670	19107799
1331	"ENSDARG00000045808"	"rlbp1b"	chr25	+	19112788	19113236	19112788	19112899	19117596	19118127
1332	"ENSDARG00000101778"	"ca5a"	chr25	-	12803406	12803723	12803516	12803723	12803227	12803323
1333	"ENSDARG00000101778"	"ca5a"	chr25	-	12803406	12803723	12803689	12803723	12803227	12803323
1334	"ENSDARG00000101778"	"ca5a"	chr25	-	12803516	12803723	12803689	12803723	12803227	12803323
1335	"ENSDARG00000101778"	"ca5a"	chr25	-	12805171	12805295	12805180	12805295	12804372	12804570
1336	"ENSDARG00000014113"	"wasla"	chr25	+	27769580	27769616	27769580	27769604	27788062	27788243
1337	"ENSDARG00000023927"	"dnajc24"	chr25	+	14870042	14870277	14870042	14870125	14870769	14870881
1338	"ENSDARG00000023927"	"dnajc24"	chr25	+	14870076	14870277	14870076	14870167	14870769	14870881
1339	"ENSDARG00000073769"	"magi2b"	chr25	-	20777442	20777558	20777466	20777558	20774872	20775068
1340	"ENSDARG00000034443"	"mpped2"	chr25	+	14697667	14698032	14697667	14697908	14700476	14700658
1341	"ENSDARG00000100206"	"klhdc4"	chr25	-	12717435	12717847	12717558	12717847	12712706	12712829
1342	"ENSDARG00000100206"	"klhdc4"	chr25	-	12729719	12729966	12729877	12729966	12728090	12728189
1343	"ENSDARG00000088079"	"tmed6"	chr25	+	37285736	37285995	37285736	37285982	37286829	37286956
1344	"ENSDARG00000051936"	"ergic2"	chr25	+	20716225	20716397	20716225	20716337	20716590	20716965
1345	"ENSDARG00000074626"	"pidd1"	chr25	-	4514317	4514701	4514594	4514701	4514143	4514251
1346	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30237950	30237874	30237903	30238020	30238113
1347	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30237954	30237874	30237903	30238020	30238113
1348	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30237954	30237874	30237950	30238020	30238113
1349	"ENSDARG00000051931"	"edc3"	chr25	-	20687122	20687427	20687182	20687427	20682334	20682679
1350	"ENSDARG00000051931"	"edc3"	chr25	-	20687122	20687427	20687188	20687427	20682334	20682679
1351	"ENSDARG00000051931"	"edc3"	chr25	-	20687182	20687427	20687188	20687427	20682334	20682679
1352	"ENSDARG00000063568"	"syt7a"	chr25	-	4310841	4310996	4310861	4310996	4300739	4300907
1353	"ENSDARG00000063568"	"syt7a"	chr25	-	4313615	4313699	4313619	4313699	4310861	4310996
1354	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14429803	14429908	14429807	14429908	14429607	14429718
1355	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14429803	14429908	14429811	14429908	14429607	14429718
1356	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14429807	14429908	14429811	14429908	14429607	14429718
1357	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14430823	14431236	14430849	14431236	14430407	14430697
1358	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14431678	14431894	14431706	14431894	14430823	14431236
1359	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14433255	14433503	14433378	14433503	14431984	14432160
1360	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220326	30220517	30220326	30220391	30220914	30220949
1361	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220473	30220518	30220473	30220517	30220914	30220949
1362	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220914	30220949	30220914	30220944	30221388	30221470
1363	"ENSDARG00000008395"	"snupn"	chr25	-	6440042	6440177	6440075	6440177	6437872	6437950
1364	"ENSDARG00000008395"	"snupn"	chr25	-	6440042	6440177	6440079	6440177	6437872	6437950
1365	"ENSDARG00000008395"	"snupn"	chr25	-	6440075	6440177	6440079	6440177	6437872	6437950
1366	"ENSDARG00000077495"	"ptpn9a"	chr25	-	6407485	6407693	6407675	6407693	6404545	6404736
1367	"ENSDARG00000045733"	"ciapin1"	chr25	+	14398649	14398771	14398649	14398751	14400697	14400860
1368	"ENSDARG00000045733"	"ciapin1"	chr25	+	14401361	14401452	14401361	14401441	14403261	14403430
1369	"ENSDARG00000045733"	"ciapin1"	chr25	+	14406212	14406298	14406212	14406294	14406375	14406731
1370	"ENSDARG00000051746"	"ada2a"	chr25	+	16692619	16692948	16692619	16692780	16694348	16694568
1371	"ENSDARG00000051746"	"ada2a"	chr25	+	16698908	16699393	16698908	16699066	16699681	16699884
1372	"ENSDARG00000071062"	"hps5"	chr25	-	3179413	3179649	3179415	3179649	3178120	3178192
1373	"ENSDARG00000067796"	"clpxb"	chr25	-	35580633	35580936	35580634	35580936	35578102	35578195
1374	"ENSDARG00000067796"	"clpxb"	chr25	-	35599457	35599887	35599506	35599887	35599247	35599315
1375	"ENSDARG00000067796"	"clpxb"	chr25	-	35599457	35599887	35599576	35599887	35599247	35599315
1376	"ENSDARG00000067796"	"clpxb"	chr25	-	35599506	35599887	35599576	35599887	35599247	35599315
1377	"ENSDARG00000023583"	"coq9"	chr25	-	14382146	14382273	14382175	14382273	14381404	14381811
1378	"ENSDARG00000023583"	"coq9"	chr25	-	14383950	14384106	14383980	14384106	14383817	14383871
1379	"ENSDARG00000023583"	"coq9"	chr25	-	14383950	14384106	14384011	14384106	14383817	14383871
1380	"ENSDARG00000023583"	"coq9"	chr25	-	14383980	14384106	14384011	14384106	14383817	14383871
1381	"ENSDARG00000023583"	"coq9"	chr25	-	14398161	14398281	14398182	14398281	14393370	14393572
1382	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173414	30173115	30173370	30173653	30173671
1383	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173414	30178939	30179035
1384	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30192071	30192171	30192071	30192167	30192387	30194067
1385	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34043063	34043120	34043063	34043117	34043215	34043293
1386	"ENSDARG00000079716"	"sin3aa"	chr25	-	6370138	6370222	6370139	6370222	6369937	6370056
1387	"ENSDARG00000060951"	"polg"	chr25	-	8492102	8492238	8492127	8492238	8490265	8490401
1388	"ENSDARG00000060951"	"polg"	chr25	-	8508960	8509156	8509005	8509156	8506882	8507050
1389	"ENSDARG00000060951"	"polg"	chr25	-	8508960	8509156	8509040	8509156	8506882	8507050
1390	"ENSDARG00000060951"	"polg"	chr25	-	8509005	8509156	8509040	8509156	8506882	8507050
1391	"ENSDARG00000019532"	"fads2"	chr25	-	4137958	4138035	4138010	4138035	4137768	4137866
1392	"ENSDARG00000012535"	"epx"	chr25	-	3139433	3139805	3139714	3139805	3138614	3138790
1393	"ENSDARG00000045797"	NA	chr25	-	18952141	18952267	18952171	18952267	18951553	18951879
1394	"ENSDARG00000045926"	"crabp1a"	chr25	+	6306884	6307083	6306884	6307050	6312911	6313090
1395	"ENSDARG00000045926"	"crabp1a"	chr25	+	6329581	6329704	6329581	6329695	6337081	6337380
1396	"ENSDARG00000003216"	"anxa2a"	chr25	+	34014522	34014643	34014522	34014606	34016467	34016558
1397	"ENSDARG00000003216"	"anxa2a"	chr25	+	34020440	34020520	34020440	34020493	34020615	34020675
1398	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025236	34025368	34025236	34025295	34025460	34025583
1399	"ENSDARG00000075805"	"si:dkey-219c3.2"	chr25	+	20305631	20305757	20305631	20305756	20310584	20310641
1400	"ENSDARG00000075805"	"si:dkey-219c3.2"	chr25	+	20323841	20323961	20323841	20323953	20355294	20355483
1401	"ENSDARG00000058108"	"eps8l2"	chr25	+	4115955	4116062	4115955	4116030	4117803	4117952
1402	"ENSDARG00000058108"	"eps8l2"	chr25	+	4124528	4124577	4124528	4124562	4124654	4124832
1403	"ENSDARG00000070717"	"slc25a18"	chr25	-	16617760	16617840	16617764	16617840	16617545	16617687
1404	"ENSDARG00000070717"	"slc25a18"	chr25	-	16625453	16625628	16625464	16625628	16617764	16617840
1405	"ENSDARG00000005004"	"slc5a12"	chr25	-	35486209	35486462	35486354	35486462	35483523	35483591
1406	"ENSDARG00000005004"	"slc5a12"	chr25	-	35489858	35490013	35489866	35490013	35489387	35489528
1407	"ENSDARG00000007975"	"fth1b"	chr25	+	3061718	3061824	3061718	3061734	3061910	3062057
1408	"ENSDARG00000086670"	"ice2"	chr25	+	33991758	33991888	33991758	33991884	34000370	34000455
1409	"ENSDARG00000086670"	"ice2"	chr25	+	34000370	34000523	34000370	34000455	34000713	34000764
1410	"ENSDARG00000009299"	"dusp8a"	chr25	-	23030301	23030546	23030310	23030546	23015607	23015746
1411	"ENSDARG00000009299"	"dusp8a"	chr25	-	23030301	23030546	23030316	23030546	23015607	23015746
1412	"ENSDARG00000009299"	"dusp8a"	chr25	-	23030310	23030546	23030316	23030546	23015607	23015746
1413	"ENSDARG00000079111"	"actc1c"	chr25	+	14118091	14118283	14118091	14118282	14123011	14123193
1414	"ENSDARG00000058015"	"ano3"	chr25	+	35375847	35376091	35375847	35376087	35402660	35402864
1415	"ENSDARG00000058015"	"ano3"	chr25	+	35434270	35434601	35434270	35434592	35441783	35441866
1416	"ENSDARG00000058015"	"ano3"	chr25	+	35441783	35442000	35441783	35441866	35448454	35448595
1417	"ENSDARG00000058015"	"ano3"	chr25	+	35452067	35452179	35452067	35452175	35454207	35454265
1418	"ENSDARG00000102403"	"cry2"	chr25	-	13848710	13848943	13848716	13848943	13846882	13847600
1419	"ENSDARG00000102403"	"cry2"	chr25	-	13851475	13851771	13851568	13851771	13850680	13850764
1420	"ENSDARG00000102403"	"cry2"	chr25	-	13854753	13855065	13854754	13855065	13854291	13854443
1421	"ENSDARG00000102403"	"cry2"	chr25	-	13862110	13862253	13862145	13862253	13855983	13856257
1422	"ENSDARG00000102060"	NA	chr25	+	13792077	13792285	13792077	13792180	13793233	13793364
1423	"ENSDARG00000045928"	"psma4"	chr25	-	6223401	6223567	6223503	6223567	6222911	6222936
1424	"ENSDARG00000055129"	"pim3"	chr25	+	29663045	29663155	29663045	29663105	29663248	29663299
1425	"ENSDARG00000036671"	"tnni4b.2"	chr25	+	20089985	20090205	20089985	20090101	20091020	20091070
1426	"ENSDARG00000036671"	"tnni4b.2"	chr25	+	20091020	20091074	20091020	20091070	20091277	20091326
1427	"ENSDARG00000036671"	"tnni4b.2"	chr25	+	20091020	20091074	20091020	20091070	20091281	20091326
1428	"ENSDARG00000110973"	"tln2b"	chr25	+	33083973	33084205	33083973	33084067	33086347	33086437
1429	"ENSDARG00000078676"	"myrf"	chr25	-	3918429	3918533	3918433	3918533	3916286	3916487
1430	"ENSDARG00000078676"	"myrf"	chr25	-	3918429	3918533	3918442	3918533	3916286	3916487
1431	"ENSDARG00000078676"	"myrf"	chr25	-	3918433	3918533	3918442	3918533	3916286	3916487
1432	"ENSDARG00000078676"	"myrf"	chr25	-	3979069	3979583	3979341	3979583	3936485	3936576
1433	"ENSDARG00000089131"	"il17rel"	chr25	+	29489238	29489417	29489238	29489384	29489688	29489754
1434	"ENSDARG00000089131"	"il17rel"	chr25	+	29489238	29489417	29489238	29489387	29489688	29489754
1435	"ENSDARG00000078785"	"tmem258"	chr25	-	3890522	3890643	3890542	3890643	3887269	3887439
1436	"ENSDARG00000078785"	"tmem258"	chr25	-	3891904	3892011	3891906	3892011	3890522	3890651
