Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000056664	0.000399399538763	0.0407198475773	10	26205779	26225678	-1	protein_coding	arfip2b	ADP-ribosylation factor interacting protein 2b [Source:ZFIN;Acc:ZDB-GENE-050417-131]
ENSDARG00000079295	0.000406891881434	0.0407198475773	21	14381227	14630840	-1	protein_coding	cacna1bb	calcium channel, voltage-dependent, N type, alpha 1B subunit, b [Source:ZFIN;Acc:ZDB-GENE-090514-4]
ENSDARG00000061603	0.000408959272641	0.0407198475773	14	29807097	29906209	-1	protein_coding	sorbs2b	sorbin and SH3 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-070308-3]
ENSDARG00000117512	0.000429963305617	0.0422247525749	1	56671781	56693370	-1	lincRNA	LO018605.3	
ENSDARG00000068457	0.000447179852109	0.0428663684569	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000011171	0.000448455521588	0.0428663684569	21	31434251	32008843	1	protein_coding	TENM2	si:ch211-12m10.1 [Source:ZFIN;Acc:ZDB-GENE-060503-100]
ENSDARG00000029168	0.000458174074681	0.0432190781762	25	15933411	16042941	1	protein_coding	ppfibp2b	PPFIA binding protein 2b [Source:ZFIN;Acc:ZDB-GENE-040718-54]
ENSDARG00000068457	0.000468687744994	0.0436366551151	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000061862	0.000492057442534	0.0452251257119	15	23947932	24120921	1	protein_coding	myo18ab	myosin XVIIIAb [Source:ZFIN;Acc:ZDB-GENE-080423-1]
ENSDARG00000068457	0.000502160349053	0.0455694625615	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000016584	0.000522932621535	0.0468612995473	17	19626479	19731406	1	protein_coding	rgs7a	regulator of G protein signaling 7a [Source:ZFIN;Acc:ZDB-GENE-040718-276]
ENSDARG00000034056	0.00053363766139	0.0472302270927	8	20495889	20559955	1	protein_coding	csnk1g2b	casein kinase 1, gamma 2b [Source:ZFIN;Acc:ZDB-GENE-060825-285]
ENSDARG00000063672	0.000550378578853	0.0481178540463	4	1469106	1497384	-1	protein_coding	zmp:0000000711	zmp:0000000711 [Source:ZFIN;Acc:ZDB-GENE-130530-714]
