Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000006899	5.65135520558e-06	0.00471342511577	25	16079913	16129678	1	protein_coding	far1	fatty acyl CoA reductase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2908]
ENSDARG00000068457	5.93439107865e-06	0.00478450390064	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000111326	6.89795766262e-06	0.00538196458019	4	19903784	19921410	-1	protein_coding	BX323820.1	cadherin-related family member 5, related sequence [Source:NCBI gene;Acc:561298]
ENSDARG00000059028	9.43001206621e-06	0.00712761568267	8	4434422	4444573	1	protein_coding	srrd	SRR1 domain containing [Source:ZFIN;Acc:ZDB-GENE-060825-269]
ENSDARG00000006899	1.36076130474e-05	0.0097824282698	25	16079913	16129678	1	protein_coding	far1	fatty acyl CoA reductase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2908]
ENSDARG00000017901	1.40289715824e-05	0.0097824282698	7	29863548	29946044	1	protein_coding	tln2a	talin 2a [Source:ZFIN;Acc:ZDB-GENE-040724-263]
ENSDARG00000099448	1.43342558312e-05	0.0097824282698	16	35905031	35938157	1	protein_coding	sh3d21	SH3 domain containing 21 [Source:ZFIN;Acc:ZDB-GENE-051120-57]
ENSDARG00000024966	1.45601942247e-05	0.0097824282698	15	23550890	23641516	1	protein_coding	MARK4	si:dkey-31m14.7 [Source:ZFIN;Acc:ZDB-GENE-121214-92]
ENSDARG00000042091	1.67519019378e-05	0.0109129777669	22	20159067	20166664	-1	protein_coding	btbd2a	BTB (POZ) domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-030829-3]
ENSDARG00000079443	1.71452910714e-05	0.0109129777669	11	43401201	43414172	1	protein_coding	vipb	vasoactive intestinal peptide b [Source:ZFIN;Acc:ZDB-GENE-080225-22]
ENSDARG00000075225	2.28623886395e-05	0.0141787844621	13	31070181	31090040	1	protein_coding	si:ch211-223a10.1	si:ch211-223a10.1 [Source:ZFIN;Acc:ZDB-GENE-090313-86]
ENSDARG00000016089	2.37002640575e-05	0.014330957169	12	34876125	34887943	-1	protein_coding	bicral	BRD4 interacting chromatin remodeling complex associated protein like [Source:ZFIN;Acc:ZDB-GENE-100716-3]
ENSDARG00000097346	2.59073617571e-05	0.0152834477761	6	23107602	23117348	-1	protein_coding	ten1	TEN1 subunit of CST complex [Source:ZFIN;Acc:ZDB-GENE-030131-8755]
ENSDARG00000086786	2.66450705636e-05	0.0153443886124	5	66220601	66236676	1	protein_coding	mfsd10	major facilitator superfamily domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-050417-154]
ENSDARG00000042670	3.14153318351e-05	0.0176707588627	22	15912253	15957079	-1	protein_coding	eps15l1a	epidermal growth factor receptor pathway substrate 15-like 1a [Source:ZFIN;Acc:ZDB-GENE-060503-274]
ENSDARG00000010407	3.25242962381e-05	0.0178787534798	20	27298783	27372450	1	protein_coding	ppp4r4	protein phosphatase 4, regulatory subunit 4 [Source:ZFIN;Acc:ZDB-GENE-041001-164]
ENSDARG00000056112	3.65551387412e-05	0.0196479809052	9	32073606	32106034	1	protein_coding	pikfyve	phosphoinositide kinase, FYVE finger containing [Source:ZFIN;Acc:ZDB-GENE-030131-9636]
ENSDARG00000045930	3.79502541982e-05	0.0199544086585	25	6122823	6153077	1	protein_coding	rbpms2a	RNA binding protein, mRNA processing factor 2a [Source:ZFIN;Acc:ZDB-GENE-040718-106]
ENSDARG00000006112	4.58045377094e-05	0.023571794757	12	10517473	10567188	-1	protein_coding	myof	myoferlin [Source:ZFIN;Acc:ZDB-GENE-040426-1138]
ENSDARG00000096346	4.94037559472e-05	0.0248943467728	6	6797520	6800387	1	protein_coding	si:ch211-85n16.3	si:ch211-85n16.3 [Source:ZFIN;Acc:ZDB-GENE-120215-137]
ENSDARG00000053475	5.25863897423e-05	0.0259572858918	17	44961908	44968407	-1	protein_coding	ngb	neuroglobin [Source:NCBI gene;Acc:100000711]
ENSDARG00000052942	5.88422395679e-05	0.0281405526634	17	45737992	45775010	1	protein_coding	aspg	asparaginase homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-070820-14]
ENSDARG00000100854	5.93363453852e-05	0.0281405526634	19	47800550	47832853	-1	protein_coding	ago4	argonaute RISC component 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5357]
ENSDARG00000104316	7.92219602612e-05	0.0368488760161	KN149997.1	4401	6296	1	protein_coding	CABZ01078055.1	
ENSDARG00000069733	9.09302780475e-05	0.0414968044365	13	15182149	15213869	1	protein_coding	mavs	mitochondrial antiviral signaling protein [Source:ZFIN;Acc:ZDB-GENE-070112-1402]
ENSDARG00000113525	9.6816684459e-05	0.0433649101298	15	45414883	45510977	-1	protein_coding	fgf12b	fibroblast growth factor 12b [Source:ZFIN;Acc:ZDB-GENE-060825-134]
ENSDARG00000074556	9.94045703695e-05	0.0437145153369	17	45259259	45302962	1	protein_coding	ganc	glucosidase, alpha; neutral C [Source:ZFIN;Acc:ZDB-GENE-130530-754]
ENSDARG00000045518	0.000108149415907	0.0456987502254	4	25251855	25271455	-1	protein_coding	tmem110l	transmembrane protein 110, like [Source:ZFIN;Acc:ZDB-GENE-040426-912]
ENSDARG00000090560	0.000109046621346	0.0456987502254	16	12669765	12689080	-1	protein_coding	mfap5	microfibril associated protein 5 [Source:ZFIN;Acc:ZDB-GENE-100922-279]
ENSDARG00000059246	0.000109584798159	0.0456987502254	10	5000623	5020378	-1	protein_coding	hnrnpd	heterogeneous nuclear ribonucleoprotein D [Source:ZFIN;Acc:ZDB-GENE-070424-97]
ENSDARG00000061436	0.000113967787647	0.046720997963	11	33921358	33960318	-1	protein_coding	col6a2	collagen, type VI, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-070501-7]
ENSDARG00000016443	0.000119782907995	0.0482864865946	12	3944229	3962372	-1	protein_coding	eif3c	eukaryotic translation initiation factor 3, subunit C [Source:NCBI gene;Acc:334234]
