ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
24	"ENSDARG00000071604"	"si:ch211-156p11.1"	chr22	+	9225270	9225495	9225270	9225444	9226180	9226354
25	"ENSDARG00000105305"	"si:dkeyp-79b7.12"	chr22	+	2207505	2207734	2207505	2207560	2208034	2208176
26	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022677	21022739	21022680	21022739	21010609	21010694
27	"ENSDARG00000092073"	"znf1165"	chr22	+	2189355	2189584	2189355	2189410	2190009	2190157
28	"ENSDARG00000093068"	"c3b.1"	chr22	-	26224478	26224584	26224481	26224584	26224287	26224402
29	"ENSDARG00000093642"	"BX511034.3"	chr22	-	7617811	7617991	7617915	7617991	7617329	7617417
30	"ENSDARG00000062372"	"nrd1b"	chr22	+	17225788	17225905	17225788	17225893	17226369	17226493
31	"ENSDARG00000071437"	"ptprc"	chr22	-	23000659	23000815	23000689	23000815	22999103	22999342
32	"ENSDARG00000062402"	"frem1b"	chr22	+	17126088	17126418	17126088	17126412	17127724	17127833
33	"ENSDARG00000091131"	"cry3b"	chr22	+	798977	799075	798977	799072	799189	799330
34	"ENSDARG00000042147"	"rbbp5"	chr22	-	773023	773170	773092	773170	770000	770372
35	"ENSDARG00000071683"	"zfr2"	chr22	-	5089916	5090137	5089939	5090137	5087193	5087543
36	"ENSDARG00000094089"	"sult3st3"	chr22	+	15310249	15310342	15310249	15310316	15310486	15310581
37	"ENSDARG00000063559"	"pigx"	chr22	-	2933748	2933971	2933781	2933971	2933567	2933662
38	"ENSDARG00000071578"	"si:ch211-222k6.3"	chr22	+	10069213	10069506	10069213	10069501	10069619	10069727
39	"ENSDARG00000002710"	"ncl"	chr22	-	36683781	36683909	36683785	36683909	36683028	36683165
40	"ENSDARG00000041703"	"rrbp1b"	chr22	+	25101502	25101598	25101502	25101580	25101682	25101772
41	"ENSDARG00000004789"	"lrp1ba"	chr22	-	14487615	14487744	14487618	14487744	14486516	14486639
42	"ENSDARG00000004789"	"lrp1ba"	chr22	-	14505169	14505283	14505180	14505283	14495885	14496005
43	"ENSDARG00000004789"	"lrp1ba"	chr22	-	14511360	14511480	14511373	14511480	14508170	14508284
44	"ENSDARG00000014259"	"eya1"	chr24	+	13948681	13948829	13948681	13948827	13950318	13950456
45	"ENSDARG00000014973"	"ntng1a"	chr24	+	29516327	29516462	29516327	29516456	29524982	29525227
46	"ENSDARG00000093650"	"si:ch211-287n14.3"	chr24	-	29029570	29029659	29029589	29029659	29029412	29029478
47	"ENSDARG00000077134"	"gpr158a"	chr24	-	6449556	6449659	6449565	6449659	6444100	6444330
48	"ENSDARG00000000830"	"telo2"	chr24	+	37816768	37816860	37816768	37816842	37816937	37817054
49	"ENSDARG00000063588"	"uba5"	chr24	-	9684604	9684694	9684607	9684694	9684408	9684493
50	"ENSDARG00000096455"	"BX005275.2"	chr24	+	16174593	16174694	16174593	16174638	16175213	16175303
51	"ENSDARG00000057392"	"lrrc31"	chr24	-	26363437	26363605	26363580	26363605	26361944	26362112
52	"ENSDARG00000087238"	"si:ch211-161h7.4"	chr24	-	20897218	20897301	20897227	20897301	20896928	20897087
53	"ENSDARG00000105209"	NA	chr24	+	39309717	39309907	39309717	39309877	39310102	39310342
54	"ENSDARG00000102899"	"cremb"	chr24	+	31349177	31349242	31349177	31349229	31350725	31350897
55	"ENSDARG00000045316"	"map7d2b"	chr24	-	24138863	24138963	24138867	24138963	24138613	24138744
56	"ENSDARG00000063049"	"thtpa"	chr24	+	14595679	14595750	14595679	14595745	14596110	14596187
57	"ENSDARG00000014792"	"lrrc4bb"	chr24	-	38374615	38374744	38374624	38374744	38372553	38372824
58	"ENSDARG00000074480"	"cnksr2a"	chr24	-	25513111	25513267	25513129	25513267	25513036	25513096
59	"ENSDARG00000074480"	"cnksr2a"	chr24	-	25534814	25534969	25534829	25534969	25531840	25531941
60	"ENSDARG00000017929"	"ncoa2"	chr24	+	14426363	14426826	14426363	14426616	14430549	14430727
61	"ENSDARG00000061417"	"nub1"	chr24	+	41288829	41288997	41288829	41288865	41290524	41290613
62	"ENSDARG00000079312"	"kmt2ca"	chr24	+	7523627	7523769	7523627	7523757	7526035	7526183
63	"ENSDARG00000079312"	"kmt2ca"	chr24	+	7539700	7539843	7539700	7539831	7540351	7540520
64	"ENSDARG00000045308"	"pola1"	chr24	+	23855059	23855237	23855059	23855235	23855773	23855903
65	"ENSDARG00000076965"	"cep70"	chr22	-	12610126	12610303	12610153	12610303	12609286	12609455
66	"ENSDARG00000021082"	"sec31a"	chr10	-	5101525	5101852	5101570	5101852	5098341	5098400
67	"ENSDARG00000021082"	"sec31a"	chr10	-	5101525	5101852	5101570	5101852	5098918	5098954
68	"ENSDARG00000021082"	"sec31a"	chr10	-	5119698	5119855	5119704	5119855	5119391	5119570
69	"ENSDARG00000008247"	"vezf1a"	chr10	+	37113781	37113852	37113781	37113851	37117010	37117176
70	"ENSDARG00000074075"	"antxr1b"	chr10	+	41015650	41015843	41015650	41015729	41021652	41021748
71	"ENSDARG00000099931"	"pcdh1g26"	chr10	+	21816336	21816484	21816336	21816455	21818350	21818459
72	"ENSDARG00000056427"	"auts2a"	chr10	-	27741371	27741793	27741503	27741793	27738238	27738927
73	"ENSDARG00000094461"	"BX465186.2"	chr10	+	21400804	21400849	21400804	21400834	21401822	21401956
74	"ENSDARG00000063050"	"rc3h2"	chr10	+	9628978	9629349	9628978	9629340	9632233	9632356
75	"ENSDARG00000092589"	"pimr150"	chr10	-	34123400	34123733	34123595	34123733	34122450	34122894
76	"ENSDARG00000060877"	"edil3b"	chr10	-	43375371	43375527	43375413	43375527	43372452	43372597
77	"ENSDARG00000003984"	NA	chr10	+	23118505	23118648	23118505	23118642	23118725	23118861
78	"ENSDARG00000044255"	"rbm18"	chr10	+	9361858	9361945	9361858	9361939	9369398	9369744
79	"ENSDARG00000034852"	"nt5c2l1"	chr10	-	17466717	17466876	17466774	17466876	17464876	17464943
80	"ENSDARG00000034852"	"nt5c2l1"	chr10	-	17473620	17473714	17473653	17473714	17469535	17469589
81	"ENSDARG00000038302"	"ccar2"	chr10	+	2882757	2882921	2882757	2882918	2884123	2884241
82	"ENSDARG00000103268"	"BX088524.2"	chr10	+	36202576	36202639	36202576	36202634	36203560	36203601
83	"ENSDARG00000100729"	"tln1"	chr10	+	6185323	6185479	6185323	6185467	6188876	6188978
84	"ENSDARG00000100729"	"tln1"	chr10	+	6214836	6215007	6214836	6215004	6215086	6215381
85	"ENSDARG00000100729"	"tln1"	chr10	+	6270218	6270394	6270218	6270385	6275471	6275655
86	"ENSDARG00000091726"	"aebp1"	chr10	+	2822540	2822680	2822540	2822674	2824283	2824368
87	"ENSDARG00000061835"	"zpld1a"	chr10	-	29114542	29114639	29114545	29114639	29113968	29113998
88	"ENSDARG00000005540"	"xpo7"	chr10	+	20076540	20076615	20076540	20076606	20076759	20076864
89	"ENSDARG00000087779"	"pum3"	chr10	-	15325283	15325375	15325287	15325375	15325006	15325097
90	"ENSDARG00000051896"	"fbn2a"	chr10	-	16436851	16436971	16436869	16436971	16436486	16436612
91	"ENSDARG00000006257"	"vldlr"	chr10	+	15299067	15299139	15299067	15299130	15300492	15300573
92	"ENSDARG00000043209"	"nsun5"	chr10	+	35154070	35154242	35154070	35154193	35155355	35155464
93	"ENSDARG00000100398"	"pax7a"	chr11	+	41244900	41245045	41244900	41245030	41245394	41245523
94	"ENSDARG00000091298"	"pmela"	chr11	+	3270418	3270628	3270418	3270624	3270709	3270797
95	"ENSDARG00000069977"	NA	chr11	-	9928	10088	9943	10088	8504	8654
96	"ENSDARG00000006242"	"ptp4a1"	chr11	+	11271470	11272063	11271470	11271676	11272220	11272313
97	"ENSDARG00000076532"	"si:ch211-222l21.1"	chr11	-	40679398	40679497	40679404	40679497	40678777	40678844
98	"ENSDARG00000051879"	"abcc8"	chr25	+	22743836	22744003	22743836	22743998	22748517	22748760
99	"ENSDARG00000020913"	"ddx56"	chr10	-	2875665	2875735	2875666	2875735	2873661	2873823
100	"ENSDARG00000053205"	"ppfia4"	chr11	+	22549329	22549371	22549329	22549365	22552085	22552216
101	"ENSDARG00000030687"	"phka2"	chr11	-	33888657	33888758	33888675	33888758	33887181	33887315
102	"ENSDARG00000041991"	"rrp9"	chr11	-	36218441	36218596	36218450	36218596	36217759	36217839
103	"ENSDARG00000058504"	"ap1s2"	chr11	+	12720436	12720660	12720436	12720615	12722984	12723093
104	"ENSDARG00000099921"	"tbce"	chr11	-	44622171	44622240	44622219	44622240	44621296	44621405
105	"ENSDARG00000002411"	"pde4cb"	chr11	+	6787831	6787963	6787831	6787954	6789668	6789851
106	"ENSDARG00000105445"	"CR769769.2"	chr11	-	17096342	17096413	17096346	17096413	17094944	17095129
107	"ENSDARG00000003877"	"pbrm1"	chr11	-	3917634	3917769	3917703	3917769	3913194	3913244
108	"ENSDARG00000003877"	"pbrm1"	chr11	-	3917634	3917769	3917703	3917769	3914528	3914663
109	"ENSDARG00000086489"	"CU179643.1"	chr11	-	9251229	9251356	9251236	9251356	9224731	9224870
110	"ENSDARG00000076952"	"fer1l4"	chr11	+	26424764	26425046	26424764	26425043	26428172	26428273
111	"ENSDARG00000078658"	"supt20"	chr10	-	35032740	35032867	35032761	35032867	35030634	35030772
112	"ENSDARG00000004871"	"mst1rb"	chr11	+	35211261	35211400	35211261	35211343	35211507	35211644
113	"ENSDARG00000004871"	"mst1rb"	chr11	+	35219883	35219997	35219883	35219976	35223219	35223432
114	"ENSDARG00000025902"	"plekhg5a"	chr11	-	24501308	24501505	24501341	24501505	24487399	24487591
115	"ENSDARG00000014324"	"sh2d5"	chr11	+	37648529	37648759	37648529	37648710	37649097	37649203
116	"ENSDARG00000011613"	"rbm39a"	chr11	+	24341933	24342653	24341933	24342116	24342753	24342807
117	"ENSDARG00000044669"	"hp1bp3"	chr11	+	37616561	37616618	37616561	37616603	37616709	37616855
118	"ENSDARG00000044973"	"krt98"	chr11	+	11513534	11513562	11513534	11513545	11513658	11513985
119	"ENSDARG00000100115"	"dnah1"	chr11	-	34679788	34680067	34679920	34680067	34679620	34679725
120	"ENSDARG00000100115"	"dnah1"	chr11	-	34699954	34700134	34699960	34700134	34697980	34698121
121	"ENSDARG00000089681"	"btf3l4"	chr11	+	13046648	13046721	13046648	13046677	13046793	13046860
122	"ENSDARG00000063527"	"elmo2"	chr11	-	100426	100578	100432	100578	99717	99796
123	"ENSDARG00000002037"	"pfkfb2b"	chr11	-	18789578	18789776	18789698	18789776	18787331	18787354
124	"ENSDARG00000100274"	NA	chr21	-	1948451	1948595	1948481	1948595	1944677	1944924
125	"ENSDARG00000098242"	"brcc3"	chr21	-	44555830	44555956	44555836	44555956	44553946	44554034
126	"ENSDARG00000089765"	"si:ch211-286b5.4"	chr1	-	55258724	55258874	55258750	55258874	55257443	55257522
127	"ENSDARG00000008433"	"unc45b"	chr8	-	11227583	11227633	11227596	11227633	11226393	11226569
128	"ENSDARG00000075111"	"als2a"	chr9	+	13658125	13658212	13658125	13658203	13659246	13659374
129	"ENSDARG00000062361"	"paxbp1"	chr10	+	24428807	24428948	24428807	24428931	24429461	24429564
130	"ENSDARG00000025854"	"ddx51"	chr8	+	49082345	49082451	49082345	49082447	49082549	49082613
131	"ENSDARG00000056922"	"ltbp1"	chr17	+	23068743	23068902	23068743	23068869	23072465	23072585
132	"ENSDARG00000056922"	"ltbp1"	chr17	+	23094997	23095090	23094997	23095057	23099323	23099455
133	"ENSDARG00000000747"	"lcmt2"	chr9	+	27729273	27729409	27729273	27729371	27730179	27730367
134	"ENSDARG00000061517"	"lrp1bb"	chr9	+	36423855	36423981	36423855	36423975	36426787	36426904
135	"ENSDARG00000061517"	"lrp1bb"	chr9	+	36641627	36641760	36641627	36641754	36641929	36642052
136	"ENSDARG00000061517"	"lrp1bb"	chr9	+	36684577	36684654	36684577	36684633	36684912	36685003
137	"ENSDARG00000061517"	"lrp1bb"	chr9	+	36686212	36686432	36686212	36686363	36694857	36694998
138	"ENSDARG00000075284"	"kansl1l"	chr9	+	38765090	38765235	38765090	38765214	38768554	38768616
139	"ENSDARG00000062173"	"camsap2a"	chr22	-	22362142	22362282	22362145	22362282	22354820	22354911
140	"ENSDARG00000062173"	"camsap2a"	chr22	-	22372580	22372664	22372583	22372664	22365644	22365780
141	"ENSDARG00000101744"	"elavl1b"	chr11	-	15000936	15001002	15000946	15001002	14989373	14989551
142	"ENSDARG00000101744"	"elavl1b"	chr11	-	15000936	15001002	15000946	15001002	14989373	14989554
143	"ENSDARG00000101744"	"elavl1b"	chr11	-	15000936	15001002	15000946	15001002	14989667	14989730
144	"ENSDARG00000011594"	"smarcb1b"	chr21	+	15603507	15603865	15603507	15603619	15605094	15605232
145	"ENSDARG00000058088"	"aifm1"	chr5	-	22564514	22564580	22564520	22564580	22562027	22562188
146	"ENSDARG00000074316"	"itga1"	chr10	+	8829913	8830006	8829913	8830003	8832304	8832413
147	"ENSDARG00000004692"	"nabp1a"	chr9	-	24215988	24216049	24216006	24216049	24214659	24215388
148	"ENSDARG00000046087"	"brd2b"	chr16	+	48740633	48740957	48740633	48740953	48744258	48744384
149	"ENSDARG00000063730"	"osbpl6"	chr9	-	1401260	1401398	1401284	1401398	1397630	1397694
150	"ENSDARG00000016304"	"tfdp1b"	chr1	+	236208	236386	236208	236374	236815	236962
151	"ENSDARG00000078142"	NA	chr12	-	910692	910885	910698	910885	909503	909620
152	"ENSDARG00000078142"	NA	chr12	-	939434	939627	939482	939627	931991	932169
153	"ENSDARG00000041205"	"slc6a1l"	chr4	+	27038034	27038165	27038034	27038159	27052563	27052676
154	"ENSDARG00000093309"	"BX890559.1"	chr20	+	16281109	16281236	16281109	16281201	16282191	16282510
155	"ENSDARG00000027322"	"lin7c"	chr7	-	31911726	31911807	31911735	31911807	31907951	31908161
156	"ENSDARG00000013312"	"cadps2"	chr25	+	28244193	28244341	28244193	28244333	28253553	28253625
157	"ENSDARG00000102153"	"nrp1a"	chr24	-	1173791	1173848	1173800	1173848	1169193	1169337
158	"ENSDARG00000102153"	"nrp1a"	chr24	-	1176991	1177102	1177012	1177102	1173800	1173848
159	"ENSDARG00000070504"	"trpc5a"	chr1	-	10496119	10496344	10496131	10496344	10489862	10489904
160	"ENSDARG00000020028"	"cps1"	chr9	+	39027311	39027410	39027311	39027404	39029694	39029804
161	"ENSDARG00000000606"	"dnah6"	chr1	+	22046821	22047013	22046821	22046977	22047425	22047587
162	"ENSDARG00000075454"	"hdc"	chr18	-	79613	79680	79655	79680	79167	79330
163	"ENSDARG00000020741"	"fga"	chr1	-	10067187	10068046	10067715	10068046	10064511	10064621
164	"ENSDARG00000020741"	"fga"	chr1	-	10067187	10068046	10067715	10068046	10066099	10066967
165	"ENSDARG00000098726"	"rptor"	chr6	-	17779285	17779400	17779336	17779400	17777662	17777787
166	"ENSDARG00000098726"	"rptor"	chr6	-	17831352	17831493	17831361	17831493	17823429	17823550
167	"ENSDARG00000062003"	"myo5b"	chr21	-	22463177	22463258	22463180	22463258	22460100	22460299
168	"ENSDARG00000058145"	"atp7b"	chr6	+	10107567	10107644	10107567	10107641	10107736	10107920
169	"ENSDARG00000058145"	"atp7b"	chr6	+	10129948	10130051	10129948	10130042	10131870	10132102
170	"ENSDARG00000059826"	"crtac1a"	chr1	-	54936344	54936544	54936398	54936544	54936218	54936261
171	"ENSDARG00000060679"	"kdm1a"	chr17	-	28099313	28099488	28099322	28099488	28099028	28099162
172	"ENSDARG00000052063"	"col4a5"	chr7	+	51148134	51148165	51148134	51148161	51148258	51148339
173	"ENSDARG00000027078"	"cnppd1"	chr1	+	6166424	6166714	6166424	6166553	6167375	6167493
174	"ENSDARG00000079163"	"best2"	chr1	+	52162866	52162967	52162866	52162961	52164821	52165055
175	"ENSDARG00000012820"	"nop56"	chr21	-	11963588	11963855	11963754	11963855	11962895	11963044
176	"ENSDARG00000023683"	"cacna1fb"	chr8	+	22894708	22894829	22894708	22894823	22895361	22895437
177	"ENSDARG00000053272"	NA	chr6	-	47881468	47881624	47881492	47881624	47879203	47879313
178	"ENSDARG00000089976"	"spcs3"	chr1	+	38818969	38819045	38818969	38819043	38819921	38819996
179	"ENSDARG00000099635"	"akap8l"	chr1	-	59226265	59226374	59226280	59226374	59226027	59226169
180	"ENSDARG00000060504"	"pfkla"	chr9	-	52647797	52647861	52647803	52647861	52645581	52645728
181	"ENSDARG00000019651"	"zgc:162239"	chr21	-	40799184	40799404	40799185	40799404	40793135	40793363
182	"ENSDARG00000031632"	"chst10"	chr1	+	28035470	28035598	28035470	28035595	28035781	28035888
183	"ENSDARG00000074143"	"myo10l3"	chr9	-	12680200	12680294	12680203	12680294	12680059	12680115
184	"ENSDARG00000039497"	"ccdc85a"	chr13	-	27035584	27037050	27036098	27037050	27002340	27002398
185	"ENSDARG00000054290"	"acin1a"	chr2	-	38213192	38216651	38216354	38216651	38210120	38210270
186	"ENSDARG00000036375"	"cyfip2"	chr14	-	33995031	33995165	33995034	33995165	33991761	33991834
187	"ENSDARG00000058231"	"nt5c2b"	chr1	-	31830938	31831097	31831039	31831097	31830281	31830521
188	"ENSDARG00000105177"	"ilf3b"	chr3	+	13863756	13863900	13863756	13863870	13863978	13864102
189	"ENSDARG00000018691"	"phf2"	chr11	-	27673027	27673144	27673054	27673144	27671054	27671384
190	"ENSDARG00000100867"	"rictora"	chr5	-	8573787	8573987	8573790	8573987	8573302	8573429
191	"ENSDARG00000052113"	"hexa"	chr25	+	22228660	22228841	22228660	22228776	22228947	22229034
192	"ENSDARG00000078535"	"lrrcc1"	chr2	-	31710607	31711547	31711262	31711547	31710309	31710515
193	"ENSDARG00000079886"	"otulinb"	chr2	+	31942741	31942917	31942741	31942785	31943036	31943228
194	"ENSDARG00000099410"	"si:dkeyp-79b7.3"	chr22	+	2129526	2129763	2129526	2129581	2130247	2130429
195	"ENSDARG00000005776"	"guk1b"	chr8	-	18235498	18235914	18235872	18235914	18233238	18233335
196	"ENSDARG00000091652"	"xrn1"	chr2	+	16599618	16599851	16599618	16599726	16600596	16600694
197	"ENSDARG00000016871"	"smarce1"	chr3	+	34989483	34989576	34989483	34989564	34990074	34990206
198	"ENSDARG00000016871"	"smarce1"	chr3	+	34989483	34989576	34989483	34989564	34990808	34990980
199	"ENSDARG00000102184"	"mib1"	chr2	+	4140088	4140271	4140088	4140247	4146273	4146455
200	"ENSDARG00000056475"	"trnau1apb"	chr2	-	24314665	24315083	24314983	24315083	24314488	24314541
201	"ENSDARG00000017180"	"npc1"	chr2	+	3840353	3840439	3840353	3840424	3840597	3840965
202	"ENSDARG00000053457"	"rpl23"	chr3	-	33425502	33425631	33425544	33425631	33424358	33424472
203	"ENSDARG00000074754"	"si:dkey-188i13.9"	chr13	-	37642315	37642360	37642324	37642360	37641915	37642077
204	"ENSDARG00000075543"	"chd8"	chr2	-	38103489	38103660	38103498	38103660	38102578	38102869
205	"ENSDARG00000058876"	"mmp16b"	chr2	-	3644780	3645100	3644795	3645100	3640290	3640452
206	"ENSDARG00000038869"	"htr5aa"	chr2	+	29935143	29935919	29935143	29935910	29938644	29938980
207	"ENSDARG00000056318"	"kansl2"	chr23	+	24600493	24600746	24600493	24600700	24600835	24601014
208	"ENSDARG00000038780"	"ubtfl"	chr2	-	32361580	32361712	32361646	32361712	32361285	32361402
209	"ENSDARG00000038780"	"ubtfl"	chr2	-	32366916	32367045	32366934	32367045	32366420	32366506
210	"ENSDARG00000061052"	"nipblb"	chr10	-	36506012	36506168	36506024	36506168	36504447	36504534
211	"ENSDARG00000061052"	"nipblb"	chr10	-	36510140	36510276	36510146	36510276	36506576	36506659
212	"ENSDARG00000003313"	"eps8l1b"	chr24	+	38670819	38671106	38670819	38670881	38673805	38673912
213	"ENSDARG00000061635"	"myo5aa"	chr18	+	38934636	38934813	38934636	38934747	38938104	38938276
214	"ENSDARG00000094466"	"si:ch73-199e17.1"	chr9	-	7683645	7683799	7683733	7683799	7683336	7683559
215	"ENSDARG00000006200"	"eif4g1a"	chr2	+	16814699	16814799	16814699	16814790	16817271	16817382
216	"ENSDARG00000006200"	"eif4g1a"	chr2	+	16814699	16814799	16814699	16814790	16818889	16819041
217	"ENSDARG00000006200"	"eif4g1a"	chr2	+	16814699	16814799	16814699	16814790	16818892	16819041
218	"ENSDARG00000070299"	"BX942819.1"	chr4	+	49322691	49322859	49322691	49322838	49323006	49323131
219	"ENSDARG00000038133"	"zgc:113411"	chr3	+	24644063	24644204	24644063	24644138	24644351	24644485
220	"ENSDARG00000040684"	"plcd4b"	chr9	+	38383264	38383408	38383264	38383354	38383498	38383652
221	"ENSDARG00000040684"	"plcd4b"	chr9	+	38385921	38386100	38385921	38386085	38386177	38386310
222	"ENSDARG00000039022"	"stk25b"	chr2	-	22627098	22627262	22627116	22627262	22626820	22626929
223	"ENSDARG00000055498"	"si:ch1073-184j22.1"	chr2	+	5384908	5385002	5384908	5385000	5385089	5385168
224	"ENSDARG00000060929"	"rnf220a"	chr2	+	33193773	33193895	33193773	33193817	33194554	33194681
225	"ENSDARG00000060929"	"rnf220a"	chr2	+	33193773	33194027	33193773	33193817	33194554	33194681
226	"ENSDARG00000060929"	"rnf220a"	chr2	+	33193773	33194027	33193773	33193895	33194554	33194681
227	"ENSDARG00000029500"	"rpl34"	chr7	+	59649398	59649648	59649398	59649422	59649747	59649818
228	"ENSDARG00000029248"	"fubp1"	chr2	+	8657278	8657347	8657278	8657338	8659757	8659915
229	"ENSDARG00000092826"	"BX248511.1"	chr10	-	9536939	9537433	9537373	9537433	9536444	9536559
230	"ENSDARG00000094811"	"si:dkey-111i23.1"	chr9	+	26199623	26199848	26199623	26199834	26205219	26205267
231	"ENSDARG00000053101"	"prpf38b"	chr2	-	45660002	45660077	45660016	45660077	45658361	45658615
232	"ENSDARG00000053101"	"prpf38b"	chr2	-	45660002	45660077	45660016	45660077	45659374	45659439
233	"ENSDARG00000077996"	"cdh24b"	chr2	+	38702812	38702977	38702812	38702965	38708655	38708874
234	"ENSDARG00000040310"	"prpf4bb"	chr24	-	11483522	11483674	11483526	11483674	11478430	11478568
235	"ENSDARG00000032043"	"ftr16"	chr2	-	43743475	43743635	43743554	43743635	43743244	43743304
236	"ENSDARG00000100625"	"si:ch73-197b13.1"	chr22	+	37993411	37993559	37993411	37993552	37995362	37995712
237	"ENSDARG00000053026"	"kif19"	chr12	+	38794678	38794809	38794678	38794800	38795326	38795490
238	"ENSDARG00000058115"	"fgfr2"	chr13	-	46346287	46346490	46346293	46346490	46343408	46343548
239	"ENSDARG00000019213"	NA	chr14	+	21145749	21146159	21145749	21145840	21167570	21167725
240	"ENSDARG00000100149"	"axin2"	chr3	-	55650325	55650417	55650329	55650417	55648411	55649319
241	"ENSDARG00000014569"	"hnrnpr"	chr19	-	81303	81477	81321	81477	80860	80979
242	"ENSDARG00000022280"	"brd2a"	chr19	+	7163453	7163687	7163453	7163675	7163791	7164054
243	"ENSDARG00000089886"	"si:dkey-19e4.5"	chr6	-	21864589	21864704	21864613	21864704	21861086	21862705
244	"ENSDARG00000089886"	"si:dkey-19e4.5"	chr6	-	21873009	21873266	21873221	21873266	21872490	21872573
245	"ENSDARG00000001470"	"mhc1zea"	chr1	-	47120210	47120524	47120245	47120524	47120032	47120157
246	"ENSDARG00000075530"	"pigu"	chr6	-	50726099	50726209	50726102	50726209	50724998	50725099
247	"ENSDARG00000032725"	"rps27a"	chr6	+	6271984	6272230	6271984	6272039	6273051	6273183
248	"ENSDARG00000071395"	"camk2g1"	chr12	-	35361862	35361917	35361871	35361917	35351341	35351417
249	"ENSDARG00000071395"	"camk2g1"	chr12	-	35361862	35361917	35361871	35361917	35354759	35354897
250	"ENSDARG00000071395"	"camk2g1"	chr12	-	35361862	35361917	35361871	35361917	35360642	35360747
251	"ENSDARG00000078675"	"dock7"	chr6	+	32373569	32373721	32373569	32373709	32375568	32375738
252	"ENSDARG00000044182"	"stau1"	chr6	+	46436395	46436576	46436395	46436540	46439999	46440150
253	"ENSDARG00000020301"	"os9"	chr6	-	39218410	39218590	39218537	39218590	39217860	39218037
254	"ENSDARG00000004930"	"lmo7a"	chr9	-	21963258	21963329	21963262	21963329	21960423	21960493
255	"ENSDARG00000062630"	"dnah9l"	chr6	-	10651535	10651686	10651553	10651686	10648468	10648596
256	"ENSDARG00000062630"	"dnah9l"	chr6	-	10692905	10693111	10692926	10693111	10692618	10692814
257	"ENSDARG00000030349"	"cryba2a"	chr6	-	13782878	13783065	13782892	13783065	13781998	13782140
258	"ENSDARG00000078964"	"esyt2b"	chr7	+	40188650	40188806	40188650	40188800	40188897	40189253
259	"ENSDARG00000105122"	"BX323031.2"	chr1	+	12850931	12851080	12850931	12850957	12851191	12851268
260	"ENSDARG00000035558"	"gps2"	chr5	+	24063045	24063578	24063045	24063162	24063938	24064056
261	"ENSDARG00000093824"	"BX085193.2"	chr2	-	47347362	47347851	47347791	47347851	47346865	47346980
262	"ENSDARG00000002487"	"noc3l"	chr12	-	5401584	5401766	5401588	5401766	5401384	5401513
263	"ENSDARG00000014655"	"itpr1a"	chr6	+	39958695	39958863	39958695	39958839	39958976	39959054
