ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
15	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19325293	19325356	19318808	19318905	19340138	19340276	15	11,79,31,30,60,55	12,14,12,9,14,4	31,38,28,46,45,68	17,17,9,15,10,11	257	212	0.570970121696	1.0	0.431,0.823,0.681,0.733,0.78,0.919	0.601,0.648,0.72,0.717,0.788,0.836	0.01
16	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19340138	19340276	19318808	19318905	19341375	19341486	16	9,52,18,22,39,30	58,72,56,47,55,72	25,25,19,27,31,51	62,57,28,90,44,79	257	287	0.542616702539	1.0	0.148,0.446,0.264,0.343,0.442,0.318	0.31,0.329,0.431,0.251,0.44,0.419	-0.036
17	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16982322	16982482	17044734	17044779	16977705	16977861	17238928	17239043	17	4,3,2,4,0,0	76,106,59,40,71,75	0,3,4,2,3,0	60,62,57,56,77,92	194	309	0.80963138056	1.0	0.077,0.043,0.051,0.137,0.0,0.0	0.0,0.072,0.101,0.054,0.058,0.0	0.004
19	"ENSDARG00000014113"	"wasla"	chr25	+	27763502	27763589	27769580	27769604	27759881	27760016	27788062	27788243	19	26,34,21,14,31,18	10,6,11,5,13,16	25,30,11,18,34,34	17,14,1,7,9,12	236	173	0.698150089167	1.0	0.656,0.806,0.583,0.672,0.636,0.452	0.519,0.611,0.89,0.653,0.735,0.675	-0.046
21	"ENSDARG00000100206"	"klhdc4"	chr25	-	12721495	12721574	12723845	12724008	12719782	12719991	12725189	12725282	21	37,38,33,26,32,35	11,27,13,15,18,17	32,32,31,47,33,41	15,6,9,21,14,18	312	228	0.190455299208	1.0	0.711,0.507,0.65,0.559,0.565,0.601	0.609,0.796,0.716,0.621,0.633,0.625	-0.068
22	"ENSDARG00000076899"	"slc2a13b"	chr25	+	35666733	35667177	35668490	35668650	35663932	35664911	35669972	35670178	22	23,37,45,25,32,37	11,20,13,15,11,12	19,26,14,48,34,42	10,11,8,20,21,14	593	309	0.607702265454	1.0	0.521,0.491,0.643,0.465,0.603,0.616	0.498,0.552,0.477,0.556,0.458,0.61	0.031
23	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173653	30173671	30178939	30179035	30171954	30172002	30182513	30182654	23	0,0,0,0,0,0	37,68,44,21,45,37	0,0,0,1,0,0	20,49,35,54,42,39	167	245	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.026,0.0,0.0	-0.004
24	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30178939	30179035	30182513	30182654	30173115	30173671	30192071	30192167	24	21,41,28,18,43,23	46,75,41,52,58,56	31,30,24,33,18,51	80,60,47,88,64,76	245	290	0.351873759678	1.0	0.351,0.393,0.447,0.291,0.467,0.327	0.314,0.372,0.377,0.307,0.25,0.443	0.036
25	"ENSDARG00000061282"	"glg1a"	chr25	-	37223740	37223842	37224164	37224307	37223493	37223601	37224436	37224560	25	130,195,198,125,191,179	74,94,102,59,100,93	140,142,135,175,170,215	81,78,59,112,89,123	292	251	0.441457202156	1.0	0.602,0.641,0.625,0.646,0.621,0.623	0.598,0.61,0.663,0.573,0.621,0.6	0.015
26	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37194504	37194618	37195661	37195810	37194269	37194400	37202546	37202657	26	21,12,19,13,23,23	7,22,11,12,28,21	11,18,21,21,10,26	5,8,9,27,11,19	298	263	0.450900540299	1.0	0.726,0.325,0.604,0.489,0.42,0.492	0.66,0.665,0.673,0.407,0.445,0.547	-0.057
27	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37195661	37195810	37202546	37202657	37194504	37194618	37204899	37205061	27	5,10,8,5,14,5	17,18,10,16,20,18	3,6,6,7,5,14	18,8,21,25,8,41	260	298	0.312653581852	1.0	0.252,0.389,0.478,0.264,0.445,0.241	0.16,0.462,0.247,0.243,0.417,0.281	0.043
28	"ENSDARG00000009299"	"dusp8a"	chr25	-	23015607	23015746	23030310	23030665	22982691	22982858	23052425	23052707	28	68,85,90,46,78,77	44,41,45,30,37,45	64,51,61,18,76,90	26,25,18,9,44,43	504	288	0.203914094274	1.0	0.469,0.542,0.533,0.467,0.546,0.494	0.584,0.538,0.659,0.533,0.497,0.545	-0.051
29	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3007561	3007708	3001179	3001388	3008045	3008297	29	12,18,13,2,11,27	11,11,12,9,13,7	17,16,12,12,17,29	13,8,7,11,19,22	242	296	0.772988741432	1.0	0.572,0.667,0.57,0.214,0.509,0.825	0.615,0.71,0.677,0.572,0.523,0.617	-0.06
30	"ENSDARG00000103878"	"anpepb"	chr25	+	10825827	10825968	10826834	10826916	10825573	10825741	10827258	10827771	30	275,372,239,147,328,284	153,225,157,85,204,171	531,198,168,276,324,500	257,148,81,166,168,287	290	231	0.373587470581	1.0	0.589,0.568,0.548,0.579,0.562,0.57	0.622,0.516,0.623,0.57,0.606,0.581	-0.017
31	"ENSDARG00000018681"	"saal1"	chr25	-	8183651	8183824	8186533	8186704	8180904	8180997	8188464	8188547	31	10,26,21,15,19,12	23,34,23,33,34,17	22,12,8,28,25,20	21,14,8,33,36,22	320	322	0.10612492406	1.0	0.304,0.435,0.479,0.314,0.36,0.415	0.513,0.463,0.502,0.461,0.411,0.478	-0.087
32	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26831697	26832174	26830063	26830166	26833053	26833100	32	67,106,99,53,114,88	29,26,30,19,40,52	117,79,60,129,99,141	36,30,29,62,38,41	626	269	0.879059772264	1.0	0.498,0.637,0.586,0.545,0.55,0.421	0.583,0.531,0.471,0.472,0.528,0.596	0.009
33	"ENSDARG00000089207"	"ankrd27"	chr25	+	36414543	36414700	36416416	36416574	36414341	36414452	36417585	36417645	33	30,21,27,18,19,24	13,21,18,12,25,19	20,16,8,19,18,22	17,13,13,10,10,30	306	307	0.603706495932	1.0	0.698,0.501,0.601,0.601,0.433,0.559	0.541,0.553,0.382,0.656,0.644,0.424	0.032
34	"ENSDARG00000045641"	"usp3"	chr25	-	26744941	26745055	26745359	26745473	26743329	26743476	26747958	26748041	34	19,13,18,10,13,15	13,37,19,11,30,21	13,19,9,37,12,29	18,17,16,20,18,33	263	263	0.267952668262	1.0	0.594,0.26,0.486,0.476,0.302,0.417	0.419,0.528,0.36,0.649,0.4,0.468	-0.048
35	"ENSDARG00000020395"	"mical2b"	chr25	+	16251462	16251591	16253983	16254076	16248923	16249055	16255620	16255731	35	7,7,7,3,6,5	13,5,14,2,1,1	10,4,8,5,7,7	11,12,3,1,10,7	278	242	0.660994983582	1.0	0.319,0.549,0.303,0.566,0.839,0.813	0.442,0.225,0.699,0.813,0.379,0.465	0.061
36	"ENSDARG00000020395"	"mical2b"	chr25	+	16253983	16254076	16259939	16259972	16248923	16249055	16261275	16261462	36	0,1,0,1,0,0	1,1,2,0,0,3	0,0,0,0,0,0	1,0,2,1,2,1	242	182	1	1.0	0.0,0.429,0.0,1.0,NA,0.0	0.0,NA,0.0,0.0,0.0,0.0	0.286
37	"ENSDARG00000102820"	"cib2"	chr25	-	25692554	25692666	25711311	25711346	25670190	25670338	25736690	25736958	37	3,6,12,4,6,8	30,30,31,24,33,26	10,7,4,14,13,12	30,28,24,50,38,47	184	261	0.317892852967	1.0	0.124,0.221,0.354,0.191,0.205,0.304	0.321,0.262,0.191,0.284,0.327,0.266	-0.042
38	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7857438	7857543	7850434	7850634	7857928	7857997	38	6,14,16,9,9,8	8,11,5,10,7,8	12,8,4,20,4,11	9,14,5,6,13,12	254	254	0.420697790053	1.0	0.429,0.56,0.762,0.474,0.563,0.5	0.571,0.364,0.444,0.769,0.235,0.478	0.071
39	"ENSDARG00000079917"	"rassf7a"	chr25	+	25487635	25487784	25488072	25488935	25453220	25453653	25490862	25491034	39	2,3,6,3,8,8	124,135,104,111,131,160	4,4,5,8,8,6	124,134,90,193,147,140	298	1012	0.755574199432	1.0	0.052,0.07,0.164,0.084,0.172,0.145	0.099,0.092,0.159,0.123,0.156,0.127	-0.011
40	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904755	31905055	31907328	31907603	40	35,79,61,39,56,47	94,142,140,58,124,115	44,52,44,74,99,92	104,98,69,167,134,141	207	241	0.155096915498	1.0	0.302,0.393,0.337,0.439,0.345,0.322	0.33,0.382,0.426,0.34,0.462,0.432	-0.039
41	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906800	31906858	31907328	31907417	31905464	31905556	31907554	31907590	41	4,2,2,0,5,1	58,125,99,74,104,103	2,0,2,2,6,3	98,64,60,158,112,107	238	207	0.917167214841	1.0	0.057,0.014,0.017,0.0,0.04,0.008	0.017,0.0,0.028,0.011,0.045,0.024	0.002
42	"ENSDARG00000062204"	"sigirr"	chr25	+	22115812	22116017	22126995	22127123	22107642	22107796	22132220	22132361	42	21,25,12,7,11,15	3,6,3,1,14,22	18,17,15,20,20,27	3,5,11,2,9,4	354	277	0.292032701951	1.0	0.846,0.765,0.758,0.846,0.381,0.348	0.824,0.727,0.516,0.887,0.635,0.841	-0.081
43	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022548	16016611	16016679	16027781	16027917	43	13,11,9,8,8,14	40,48,30,25,54,39	10,12,7,13,7,15	20,28,18,44,31,54	210	288	0.351151684508	1.0	0.308,0.239,0.291,0.305,0.169,0.33	0.407,0.37,0.348,0.288,0.236,0.276	-0.047
44	"ENSDARG00000040427"	"acot19"	chr25	-	31727717	31727837	31731524	31731694	31722706	31722789	31734072	31734263	44	9,10,5,10,7,5	7,14,6,18,3,6	6,12,3,6,2,1	12,10,2,8,1,9	319	269	0.487592834021	1.0	0.52,0.376,0.413,0.319,0.663,0.413	0.297,0.503,0.558,0.387,0.628,0.086	0.041
45	"ENSDARG00000062477"	"kiaa1549la"	chr25	+	15438637	15438798	15440826	15440862	15434437	15434609	15450741	15450929	45	71,105,61,47,60,78	18,9,16,12,20,17	69,64,57,46,67,95	15,6,12,9,16,29	310	185	0.857086873226	1.0	0.702,0.874,0.695,0.7,0.642,0.732	0.733,0.864,0.739,0.753,0.714,0.662	-0.02
46	"ENSDARG00000062477"	"kiaa1549la"	chr25	+	15467289	15467522	15470274	15470404	15465060	15465185	15472013	15472382	46	114,132,161,91,128,115	70,75,92,66,80,59	111,103,73,95,106,176	54,59,39,73,86,97	382	279	0.818994843315	1.0	0.543,0.562,0.561,0.502,0.539,0.587	0.6,0.56,0.578,0.487,0.474,0.57	0.004
47	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310340	3310465	3312202	3312330	3307053	3307203	3314065	3314245	47	1689,2671,2057,1671,2238,1996	2154,3296,2397,1817,2830,2786	1821,1820,1559,3239,2193,2688	2401,1893,1976,3650,2405,3691	274	277	0.626998094536	1.0	0.442,0.45,0.465,0.482,0.444,0.42	0.434,0.493,0.444,0.473,0.48,0.424	-0.008
48	"ENSDARG00000070971"	"furinb"	chr25	-	8805620	8805709	8832728	8832805	8803225	8803398	8834958	8835087	48	21,29,23,18,46,20	28,56,33,43,67,25	18,29,19,42,14,31	28,27,12,67,33,38	226	238	0.318223363274	1.0	0.441,0.353,0.423,0.306,0.42,0.457	0.404,0.531,0.625,0.398,0.309,0.462	-0.055
49	"ENSDARG00000031198"	"hmg20a"	chr25	+	7327577	7327787	7330314	7330447	7324513	7324589	7330889	7330927	49	92,90,95,56,81,79	45,51,45,27,47,65	75,74,44,114,95,110	45,38,21,79,43,51	359	282	0.699049477676	1.0	0.616,0.581,0.624,0.62,0.575,0.488	0.567,0.605,0.622,0.531,0.634,0.629	-0.014
50	"ENSDARG00000089663"	"lsm3"	chr22	-	31668030	31668126	31671866	31671977	31660963	31662010	31672170	31672566	50	14,7,7,7,9,18	83,121,132,72,120,120	7,5,2,21,7,16	92,107,62,187,120,159	260	245	0.33370025114	1.0	0.137,0.052,0.048,0.084,0.066,0.124	0.067,0.042,0.03,0.096,0.052,0.087	0.023
51	"ENSDARG00000079475"	"nckipsd"	chr22	+	96677	96741	98490	98629	96352	96578	98727	98808	51	24,37,19,24,35,33	111,155,165,85,151,147	26,14,25,25,28,22	139,83,69,182,147,142	213	288	0.401848722729	1.0	0.226,0.244,0.135,0.276,0.239,0.233	0.202,0.186,0.329,0.157,0.205,0.173	0.017
53	"ENSDARG00000053973"	"fetub"	chr22	+	37891973	37892140	37894950	37895037	37891398	37891486	37897709	37900135	53	3159,6528,4160,2783,6338,5717	1165,2558,1703,1141,2443,2187	4527,5029,3186,2998,4510,6978	1680,2002,1147,1266,1618,2606	316	236	0.636352082582	1.0	0.669,0.656,0.646,0.646,0.66,0.661	0.668,0.652,0.675,0.639,0.676,0.667	-0.007
54	"ENSDARG00000099775"	"CABZ01074307.1"	chrKN150487.1	+	43414	43531	49678	49795	41843	41960	55382	57290	54	1,0,0,1,0,0	1,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,1,1	266	266	1	1.0	0.5,NA,NA,1.0,NA,NA	NA,NA,NA,NA,0.0,0.0	0.75
55	"ENSDARG00000057016"	"cdc14ab"	chr22	-	16241362	16241442	16247995	16248088	16231965	16232032	16258169	16258245	55	12,14,10,6,13,16	16,23,12,8,17,9	17,12,16,11,17,30	13,10,11,14,14,24	242	229	0.146658219225	1.0	0.415,0.365,0.441,0.415,0.42,0.627	0.553,0.532,0.579,0.426,0.535,0.542	-0.081
56	"ENSDARG00000042484"	"tle2a"	chr22	+	21624674	21624835	21641194	21641258	21618120	21618744	21644598	21644643	56	66,74,52,46,75,72	29,45,15,15,43,43	71,47,62,57,62,94	26,33,24,41,32,43	310	213	0.709524292762	1.0	0.61,0.53,0.704,0.678,0.545,0.535	0.652,0.495,0.64,0.489,0.571,0.6	0.026
57	"ENSDARG00000068478"	"gpx4a"	chr22	-	17590189	17590214	17591595	17591747	17590004	17590064	17594404	17594499	57	60,82,71,90,92,81	109,147,93,117,130,130	114,76,37,163,85,63	146,102,55,201,120,98	301	174	0.243224246398	1.0	0.241,0.244,0.306,0.308,0.29,0.265	0.311,0.301,0.28,0.319,0.291,0.271	-0.02
58	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771305	26771554	26774049	26774196	26771028	26771208	26774630	26774811	58	41,50,45,15,25,42	32,52,44,39,30,54	35,32,17,7,42,38	20,26,21,12,38,39	398	296	0.26568845999	1.0	0.488,0.417,0.432,0.222,0.383,0.366	0.566,0.478,0.376,0.303,0.451,0.42	-0.048
59	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771308	26771554	26774049	26774196	26771028	26771208	26774630	26774811	59	80,86,96,34,65,79	32,52,44,39,30,54	75,67,53,31,80,80	20,26,21,12,38,39	395	296	0.0323974692832	0.636512925521	0.652,0.553,0.62,0.395,0.619,0.523	0.738,0.659,0.654,0.659,0.612,0.606	-0.094
60	"ENSDARG00000103760"	"cfhl2"	chr22	-	23737927	23738095	23745056	23745236	23734803	23734980	23745586	23745742	60	65,44,67,45,48,95	68,49,76,50,94,104	44,60,23,50,47,57	55,61,28,68,59,70	329	317	0.984834551965	1.0	0.479,0.464,0.459,0.464,0.33,0.468	0.435,0.487,0.442,0.415,0.434,0.44	0.002
61	"ENSDARG00000088227"	"tmem163b"	chr22	-	12106920	12107032	12122104	12122201	12100424	12100568	12130222	12130314	61	17,10,17,3,15,10	24,28,31,4,18,36	24,9,13,13,16,17	15,24,15,12,16,23	246	261	0.045614924783	0.722665933663	0.429,0.275,0.368,0.443,0.469,0.228	0.629,0.285,0.479,0.535,0.515,0.44	-0.112
62	"ENSDARG00000099446"	"slit1b"	chr22	-	34851220	34851375	34854708	34854839	34849021	34849328	34859655	34859878	62	24,23,26,14,30,29	19,29,20,28,17,30	16,11,14,30,20,33	24,12,18,37,37,26	280	304	0.279402388382	1.0	0.578,0.463,0.585,0.352,0.657,0.512	0.42,0.499,0.458,0.468,0.37,0.579	0.059
63	"ENSDARG00000061665"	"hcn2b"	chr22	+	18971610	18971772	18984500	18984719	18966189	18966613	18997730	18997877	63	12,21,19,22,14,23	33,52,28,42,52,59	21,13,13,21,11,27	29,55,13,43,40,36	311	368	0.449401883056	1.0	0.301,0.323,0.445,0.383,0.242,0.316	0.461,0.219,0.542,0.366,0.246,0.47	-0.049
64	"ENSDARG00000018524"	"midn"	chr22	-	18743912	18744000	18745990	18746222	18743755	18743818	18749250	18749313	64	78,89,63,65,64,69	73,89,92,66,81,70	69,36,48,50,67,75	64,72,46,34,71,78	381	237	0.771301620173	1.0	0.399,0.383,0.299,0.38,0.33,0.38	0.401,0.237,0.394,0.478,0.37,0.374	-0.014
65	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022677	21022739	21032123	21032196	21010609	21010694	21046598	21046654	65	73,59,61,29,58,54	43,62,35,42,42,34	48,30,41,50,73,91	45,29,25,60,52,48	222	211	0.951244338857	1.0	0.617,0.475,0.624,0.396,0.568,0.602	0.503,0.496,0.609,0.442,0.572,0.643	0.003
67	"ENSDARG00000079420"	"dpp4"	chr22	-	11633512	11633567	11635453	11635648	11632643	11632743	11635735	11635805	67	58,103,48,37,74,77	9,8,15,8,20,16	89,55,36,78,62,101	17,9,14,26,14,24	344	204	0.217264898	1.0	0.793,0.884,0.655,0.733,0.687,0.741	0.756,0.784,0.604,0.64,0.724,0.714	0.045
68	"ENSDARG00000056966"	"nek7"	chr22	-	23140682	23140777	23153162	23153270	23115143	23115257	23158967	23159076	68	34,55,42,17,48,27	26,47,32,18,36,37	38,35,30,58,36,41	34,27,20,46,38,33	257	244	0.691933839477	1.0	0.554,0.526,0.555,0.473,0.559,0.409	0.515,0.552,0.587,0.545,0.474,0.541	-0.023
69	"ENSDARG00000056966"	"nek7"	chr22	-	23163790	23163901	23170354	23170417	23158967	23159076	23177718	23177850	69	11,18,12,7,19,17	32,48,22,10,37,23	14,17,18,12,19,19	20,25,14,44,27,26	212	260	0.243287814502	1.0	0.297,0.315,0.401,0.462,0.386,0.475	0.462,0.455,0.612,0.251,0.463,0.473	-0.063
70	"ENSDARG00000053774"	"alpi.2"	chr22	+	38779037	38779154	38782716	38782832	38778648	38778956	38782910	38783085	70	51,232,93,88,199,169	77,332,107,95,271,165	171,88,108,91,97,190	199,98,136,133,98,254	266	265	0.913609064978	1.0	0.398,0.41,0.464,0.48,0.422,0.505	0.461,0.472,0.442,0.405,0.496,0.427	-0.004
71	"ENSDARG00000011890"	"cry4"	chr22	-	828487	828604	831156	831609	828145	828290	833918	834106	71	106,122,168,128,129,121	24,31,25,18,23,24	144,108,86,160,129,192	25,24,19,32,26,32	602	266	0.838730190225	1.0	0.661,0.635,0.748,0.759,0.713,0.69	0.718,0.665,0.667,0.688,0.687,0.726	0.009
72	"ENSDARG00000006266"	"stat1a"	chr22	+	12801099	12801244	12802826	12802977	12798568	12798703	12803099	12803195	72	82,53,50,43,59,53	64,77,65,52,41,49	54,55,40,25,59,55	54,43,28,32,64,55	294	300	0.659984915633	1.0	0.567,0.413,0.44,0.458,0.595,0.525	0.505,0.566,0.593,0.444,0.485,0.505	-0.017
73	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28466673	28466874	28463465	28463499	28468729	28468897	73	88,91,35,40,82,74	20,33,23,15,17,13	72,57,50,40,66,86	29,11,17,14,26,49	221	350	0.152070338327	1.0	0.875,0.814,0.707,0.809,0.884,0.9	0.797,0.891,0.823,0.819,0.801,0.735	0.021
74	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28469408	28469474	74	46,45,19,20,43,46	45,46,35,28,45,33	32,29,27,20,51,33	37,32,22,37,18,83	221	317	0.91895404216	1.0	0.595,0.584,0.438,0.506,0.578,0.667	0.554,0.565,0.638,0.437,0.803,0.363	0.001
75	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28474165	28474234	75	59,58,24,42,70,52	40,52,36,20,51,42	42,41,34,25,69,60	42,51,25,35,32,68	221	317	0.397832137579	1.0	0.679,0.615,0.489,0.751,0.663,0.64	0.589,0.536,0.661,0.506,0.756,0.559	0.038
76	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28469408	28469474	28463465	28463499	28474165	28474234	76	59,58,24,42,70,52	25,17,15,13,26,22	42,41,34,25,69,60	13,14,7,11,19,31	221	215	0.517302756463	1.0	0.697,0.768,0.609,0.759,0.724,0.697	0.759,0.74,0.825,0.689,0.779,0.653	-0.032
77	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28466673	28466874	28463997	28464069	28468729	28468897	77	11,22,6,11,7,11	21,35,23,20,18,14	10,12,8,6,10,17	31,19,19,16,25,57	224	350	0.235824026766	1.0	0.45,0.495,0.29,0.462,0.378,0.551	0.335,0.497,0.397,0.369,0.385,0.318	0.054
78	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28468729	28468897	28463997	28464069	28469408	28469474	78	7,19,4,5,6,5	85,91,56,47,80,63	8,6,8,6,9,10	71,54,43,51,38,132	224	317	0.572105347677	1.0	0.104,0.228,0.092,0.131,0.096,0.101	0.138,0.136,0.208,0.143,0.251,0.097	-0.037
79	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28469408	28469474	79	13,14,11,15,16,14	47,46,35,32,44,34	23,14,11,12,16,23	31,32,17,31,15,85	350	317	0.0834914154793	0.898818307873	0.2,0.216,0.222,0.298,0.248,0.272	0.402,0.284,0.37,0.26,0.491,0.197	-0.091
80	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28474165	28474234	80	13,16,14,17,16,14	42,52,36,24,50,43	23,14,11,13,15,27	36,51,20,29,29,70	350	317	0.344994954734	1.0	0.219,0.218,0.26,0.391,0.225,0.228	0.367,0.199,0.333,0.289,0.319,0.259	-0.037
