Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000103682	1.54427388125e-05	0.0111245251222	7	25042078	25046752	1	processed_transcript	si:dkey-23i12.5	si:dkey-23i12.5 [Source:NCBI gene;Acc:325112]
ENSDARG00000043474	1.64338229298e-05	0.011610811935	8	14003232	14052349	-1	protein_coding	atp2b3a	ATPase plasma membrane Ca2+ transporting 3a [Source:ZFIN;Acc:ZDB-GENE-040718-174]
ENSDARG00000053091	1.69758979975e-05	0.0117675003119	5	43860564	43959972	-1	protein_coding	DAB2	si:ch211-204c21.1 [Source:ZFIN;Acc:ZDB-GENE-030429-35]
ENSDARG00000037574	1.80927957557e-05	0.0123094670976	14	8940326	9002405	1	protein_coding	rps6kal	ribosomal protein S6 kinase a, like [Source:NCBI gene;Acc:337670]
ENSDARG00000078797	1.96517200234e-05	0.0131269916716	19	1688727	1738445	1	protein_coding	dennd3a	DENN/MADD domain containing 3a [Source:ZFIN;Acc:ZDB-GENE-091230-6]
ENSDARG00000009693	2.30437244777e-05	0.0151179177426	3	39970355	40054749	-1	protein_coding	llgl1	LLGL scribble cell polarity complex component 1 [Source:ZFIN;Acc:ZDB-GENE-060825-69]
ENSDARG00000020574	2.39810627605e-05	0.0154276841032	3	26081343	26157066	1	protein_coding	atp2a1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:ZFIN;Acc:ZDB-GENE-020905-1]
ENSDARG00000055338	2.43557439774e-05	0.0154276841032	21	27482149	27507786	-1	protein_coding	CAPN1	si:dkeyp-50d11.2 [Source:ZFIN;Acc:ZDB-GENE-091113-22]
ENSDARG00000098538	2.57962230767e-05	0.0160631769426	KN150189.1	3	9866	1	protein_coding	CABZ01112049.1	intestinal mucin-like protein [Source:NCBI gene;Acc:100332723]
ENSDARG00000056080	2.98395819663e-05	0.0180750697427	13	21712284	21739142	-1	protein_coding	si:dkey-191g9.5	si:dkey-191g9.5 [Source:ZFIN;Acc:ZDB-GENE-090313-217]
ENSDARG00000076312	3.00111395058e-05	0.0180750697427	14	12222543	12307522	-1	protein_coding	myot	myotilin [Source:ZFIN;Acc:ZDB-GENE-110411-129]
ENSDARG00000074331	3.27158682463e-05	0.0192752620677	23	21978584	22060520	1	protein_coding	eif4g3b	eukaryotic translation initiation factor 4 gamma, 3b [Source:ZFIN;Acc:ZDB-GENE-090312-49]
ENSDARG00000071113	3.30912002946e-05	0.0192752620677	6	10170241	10233650	-1	protein_coding	xirp2a	xin actin binding repeat containing 2a [Source:ZFIN;Acc:ZDB-GENE-040108-7]
ENSDARG00000010244	3.43787988339e-05	0.0192752620677	24	26475182	26479841	-1	protein_coding	rpl22l1	ribosomal protein L22-like 1 [Source:ZFIN;Acc:ZDB-GENE-060804-3]
ENSDARG00000041363	3.459425083e-05	0.0192752620677	16	5145132	5154032	-1	protein_coding	dctn3	dynactin 3 (p22) [Source:ZFIN;Acc:ZDB-GENE-040704-65]
ENSDARG00000056080	3.46271617754e-05	0.0192752620677	13	21712284	21739142	-1	protein_coding	si:dkey-191g9.5	si:dkey-191g9.5 [Source:ZFIN;Acc:ZDB-GENE-090313-217]
ENSDARG00000061621	3.96923067508e-05	0.0217650098167	16	17763848	17798412	1	protein_coding	them4	thioesterase superfamily member 4 [Source:ZFIN;Acc:ZDB-GENE-070112-982]
ENSDARG00000069415	4.19823124035e-05	0.0226821790499	1	49568335	49605854	1	protein_coding	col17a1a	collagen, type XVII, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090313-107]
ENSDARG00000000529	4.46907577131e-05	0.0237955615597	9	54716436	54743987	1	protein_coding	ofd1	OFD1 centriole and centriolar satellite protein [Source:NCBI gene;Acc:327216]
ENSDARG00000079382	4.69823573961e-05	0.0246583546911	14	6209810	6229020	-1	protein_coding	hdx	highly divergent homeobox [Source:ZFIN;Acc:ZDB-GENE-140106-165]
ENSDARG00000039399	4.86204868871e-05	0.0251587051795	13	28634862	28674422	-1	protein_coding	nt5c2a	5'-nucleotidase, cytosolic IIa [Source:ZFIN;Acc:ZDB-GENE-030131-3566]
ENSDARG00000045064	5.34046212513e-05	0.0272504497243	12	30046320	30220346	1	protein_coding	ablim1b	actin binding LIM protein 1b [Source:ZFIN;Acc:ZDB-GENE-050327-91]
ENSDARG00000027082	5.57608668751e-05	0.0275373608743	17	16298122	16324565	-1	protein_coding	hmbox1a	homeobox containing 1a [Source:ZFIN;Acc:ZDB-GENE-050913-89]
ENSDARG00000032614	5.60038074887e-05	0.0275373608743	15	30424645	30832897	-1	protein_coding	msi2b	musashi RNA-binding protein 2b [Source:ZFIN;Acc:ZDB-GENE-040426-1268]
ENSDARG00000059606	5.62155220767e-05	0.0275373608743	5	58687541	58696264	1	protein_coding	ccdc84	coiled-coil domain containing 84 [Source:ZFIN;Acc:ZDB-GENE-060929-1174]
ENSDARG00000055536	6.23781707784e-05	0.0300694533033	21	28502340	28513055	1	protein_coding	otub1a	OTU deubiquitinase, ubiquitin aldehyde binding 1a [Source:ZFIN;Acc:ZDB-GENE-040718-108]
ENSDARG00000100947	6.30215276505e-05	0.0300694533033	3	42964045	42981739	-1	protein_coding	mafk	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K [Source:ZFIN;Acc:ZDB-GENE-040624-9]
ENSDARG00000056001	6.5421272001e-05	0.0308142578467	10	33895315	33999781	1	protein_coding	fryb	furry homolog b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-080215-5]
ENSDARG00000077666	6.8632471478e-05	0.0318213306497	2	10709557	10760516	1	protein_coding	evi5a	ecotropic viral integration site 5a [Source:ZFIN;Acc:ZDB-GENE-110218-2]
ENSDARG00000069415	6.92916642254e-05	0.0318213306497	1	49568335	49605854	1	protein_coding	col17a1a	collagen, type XVII, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090313-107]
ENSDARG00000004636	7.1660093636e-05	0.0325027182728	15	26903267	26931541	-1	protein_coding	ccdc9	coiled-coil domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-060929-520]
ENSDARG00000005883	7.78615837204e-05	0.0344056844768	3	19152222	19200651	-1	protein_coding	rfx1a	regulatory factor X, 1a (influences HLA class II expression) [Source:ZFIN;Acc:ZDB-GENE-070424-94]
ENSDARG00000069937	7.84641001231e-05	0.0344056844768	3	47130912	47213115	1	protein_coding	dnm2a	dynamin 2a [Source:ZFIN;Acc:ZDB-GENE-050913-84]
ENSDARG00000060631	7.91832817267e-05	0.0344056844768	5	33356425	33460959	-1	protein_coding	GARNL3	si:ch211-182d3.1 [Source:NCBI gene;Acc:560594]
ENSDARG00000037574	7.96015999491e-05	0.0344056844768	14	8940326	9002405	1	protein_coding	rps6kal	ribosomal protein S6 kinase a, like [Source:NCBI gene;Acc:337670]
ENSDARG00000002589	8.17233094991e-05	0.0349120077638	12	15002757	15010996	1	protein_coding	mylpfb	myosin light chain, phosphorylatable, fast skeletal muscle b [Source:ZFIN;Acc:ZDB-GENE-040912-115]
ENSDARG00000030155	8.38128162566e-05	0.0352483718607	8	18010568	18036639	1	protein_coding	ssbp3b	single stranded DNA binding protein 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2801]
ENSDARG00000040338	8.44295360174e-05	0.0352483718607	10	8401929	8412964	1	protein_coding	hvcn1	hydrogen voltage-gated channel 1 [Source:NCBI gene;Acc:436618]
ENSDARG00000045842	8.70742719019e-05	0.03565296349	4	5341592	5368158	1	protein_coding	zgc:113263	zgc:113263 [Source:ZFIN;Acc:ZDB-GENE-050306-34]
ENSDARG00000034160	8.74994932487e-05	0.03565296349	17	40879331	40903365	1	protein_coding	slc4a1ap	solute carrier family 4 member 1 adaptor protein [Source:ZFIN;Acc:ZDB-GENE-080521-2]
ENSDARG00000041203	8.88260403722e-05	0.03565296349	7	742517	753231	-1	protein_coding	drap1	DR1-associated protein 1 (negative cofactor 2 alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-400]
ENSDARG00000023683	8.97623083781e-05	0.03565296349	8	22851472	22927224	1	protein_coding	cacna1fb	calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:ZFIN;Acc:ZDB-GENE-031104-1]
ENSDARG00000005179	9.11226520935e-05	0.03565296349	17	38738840	38778901	-1	protein_coding	dglucy	D-glutamate cyclase [Source:ZFIN;Acc:ZDB-GENE-070725-6]
ENSDARG00000097902	9.21875660699e-05	0.03565296349	17	16046132	16084578	1	protein_coding	si:ch73-204p21.2	si:ch73-204p21.2 [Source:ZFIN;Acc:ZDB-GENE-050208-49]
ENSDARG00000091652	9.21917181074e-05	0.03565296349	2	16597011	16647259	1	protein_coding	xrn1	5'-3' exoribonuclease 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1203]
ENSDARG00000041203	9.34233522966e-05	0.0357529222919	7	742517	753231	-1	protein_coding	drap1	DR1-associated protein 1 (negative cofactor 2 alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-400]
ENSDARG00000040338	0.000103431969854	0.0390603173085	10	8401929	8412964	1	protein_coding	hvcn1	hydrogen voltage-gated channel 1 [Source:NCBI gene;Acc:436618]
ENSDARG00000045019	0.000104802196191	0.0390603173085	6	59913147	59922078	1	protein_coding	aamp	angio-associated, migratory cell protein [Source:ZFIN;Acc:ZDB-GENE-040426-2370]
ENSDARG00000077584	0.000105255216896	0.0390603173085	7	34487833	34492609	1	protein_coding	cln6a	CLN6 transmembrane ER protein a [Source:ZFIN;Acc:ZDB-GENE-041010-57]
ENSDARG00000045019	0.000116748091296	0.0428247090834	6	59913147	59922078	1	protein_coding	aamp	angio-associated, migratory cell protein [Source:ZFIN;Acc:ZDB-GENE-040426-2370]
ENSDARG00000023111	0.00011773035786	0.0428247090834	20	42688488	42702884	-1	protein_coding	plg	plasminogen [Source:ZFIN;Acc:ZDB-GENE-030131-1411]
ENSDARG00000067796	0.000120246880967	0.0429157228156	25	35565590	35599887	-1	protein_coding	clpxb	caseinolytic mitochondrial matrix peptidase chaperone subunit b [Source:ZFIN;Acc:ZDB-GENE-130404-1]
ENSDARG00000036784	0.00012047382152	0.0429157228156	23	17102960	17114092	1	protein_coding	commd7	COMM domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-040801-96]
ENSDARG00000045019	0.00012148493897	0.0429157228156	6	59913147	59922078	1	protein_coding	aamp	angio-associated, migratory cell protein [Source:ZFIN;Acc:ZDB-GENE-040426-2370]
ENSDARG00000001933	0.000123139453131	0.0430859082722	2	13056802	13148453	1	protein_coding	prkag2b	protein kinase, AMP-activated, gamma 2 non-catalytic subunit b [Source:ZFIN;Acc:ZDB-GENE-070912-442]
ENSDARG00000073802	0.000124913233121	0.0432942195437	11	33312601	33558093	1	protein_coding	cntnap5l	contactin associated protein-like 5 like [Source:ZFIN;Acc:ZDB-GENE-140106-102]
ENSDARG00000039850	0.000132253465243	0.0454099070987	2	881954	898899	-1	protein_coding	dusp22b	dual specificity phosphatase 22b [Source:NCBI gene;Acc:100002272]
ENSDARG00000059773	0.00013603966989	0.0462774206675	3	37235924	37476475	-1	protein_coding	SRCIN1	si:ch211-278a6.1 [Source:ZFIN;Acc:ZDB-GENE-060503-699]
ENSDARG00000037574	0.0001431222004	0.0482400598211	14	8940326	9002405	1	protein_coding	rps6kal	ribosomal protein S6 kinase a, like [Source:NCBI gene;Acc:337670]
