Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000010316	2.12639984076e-06	0.00188578952032	8	46353203	46386060	-1	protein_coding	qars1	glutaminyl-tRNA synthetase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1011]
ENSDARG00000111246	2.23418537371e-06	0.00190799430915	8	24799688	24803111	-1	protein_coding	BX324132.3	
ENSDARG00000045750	2.37353185806e-06	0.00195460348511	4	10888762	10909086	1	protein_coding	syt10	synaptotagmin X [Source:ZFIN;Acc:ZDB-GENE-041210-297]
ENSDARG00000045776	2.5237830783e-06	0.00200666862826	23	4699144	4705253	-1	protein_coding	cnbpa	CCHC-type zinc finger, nucleic acid binding protein a [Source:ZFIN;Acc:ZDB-GENE-030131-5045]
ENSDARG00000111326	2.86333331423e-06	0.00220075798532	4	19903784	19921410	-1	protein_coding	BX323820.1	cadherin-related family member 5, related sequence [Source:NCBI gene;Acc:561298]
ENSDARG00000006899	3.23080605702e-06	0.00240309438912	25	16079913	16129678	1	protein_coding	far1	fatty acyl CoA reductase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2908]
ENSDARG00000063161	3.94878865928e-06	0.0028366926825	10	11767791	11788565	1	protein_coding	ppwd1	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:ZFIN;Acc:ZDB-GENE-070615-16]
ENSDARG00000105479	4.05979957163e-06	0.0028366926825	14	30898255	30918662	-1	protein_coding	si:ch211-126c2.4	si:ch211-126c2.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3087]
ENSDARG00000029952	4.83244402882e-06	0.00327724983578	8	25247245	25293690	1	protein_coding	ampd2b	adenosine monophosphate deaminase 2b [Source:ZFIN;Acc:ZDB-GENE-070713-5]
ENSDARG00000098538	5.32896519778e-06	0.0035107222723	KN150189.1	3	9866	1	protein_coding	CABZ01112049.1	intestinal mucin-like protein [Source:NCBI gene;Acc:100332723]
ENSDARG00000020085	5.81490485752e-06	0.00372444656124	18	34158178	34171280	-1	protein_coding	slc33a1	solute carrier family 33 member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1241]
ENSDARG00000004055	6.35581250796e-06	0.00396087364347	4	18207655	18281160	-1	protein_coding	uhrf1bp1l	UHRF1 binding protein 1-like [Source:ZFIN;Acc:ZDB-GENE-041210-177]
ENSDARG00000053956	7.17992868193e-06	0.00420136566725	5	37649206	37709139	1	protein_coding	sptbn2	spectrin, beta, non-erythrocytic 2 [Source:ZFIN;Acc:ZDB-GENE-030131-787]
ENSDARG00000069733	7.24024677379e-06	0.00420136566725	13	15182149	15213869	1	protein_coding	mavs	mitochondrial antiviral signaling protein [Source:ZFIN;Acc:ZDB-GENE-070112-1402]
ENSDARG00000077810	7.28834359831e-06	0.00420136566725	23	43668756	43692121	1	protein_coding	otud4	OTU deubiquitinase 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5338]
ENSDARG00000012625	8.47210581167e-06	0.00476462965379	24	28252520	28381437	-1	protein_coding	prkag2a	protein kinase, AMP-activated, gamma 2 non-catalytic subunit a [Source:ZFIN;Acc:ZDB-GENE-060929-160]
ENSDARG00000044373	1.02341126095e-05	0.00553830711948	6	32300018	32315494	-1	protein_coding	atg4c	autophagy related 4C, cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-040625-84]
ENSDARG00000062592	1.03281813747e-05	0.00553830711948	10	33171501	33179988	1	protein_coding	myl10	myosin, light chain 10, regulatory [Source:ZFIN;Acc:ZDB-GENE-050417-421]
ENSDARG00000043680	1.17999955085e-05	0.00618373400989	20	9172301	9199721	-1	protein_coding	ylpm1	YLP motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2196]
ENSDARG00000101722	1.40546254167e-05	0.00720159006352	21	45856443	45871866	-1	protein_coding	larp1	La ribonucleoprotein 1, translational regulator [Source:ZFIN;Acc:ZDB-GENE-030131-5386]
ENSDARG00000058892	1.69505504706e-05	0.0084966476685	6	6445065	6487876	-1	protein_coding	cep170ab	centrosomal protein 170Ab [Source:ZFIN;Acc:ZDB-GENE-050309-106]
ENSDARG00000016443	1.75044830624e-05	0.00858762490325	12	3944229	3962372	-1	protein_coding	eif3c	eukaryotic translation initiation factor 3, subunit C [Source:NCBI gene;Acc:334234]
ENSDARG00000058371	1.80910626872e-05	0.00869049423836	23	10173196	10177458	-1	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]
ENSDARG00000021378	1.87281192066e-05	0.00881291780951	25	7718967	7764083	-1	protein_coding	phf21ab	PHD finger protein 21Ab [Source:ZFIN;Acc:ZDB-GENE-030131-6456]
ENSDARG00000051975	1.95917174551e-05	0.00903491642159	1	33353174	33380340	-1	protein_coding	cd99	CD99 molecule [Source:ZFIN;Acc:ZDB-GENE-061103-391]
ENSDARG00000038585	2.10173736221e-05	0.00950232550938	2	45116819	45135618	-1	protein_coding	eif4e2	eukaryotic translation initiation factor 4E family member 2 [Source:ZFIN;Acc:ZDB-GENE-050327-59]
ENSDARG00000114038	2.36482265101e-05	0.0104861693629	10	33367355	33379850	-1	protein_coding	ska2	spindle and kinetochore associated complex subunit 2 [Source:NCBI gene;Acc:449942]
ENSDARG00000031954	2.65550290797e-05	0.0115529407645	22	10145098	10165446	-1	protein_coding	rbck1	RanBP-type and C3HC4-type zinc finger containing 1 [Source:ZFIN;Acc:ZDB-GENE-040704-3]
ENSDARG00000092394	2.79250360532e-05	0.0119239903947	20	23203946	23226453	-1	protein_coding	dcun1d4	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) [Source:NCBI gene;Acc:556765]
ENSDARG00000038113	4.20682239011e-05	0.0176365292129	23	43405205	43454523	-1	protein_coding	rprd1b	regulation of nuclear pre-mRNA domain containing 1B [Source:ZFIN;Acc:ZDB-GENE-030131-355]
ENSDARG00000070407	4.48721967861e-05	0.0184761270267	19	34742706	34746878	1	protein_coding	abitram	actin binding transcription modulator [Source:NCBI gene;Acc:560419]
ENSDARG00000006899	4.65759465333e-05	0.0186607002901	25	16079913	16129678	1	protein_coding	far1	fatty acyl CoA reductase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2908]
ENSDARG00000099752	4.75788773476e-05	0.0186607002901	7	20587506	20600570	1	protein_coding	si:dkey-19b23.7	si:dkey-19b23.7 [Source:ZFIN;Acc:ZDB-GENE-141216-311]
ENSDARG00000105159	4.77483440504e-05	0.0186607002901	7	51710354	51749895	-1	protein_coding	hdac8	phosphorylase kinase, alpha 1a (muscle) [Source:NCBI gene;Acc:572183]
ENSDARG00000039406	5.2654242382e-05	0.0199267418356	13	28747934	28774347	1	protein_coding	prom2	prominin 2 [Source:ZFIN;Acc:ZDB-GENE-080723-16]
ENSDARG00000053535	5.27162482423e-05	0.0199267418356	1	34365845	34450784	-1	protein_coding	lmo7b	LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]
ENSDARG00000093492	6.47310323646e-05	0.0233785880736	23	29185852	29257561	-1	processed_transcript	CR677617.1	
ENSDARG00000076729	6.52355030546e-05	0.0233785880736	7	56889879	57086457	1	protein_coding	myo9aa	myosin IXAa [Source:NCBI gene;Acc:100006612]
ENSDARG00000070021	6.57852440273e-05	0.0233785880736	3	40936094	40945724	-1	protein_coding	cyp3c4	cytochrome P450, family 3, subfamily C, polypeptide 4 [Source:ZFIN;Acc:ZDB-GENE-060929-96]
ENSDARG00000068457	6.59037307998e-05	0.0233785880736	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000020085	6.87848775309e-05	0.0237341759275	18	34158178	34171280	-1	protein_coding	slc33a1	solute carrier family 33 member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1241]
ENSDARG00000045518	6.89647752251e-05	0.0237341759275	4	25251855	25271455	-1	protein_coding	tmem110l	transmembrane protein 110, like [Source:ZFIN;Acc:ZDB-GENE-040426-912]
ENSDARG00000058371	8.73898978031e-05	0.0296328862286	23	10173196	10177458	-1	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]
ENSDARG00000068698	9.1595934047e-05	0.0304796653374	15	37545855	37550338	1	protein_coding	psenen	presenilin enhancer, gamma-secretase subunit [Source:NCBI gene;Acc:402810]
ENSDARG00000074747	9.25308601621e-05	0.0304796653374	15	5828994	5895124	-1	protein_coding	brwd1	bromodomain and WD repeat domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041111-120]
ENSDARG00000005179	9.61217583202e-05	0.0312165563852	17	38738840	38778901	-1	protein_coding	dglucy	D-glutamate cyclase [Source:ZFIN;Acc:ZDB-GENE-070725-6]
ENSDARG00000103759	0.000115634087349	0.0370318164735	8	41186027	41228534	-1	protein_coding	fahd2a	fumarylacetoacetate hydrolase domain containing 2A [Source:ZFIN;Acc:ZDB-GENE-040426-2499]
ENSDARG00000100456	0.000121535402274	0.0383885384333	19	1790797	1848480	1	protein_coding	ptk2aa	protein tyrosine kinase 2aa [Source:ZFIN;Acc:ZDB-GENE-031114-5]
ENSDARG00000029500	0.000128030097203	0.0395136590958	7	59649399	59664545	1	protein_coding	rpl34	ribosomal protein L34 [Source:NCBI gene;Acc:394097]
ENSDARG00000060927	0.000128524782383	0.0395136590958	18	49225552	49247479	1	protein_coding	si:ch211-136a13.1	si:ch211-136a13.1 [Source:ZFIN;Acc:ZDB-GENE-050419-214]
ENSDARG00000101128	0.000146494026215	0.0444455165324	22	20720808	20747062	1	protein_coding	si:dkey-211f22.5	si:dkey-211f22.5 [Source:ZFIN;Acc:ZDB-GENE-141216-381]
ENSDARG00000008142	0.000152725365647	0.0457343049492	23	1661743	1698431	1	protein_coding	stxbp3	syntaxin binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2833]
ENSDARG00000113761	0.000160156937491	0.0473448546752	15	45008585	45246911	-1	protein_coding	DYNC2H1	dynein cytoplasmic 2 heavy chain 1 [Source:NCBI gene;Acc:100332402]
ENSDARG00000045019	0.000168014746815	0.0490390383805	6	59913147	59922078	1	protein_coding	aamp	angio-associated, migratory cell protein [Source:ZFIN;Acc:ZDB-GENE-040426-2370]
