ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"ENSDARG00000009299"	"dusp8a"	chr25	-	23015607	23015746	23030310	23030665	22982691	22982858	23052425	23052707	29	30,33,43,22,36,43	43,41,44,30,37,45	28,32,42,23,38,39	20,48,65,21,66,38	298	288	0.776994556656	1.0	0.403,0.438,0.486,0.415,0.485,0.48	0.575,0.392,0.384,0.514,0.358,0.498	-0.002
30	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3007561	3007708	3001179	3001388	3008045	3008297	30	12,18,13,2,11,27	9,11,11,9,12,6	10,12,28,19,24,21	9,12,33,9,21,12	242	296	0.869250545217	1.0	0.62,0.667,0.591,0.214,0.529,0.846	0.576,0.55,0.509,0.721,0.583,0.682	-0.026
31	"ENSDARG00000103878"	"anpepb"	chr25	+	10825827	10825968	10826834	10826916	10825573	10825741	10827258	10827771	31	271,370,239,143,328,284	151,224,157,84,204,171	295,221,383,309,332,416	171,131,197,189,192,254	290	231	0.596005835793	1.0	0.588,0.568,0.548,0.576,0.562,0.57	0.579,0.573,0.608,0.566,0.579,0.566	-0.01
32	"ENSDARG00000018681"	"saal1"	chr25	-	8183651	8183824	8186533	8186704	8180904	8180997	8188464	8188547	32	10,19,15,13,12,9	18,29,18,26,31,17	11,10,12,5,12,19	15,18,14,7,11,20	298	298	0.117842152822	1.0	0.357,0.396,0.455,0.333,0.279,0.346	0.423,0.357,0.462,0.417,0.522,0.487	-0.084
33	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26831697	26832174	26830063	26830166	26833053	26833100	33	10,16,13,6,11,6	29,26,30,19,40,51	11,11,19,7,8,18	37,17,53,34,87,54	298	269	0.549270852033	1.0	0.237,0.357,0.281,0.222,0.199,0.096	0.212,0.369,0.244,0.157,0.077,0.231	0.017
34	"ENSDARG00000089207"	"ankrd27"	chr25	+	36414543	36414700	36416416	36416574	36414341	36414452	36417585	36417645	34	29,17,23,16,18,23	13,18,16,12,20,16	11,15,19,9,37,17	18,9,17,23,18,27	298	298	0.189638711926	1.0	0.69,0.486,0.59,0.571,0.474,0.59	0.379,0.625,0.528,0.281,0.673,0.386	0.088
35	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417721	36417775	36418040	36418157	36417585	36417645	36418739	36418816	35	3,6,6,8,4,3	5,5,4,4,4,3	2,0,5,6,4,6	3,2,10,4,5,10	203	266	0.158481810991	1.0	0.44,0.611,0.663,0.724,0.567,0.567	0.466,0.0,0.396,0.663,0.512,0.44	0.183
36	"ENSDARG00000020395"	"mical2b"	chr25	+	16251462	16251591	16253983	16254076	16248923	16249055	16255620	16255731	36	7,7,7,3,6,5	13,5,14,2,1,1	7,9,10,1,14,25	5,5,14,6,6,4	278	242	0.779722209676	1.0	0.319,0.549,0.303,0.566,0.839,0.813	0.549,0.61,0.383,0.127,0.67,0.845	0.034
37	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7857438	7857543	7850434	7850634	7857928	7857997	37	6,14,16,9,9,8	8,11,5,10,7,8	6,7,16,2,12,8	13,12,20,14,12,12	254	254	0.0157250034121	0.481970310356	0.429,0.56,0.762,0.474,0.563,0.5	0.316,0.368,0.444,0.125,0.5,0.4	0.189
38	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7858077	7858109	7850434	7850634	7860976	7861026	38	6,12,13,7,9,8	8,8,7,8,5,1	5,6,16,3,12,8	4,5,7,2,12,4	254	181	0.91775253659	1.0	0.348,0.517,0.57,0.384,0.562,0.851	0.471,0.461,0.62,0.517,0.416,0.588	0.027
39	"ENSDARG00000079917"	"rassf7a"	chr25	+	25487635	25487784	25488072	25488935	25453220	25453653	25490862	25491034	39	2,3,5,3,8,8	29,29,14,12,22,15	2,8,6,4,4,7	19,18,40,13,25,26	298	298	0.837096072782	1.0	0.065,0.094,0.263,0.2,0.267,0.348	0.095,0.308,0.13,0.235,0.138,0.212	0.02
40	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904755	31905055	31907328	31907603	40	34,78,59,37,55,47	92,140,140,57,124,114	51,43,61,49,80,78	118,101,114,99,162,127	207	241	0.526326341522	1.0	0.301,0.393,0.329,0.43,0.341,0.324	0.335,0.331,0.384,0.366,0.365,0.417	-0.013
41	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904937	31905052	31907328	31907417	41	34,67,59,28,52,47	1,3,1,2,2,4	48,39,56,46,80,66	3,4,0,2,5,1	207	241	1	1.0	0.975,0.963,0.986,0.942,0.968,0.932	0.949,0.919,1.0,0.964,0.949,0.987	-0.0
42	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906800	31906858	31907328	31907417	31905464	31905556	31907554	31907590	42	4,2,2,0,5,1	57,124,97,72,103,103	0,1,0,0,11,3	94,125,123,99,108,137	238	207	0.880785096878	1.0	0.058,0.014,0.018,0.0,0.041,0.008	0.0,0.007,0.0,0.0,0.081,0.019	0.005
43	"ENSDARG00000062204"	"sigirr"	chr25	+	22115812	22116017	22126995	22127123	22107642	22107796	22132220	22132361	43	13,15,8,5,5,12	3,6,3,1,14,22	5,8,7,11,9,11	2,2,4,3,24,1	298	277	0.462728174071	1.0	0.801,0.699,0.713,0.823,0.249,0.336	0.699,0.788,0.619,0.773,0.258,0.911	-0.071
44	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022548	16016611	16016679	16027781	16027917	44	13,11,9,8,8,14	40,48,30,25,52,38	2,7,13,2,21,13	22,35,51,26,46,35	210	288	0.694814446105	1.0	0.308,0.239,0.291,0.305,0.174,0.336	0.111,0.215,0.259,0.095,0.385,0.337	0.042
45	"ENSDARG00000023694"	"spon1b"	chr25	+	15770994	15771135	15774997	15775073	15769157	15769359	15779123	15779309	45	39,52,45,26,62,54	31,52,45,23,36,55	40,52,90,49,87,53	14,44,48,43,51,40	290	225	0.0742666835462	1.0	0.494,0.437,0.437,0.467,0.572,0.432	0.689,0.478,0.593,0.469,0.57,0.507	-0.078
46	"ENSDARG00000023694"	"spon1b"	chr25	+	15774997	15775073	15779123	15779309	15770994	15771135	15787356	15787527	46	40,40,23,25,41,40	74,64,60,43,78,99	32,37,65,27,53,49	50,59,115,65,109,97	225	298	0.651932183277	1.0	0.417,0.453,0.337,0.435,0.41,0.349	0.459,0.454,0.428,0.355,0.392,0.401	-0.015
47	"ENSDARG00000040427"	"acot19"	chr25	-	31719177	31719258	31727717	31727837	31718910	31719052	31731524	31731694	47	7,9,7,14,8,4	3,5,2,9,13,12	4,2,13,11,3,5	1,1,17,13,8,8	269	230	0.390747078376	1.0	0.666,0.606,0.75,0.571,0.345,0.222	0.774,0.631,0.395,0.42,0.243,0.348	0.058
48	"ENSDARG00000073905"	"vwa5a"	chr25	+	259073	259106	259249	259291	258882	258912	259432	259519	48	1,1,0,0,1,0	17,28,19,12,21,12	0,0,3,0,0,0	14,10,18,20,25,11	182	191	1	1.0	0.058,0.036,0.0,0.0,0.048,0.0	0.0,0.0,0.149,0.0,0.0,0.0	-0.001
49	"ENSDARG00000062477"	"kiaa1549la"	chr25	+	15438637	15438798	15440826	15440862	15434437	15434609	15450741	15450929	49	62,88,52,40,56,60	18,9,16,12,20,17	53,53,95,51,97,74	4,19,24,14,25,27	298	185	0.94074788924	1.0	0.681,0.859,0.669,0.674,0.635,0.687	0.892,0.634,0.711,0.693,0.707,0.63	-0.01
50	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310340	3310465	3312202	3312330	3307053	3307203	3314065	3314245	50	1670,2633,2041,1646,2221,1971	2149,3290,2392,1812,2827,2783	1747,2016,3197,1990,3238,2922	2136,2590,3479,2637,3448,3377	274	277	0.409082845173	1.0	0.44,0.447,0.463,0.479,0.443,0.417	0.453,0.44,0.482,0.433,0.487,0.467	-0.012
51	"ENSDARG00000070971"	"furinb"	chr25	-	8805620	8805709	8832728	8832805	8803225	8803398	8834958	8835087	51	21,29,23,18,46,20	28,56,33,43,67,25	23,26,29,15,28,53	27,45,57,23,46,70	226	238	0.816026096659	1.0	0.441,0.353,0.423,0.306,0.42,0.457	0.473,0.378,0.349,0.407,0.391,0.444	-0.007
52	"ENSDARG00000089663"	"lsm3"	chr22	-	31668030	31668126	31671866	31671977	31660963	31662010	31672170	31672566	52	14,7,7,7,8,18	83,121,130,70,120,117	7,8,9,6,5,6	78,112,171,116,146,162	260	245	0.00435492102605	0.232988274894	0.137,0.052,0.048,0.086,0.059,0.127	0.078,0.063,0.047,0.046,0.031,0.034	0.035
53	"ENSDARG00000099999"	"tcf3b"	chr22	-	20337050	20337123	20338210	20338307	20331566	20331628	20341667	20342260	53	36,49,43,25,40,45	28,43,22,28,35,41	24,29,63,28,64,63	29,29,39,28,46,21	246	222	0.570557470095	1.0	0.537,0.507,0.638,0.446,0.508,0.498	0.428,0.474,0.593,0.474,0.557,0.73	-0.02
55	"ENSDARG00000053973"	"fetub"	chr22	+	37891973	37892140	37894950	37895037	37891398	37891486	37897709	37900135	55	2735,5651,3593,2376,5523,4937	1163,2557,1701,1141,2441,2186	3657,4910,4287,5271,6686,5853	1537,2276,1864,2114,2843,2608	298	236	0.435754024364	1.0	0.651,0.636,0.626,0.623,0.642,0.641	0.653,0.631,0.646,0.664,0.651,0.64	-0.011
57	"ENSDARG00000019998"	"slc30a7"	chr22	-	16150431	16150519	16151119	16151233	16150212	16150342	16153963	16154065	57	36,67,59,28,62,40	19,34,31,20,36,29	44,51,83,50,55,59	17,27,29,27,27,32	263	237	0.144164251453	1.0	0.631,0.64,0.632,0.558,0.608,0.554	0.7,0.63,0.721,0.625,0.647,0.624	-0.054
58	"ENSDARG00000042484"	"tle2a"	chr22	+	21624674	21624835	21641194	21641258	21618120	21618744	21644598	21644643	58	57,66,47,44,70,61	29,42,15,15,43,43	46,84,86,53,94,67	25,45,62,28,29,35	298	213	0.951743545703	1.0	0.584,0.529,0.691,0.677,0.538,0.503	0.568,0.572,0.498,0.575,0.699,0.578	0.005
59	"ENSDARG00000068478"	"gpx4a"	chr22	-	17590189	17590214	17591595	17591747	17590004	17590064	17594404	17594499	59	4,1,1,0,0,0	109,147,93,117,130,130	0,0,0,0,0,1	109,113,175,104,207,162	298	174	1	1.0	0.021,0.004,0.006,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.004	0.004
60	"ENSDARG00000103760"	"cfhl2"	chr22	-	23737927	23738095	23745056	23745236	23734803	23734980	23745586	23745742	60	50,33,48,36,39,70	65,44,72,45,88,102	27,36,41,31,43,48	33,76,50,38,89,46	298	298	0.775630860706	1.0	0.435,0.429,0.4,0.444,0.307,0.407	0.45,0.321,0.451,0.449,0.326,0.511	-0.014
61	"ENSDARG00000088227"	"tmem163b"	chr22	-	12106920	12107032	12122104	12122201	12100424	12100568	12130222	12130314	61	17,10,17,3,15,10	24,28,31,4,18,36	11,12,16,15,22,19	15,23,23,14,23,34	246	261	0.152162797053	1.0	0.429,0.275,0.368,0.443,0.469,0.228	0.438,0.356,0.425,0.532,0.504,0.372	-0.069
62	"ENSDARG00000099446"	"slit1b"	chr22	-	34851220	34851375	34854708	34854839	34849021	34849328	34859655	34859878	62	24,23,25,14,30,29	18,27,20,27,17,29	10,17,43,22,41,30	19,29,45,12,42,29	280	298	0.561944600839	1.0	0.587,0.476,0.571,0.356,0.653,0.516	0.359,0.384,0.504,0.661,0.51,0.524	0.036
63	"ENSDARG00000002365"	"cers5"	chr22	-	5765427	5765556	5770558	5770651	5763783	5763890	5771110	5771161	63	39,19,14,25,21,23	33,45,21,35,34,34	5,22,43,13,15,38	31,31,49,17,51,49	242	278	0.339274627536	1.0	0.576,0.327,0.434,0.451,0.415,0.437	0.156,0.449,0.502,0.468,0.253,0.471	0.057
64	"ENSDARG00000061665"	"hcn2b"	chr22	+	18971610	18971772	18984500	18984719	18966189	18966613	18997730	18997877	64	10,21,14,18,10,14	16,33,19,27,32,40	8,13,10,18,34,13	16,22,19,22,35,31	298	298	0.358320810719	1.0	0.385,0.389,0.424,0.4,0.238,0.259	0.333,0.371,0.345,0.45,0.493,0.295	-0.032
65	"ENSDARG00000018524"	"midn"	chr22	-	18743912	18744000	18745990	18746222	18743755	18743818	18749250	18749313	65	33,41,36,33,27,33	72,86,92,64,80,69	20,31,41,12,52,39	66,52,92,59,93,92	298	237	0.75416640914	1.0	0.267,0.275,0.237,0.291,0.212,0.276	0.194,0.322,0.262,0.139,0.308,0.252	0.013
66	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022677	21022739	21032123	21032196	21010609	21010694	21046598	21046654	66	73,58,61,28,58,53	43,62,35,42,42,34	69,75,87,70,45,57	68,47,58,44,45,68	222	211	0.813411497297	1.0	0.617,0.471,0.624,0.388,0.568,0.597	0.491,0.603,0.588,0.602,0.487,0.443	0.009
68	"ENSDARG00000061692"	"yjefn3"	chr22	+	18459104	18459215	18461943	18462057	18446672	18446781	18462175	18462326	68	30,48,40,32,50,37	36,46,35,33,56,41	36,33,68,42,58,51	16,35,65,46,68,56	260	263	0.627845285095	1.0	0.457,0.514,0.536,0.495,0.475,0.477	0.695,0.488,0.514,0.48,0.463,0.479	-0.027
69	"ENSDARG00000056966"	"nek7"	chr22	-	23140682	23140777	23153162	23153270	23115143	23115257	23158967	23159076	69	34,55,39,17,48,26	26,47,32,18,36,36	37,25,56,31,72,35	25,36,39,33,42,48	257	244	0.981432647625	1.0	0.554,0.526,0.536,0.473,0.559,0.407	0.584,0.397,0.577,0.471,0.619,0.409	-0.0
70	"ENSDARG00000056966"	"nek7"	chr22	-	23163790	23163901	23170354	23170417	23158967	23159076	23177718	23177850	70	11,18,12,7,19,17	32,48,22,10,34,22	8,24,16,8,14,19	22,13,28,28,45,24	212	260	0.748698094555	1.0	0.297,0.315,0.401,0.462,0.407,0.487	0.308,0.694,0.412,0.259,0.276,0.493	-0.012
71	"ENSDARG00000056966"	"nek7"	chr22	-	23170354	23170417	23177718	23177850	23163790	23163901	23191334	23191414	71	53,62,45,15,43,39	26,23,21,14,18,11	33,23,72,38,63,33	12,15,23,17,18,12	281	212	0.413911159475	1.0	0.606,0.67,0.618,0.447,0.643,0.728	0.675,0.536,0.703,0.628,0.725,0.675	-0.038
72	"ENSDARG00000053774"	"alpi.2"	chr22	+	38779037	38779154	38782716	38782832	38778648	38778956	38782910	38783085	72	51,231,91,86,199,167	71,326,107,93,265,164	164,140,80,159,155,229	152,166,99,163,173,238	266	265	0.141885849367	1.0	0.417,0.414,0.459,0.48,0.428,0.504	0.518,0.457,0.446,0.493,0.472,0.489	-0.029
73	"ENSDARG00000011890"	"cry4"	chr22	-	828487	828604	831156	831609	828145	828290	833918	834106	73	41,39,63,46,41,38	24,31,25,18,22,24	44,48,97,57,81,64	15,25,53,30,22,31	298	266	0.272250941888	1.0	0.604,0.529,0.692,0.695,0.625,0.586	0.724,0.632,0.62,0.629,0.767,0.648	-0.048
74	"ENSDARG00000006266"	"stat1a"	chr22	+	12801099	12801244	12802826	12802977	12798568	12798703	12803099	12803195	74	80,53,50,40,59,53	62,73,61,50,38,44	36,34,59,92,71,62	28,37,77,37,78,47	294	298	0.449497093572	1.0	0.567,0.424,0.454,0.448,0.611,0.55	0.566,0.482,0.437,0.716,0.48,0.572	-0.033
75	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28466673	28466874	28463465	28463499	28468729	28468897	75	88,91,35,40,82,74	15,28,18,10,15,9	57,52,154,60,116,121	14,4,34,14,20,23	221	298	0.3332925378	1.0	0.888,0.814,0.724,0.844,0.881,0.917	0.846,0.946,0.859,0.852,0.887,0.876	-0.033
76	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28469408	28469474	76	46,45,19,20,43,46	35,32,27,22,33,23	26,23,70,30,55,55	19,16,39,29,44,44	221	298	0.652675531438	1.0	0.639,0.655,0.487,0.551,0.637,0.729	0.649,0.66,0.708,0.582,0.628,0.628	-0.026
77	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28474165	28474234	77	59,58,24,42,70,52	30,38,28,14,39,32	31,37,110,42,82,69	32,14,45,38,46,45	221	298	0.889568266398	1.0	0.726,0.673,0.536,0.802,0.708,0.687	0.566,0.781,0.767,0.598,0.706,0.674	0.007
78	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28469408	28469474	28463465	28463499	28474165	28474234	78	59,58,24,42,70,52	25,17,15,13,26,22	31,37,110,42,82,69	13,7,49,12,28,30	221	215	0.743420844858	1.0	0.697,0.768,0.609,0.759,0.724,0.697	0.699,0.837,0.686,0.773,0.74,0.691	-0.029
79	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28466673	28466874	28463997	28464069	28468729	28468897	79	11,22,6,11,7,11	16,30,18,15,16,10	10,5,29,3,26,14	22,4,46,16,20,28	224	298	0.878477475269	1.0	0.478,0.494,0.307,0.494,0.368,0.594	0.377,0.624,0.456,0.2,0.634,0.399	0.008
80	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28468729	28468897	28463997	28464069	28469408	28469474	80	7,19,4,5,6,5	75,77,48,41,68,53	8,4,24,1,19,13	52,49,121,56,105,109	224	298	0.629153062993	1.0	0.11,0.247,0.1,0.14,0.105,0.112	0.17,0.098,0.209,0.023,0.194,0.137	-0.003
81	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28469408	28469474	81	8,9,6,10,14,10	37,32,27,26,32,24	3,4,22,7,23,12	21,17,45,26,49,42	298	298	0.785723177289	1.0	0.178,0.22,0.182,0.278,0.304,0.294	0.125,0.19,0.328,0.212,0.319,0.222	0.01
82	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28474165	28474234	82	8,11,9,12,14,10	32,38,28,18,38,33	7,5,23,5,28,15	34,15,51,35,51,43	298	298	0.935652476386	1.0	0.2,0.224,0.243,0.4,0.269,0.233	0.171,0.25,0.311,0.125,0.354,0.259	0.017
