gene	Counts
ENSDARG00000037259	362
ENSDARG00000037260	91
ENSDARG00000037261	169
ENSDARG00000037278	59
ENSDARG00000037283	226
ENSDARG00000037383	6
ENSDARG00000037410	52
ENSDARG00000037484	52
ENSDARG00000037487	49
ENSDARG00000037576	3
ENSDARG00000037619	0
ENSDARG00000037646	63
ENSDARG00000037654	81
ENSDARG00000037679	160
ENSDARG00000037713	342
ENSDARG00000037747	286
ENSDARG00000037758	2
ENSDARG00000037760	127
ENSDARG00000037777	87
ENSDARG00000038114	46
ENSDARG00000038352	0
ENSDARG00000039063	24
ENSDARG00000039131	500
ENSDARG00000039613	71
ENSDARG00000039615	35
ENSDARG00000040048	189
ENSDARG00000040245	1494
ENSDARG00000040246	15
ENSDARG00000040250	2
ENSDARG00000040252	170
ENSDARG00000041399	0
ENSDARG00000041570	299
ENSDARG00000042688	16
ENSDARG00000042887	182
ENSDARG00000042988	1073
ENSDARG00000043226	16
ENSDARG00000043247	104
ENSDARG00000043271	1
ENSDARG00000043431	17
ENSDARG00000043445	0
ENSDARG00000043548	194
ENSDARG00000043587	219
ENSDARG00000045618	1742
ENSDARG00000045620	255
ENSDARG00000051965	65
ENSDARG00000051981	87
ENSDARG00000051986	1200
ENSDARG00000051989	70
ENSDARG00000051993	1
ENSDARG00000052012	94
ENSDARG00000052016	186
ENSDARG00000052037	24
ENSDARG00000052207	197
ENSDARG00000052348	863
ENSDARG00000052386	161
ENSDARG00000052438	590
ENSDARG00000052480	608
ENSDARG00000052512	18
ENSDARG00000052677	0
ENSDARG00000052703	65
ENSDARG00000052766	26
ENSDARG00000052895	10
ENSDARG00000052899	5
ENSDARG00000053106	22
ENSDARG00000053241	64
ENSDARG00000053248	238
ENSDARG00000053269	86
ENSDARG00000053500	231
ENSDARG00000053502	466
ENSDARG00000053542	173
ENSDARG00000053580	1
ENSDARG00000054031	89
ENSDARG00000054334	60
ENSDARG00000054655	0
ENSDARG00000054680	21
ENSDARG00000056151	2618
ENSDARG00000056163	21
ENSDARG00000056376	14
ENSDARG00000056400	35
ENSDARG00000056742	278
ENSDARG00000056797	231
ENSDARG00000057114	149
ENSDARG00000057303	651
ENSDARG00000058287	170
ENSDARG00000058460	2
ENSDARG00000058464	13
ENSDARG00000058471	212
ENSDARG00000058480	65
ENSDARG00000058803	319
ENSDARG00000058962	28
ENSDARG00000058996	103
ENSDARG00000059060	92
ENSDARG00000059653	564
ENSDARG00000059835	231
ENSDARG00000059900	163
ENSDARG00000060036	595
ENSDARG00000060148	111
ENSDARG00000060184	299
ENSDARG00000060252	274
ENSDARG00000060264	10
ENSDARG00000060383	126
ENSDARG00000060397	476
ENSDARG00000060477	200
ENSDARG00000060620	48
ENSDARG00000060716	84
ENSDARG00000061021	140
ENSDARG00000061451	156
ENSDARG00000061504	157
ENSDARG00000061629	149
ENSDARG00000061732	455
ENSDARG00000061830	164
ENSDARG00000061936	33
ENSDARG00000062055	440
ENSDARG00000062132	551
ENSDARG00000062198	518
ENSDARG00000062309	0
ENSDARG00000062467	34
ENSDARG00000062606	56
ENSDARG00000063003	227
ENSDARG00000063108	3
ENSDARG00000063207	34
ENSDARG00000063253	62
ENSDARG00000063270	169
ENSDARG00000063297	101
ENSDARG00000063385	154
ENSDARG00000067781	19
ENSDARG00000068182	62
ENSDARG00000069114	18
ENSDARG00000069116	243
ENSDARG00000069194	11
ENSDARG00000069249	236
ENSDARG00000069264	26
ENSDARG00000069415	3530
ENSDARG00000069435	12
ENSDARG00000069559	238
ENSDARG00000069595	285
ENSDARG00000069632	70
ENSDARG00000069701	98
ENSDARG00000069707	1
ENSDARG00000069710	0
ENSDARG00000069737	369
ENSDARG00000069799	0
ENSDARG00000069804	5
ENSDARG00000069910	262
ENSDARG00000069946	804
ENSDARG00000069951	221
ENSDARG00000069989	334
ENSDARG00000069996	84
ENSDARG00000070109	228
ENSDARG00000070121	3
ENSDARG00000070266	1303
ENSDARG00000070320	38
ENSDARG00000070321	27
ENSDARG00000070431	402
ENSDARG00000070449	168
ENSDARG00000070452	149
ENSDARG00000070558	47
ENSDARG00000073848	308
ENSDARG00000073902	166
ENSDARG00000073912	9
ENSDARG00000074031	153
ENSDARG00000074069	24
ENSDARG00000074212	10
ENSDARG00000074213	21
ENSDARG00000074275	184
ENSDARG00000074302	1
ENSDARG00000074334	0
ENSDARG00000074372	71
ENSDARG00000074379	38
ENSDARG00000074381	373
ENSDARG00000074451	52
ENSDARG00000074600	46
ENSDARG00000074635	1400
ENSDARG00000074771	59
ENSDARG00000074815	138
ENSDARG00000074860	198
ENSDARG00000074867	92
ENSDARG00000074915	15
ENSDARG00000074989	268
ENSDARG00000075055	0
ENSDARG00000075098	190
ENSDARG00000075108	77
ENSDARG00000075141	74
ENSDARG00000075179	0
ENSDARG00000075194	79
ENSDARG00000075201	185
ENSDARG00000075325	386
ENSDARG00000075505	29
ENSDARG00000075521	126
ENSDARG00000075541	0
ENSDARG00000075639	89
ENSDARG00000075785	1
ENSDARG00000075798	165
ENSDARG00000075827	474
ENSDARG00000075855	0
ENSDARG00000075858	35
ENSDARG00000075859	409
ENSDARG00000075870	80
ENSDARG00000075887	143
ENSDARG00000076174	147
ENSDARG00000076585	183
ENSDARG00000076773	49
ENSDARG00000076833	1805
ENSDARG00000076900	121
ENSDARG00000076928	370
ENSDARG00000077198	1
ENSDARG00000077519	0
ENSDARG00000077533	1439
ENSDARG00000077542	4
ENSDARG00000077648	88
ENSDARG00000077652	131
ENSDARG00000077688	251
ENSDARG00000077721	265
ENSDARG00000077790	72
ENSDARG00000077804	327
ENSDARG00000077874	8
ENSDARG00000078016	83
ENSDARG00000078057	135
ENSDARG00000078108	41
ENSDARG00000078138	20
ENSDARG00000078182	0
ENSDARG00000078233	571
ENSDARG00000078246	5
ENSDARG00000078308	618
ENSDARG00000078318	19
ENSDARG00000078326	189
ENSDARG00000078474	12
ENSDARG00000078525	49
ENSDARG00000078546	61
ENSDARG00000078558	0
ENSDARG00000078599	140
ENSDARG00000078620	9
ENSDARG00000078733	119
ENSDARG00000078751	243
ENSDARG00000078789	200
ENSDARG00000078810	0
ENSDARG00000078854	152
ENSDARG00000078898	607
ENSDARG00000078908	83
ENSDARG00000079043	0
ENSDARG00000079050	0
ENSDARG00000079163	6
ENSDARG00000079183	26
ENSDARG00000079191	18
ENSDARG00000079250	49
ENSDARG00000079280	153
ENSDARG00000079350	305
ENSDARG00000079377	52
ENSDARG00000079434	412
ENSDARG00000079452	1
ENSDARG00000079455	324
ENSDARG00000079501	30
ENSDARG00000079873	54
ENSDARG00000079925	0
ENSDARG00000079973	62
ENSDARG00000079980	21
ENSDARG00000080019	96
ENSDARG00000080051	4
ENSDARG00000081340	0
ENSDARG00000081405	0
ENSDARG00000081597	0
ENSDARG00000081781	0
ENSDARG00000082290	0
ENSDARG00000082429	0
ENSDARG00000082615	0
ENSDARG00000082660	0
ENSDARG00000083023	0
ENSDARG00000083571	0
ENSDARG00000083573	0
ENSDARG00000083979	0
ENSDARG00000084484	0
ENSDARG00000084766	0
ENSDARG00000084908	0
ENSDARG00000085080	0
ENSDARG00000085360	0
ENSDARG00000085746	0
ENSDARG00000086117	0
ENSDARG00000086166	4
ENSDARG00000086301	1
ENSDARG00000086790	89
ENSDARG00000086859	0
ENSDARG00000086957	99
ENSDARG00000087054	0
ENSDARG00000087148	0
ENSDARG00000087290	12
ENSDARG00000087333	185
ENSDARG00000087359	1085
ENSDARG00000087426	298
ENSDARG00000088019	3
ENSDARG00000088556	0
ENSDARG00000088581	566
ENSDARG00000088745	9
ENSDARG00000088906	0
ENSDARG00000088916	0
ENSDARG00000089053	0
ENSDARG00000089243	165
ENSDARG00000089345	16
ENSDARG00000089667	4
ENSDARG00000089879	2
ENSDARG00000089943	20
ENSDARG00000089976	176
ENSDARG00000090118	0
ENSDARG00000090408	12
ENSDARG00000090557	76
ENSDARG00000090783	8
ENSDARG00000090822	3
ENSDARG00000091184	0
ENSDARG00000091254	0
ENSDARG00000091320	46
ENSDARG00000091609	138
ENSDARG00000091911	0
ENSDARG00000091912	0
ENSDARG00000092070	1
ENSDARG00000092240	77
ENSDARG00000092275	0
ENSDARG00000092290	31
ENSDARG00000092294	0
ENSDARG00000092322	0
ENSDARG00000092350	0
ENSDARG00000092358	1
ENSDARG00000092459	1
ENSDARG00000092500	0
ENSDARG00000092542	0
ENSDARG00000092551	45
ENSDARG00000092604	0
ENSDARG00000092791	0
ENSDARG00000092941	0
ENSDARG00000092984	0
ENSDARG00000093102	0
ENSDARG00000093177	0
ENSDARG00000093237	185
ENSDARG00000093323	0
ENSDARG00000093358	0
ENSDARG00000093494	336
ENSDARG00000093583	0
ENSDARG00000093663	0
ENSDARG00000093816	0
ENSDARG00000093845	0
ENSDARG00000093954	96
ENSDARG00000093975	0
ENSDARG00000094063	0
ENSDARG00000094127	0
ENSDARG00000094133	1062
ENSDARG00000094157	0
ENSDARG00000094202	12
ENSDARG00000094246	0
ENSDARG00000094297	2
ENSDARG00000094298	0
ENSDARG00000094318	0
ENSDARG00000094344	0
ENSDARG00000094346	0
ENSDARG00000094524	2
ENSDARG00000094608	0
ENSDARG00000094648	0
ENSDARG00000094677	100
ENSDARG00000094763	4
ENSDARG00000094782	15
ENSDARG00000094885	0
ENSDARG00000095065	9
ENSDARG00000095087	0
ENSDARG00000095102	1
ENSDARG00000095108	0
ENSDARG00000095111	0
ENSDARG00000095297	1
ENSDARG00000095360	8
ENSDARG00000095434	50
ENSDARG00000095494	1
ENSDARG00000095507	0
ENSDARG00000095518	10
ENSDARG00000095566	0
ENSDARG00000095578	1
ENSDARG00000095697	0
ENSDARG00000095719	1
ENSDARG00000095773	0
ENSDARG00000095811	0
ENSDARG00000095834	0
ENSDARG00000095860	1
ENSDARG00000095941	0
ENSDARG00000095991	67
ENSDARG00000096053	0
ENSDARG00000096092	20
ENSDARG00000096363	0
ENSDARG00000096412	0
ENSDARG00000096503	4
ENSDARG00000096506	0
ENSDARG00000096507	0
ENSDARG00000096509	0
ENSDARG00000096514	3
ENSDARG00000096523	0
ENSDARG00000096526	0
ENSDARG00000096527	38
ENSDARG00000096528	55
ENSDARG00000096530	5
ENSDARG00000096534	1
ENSDARG00000096538	0
ENSDARG00000096540	0
ENSDARG00000096543	0
ENSDARG00000096544	0
ENSDARG00000096554	136
ENSDARG00000096555	0
ENSDARG00000096566	8
ENSDARG00000096570	0
ENSDARG00000096574	0
ENSDARG00000096576	1
ENSDARG00000096577	2
ENSDARG00000096578	376
ENSDARG00000096579	0
ENSDARG00000096585	0
ENSDARG00000096588	0
ENSDARG00000096592	0
ENSDARG00000096594	28
ENSDARG00000096599	1
ENSDARG00000096606	3
ENSDARG00000096607	3
ENSDARG00000096610	0
ENSDARG00000096615	0
ENSDARG00000096619	0
ENSDARG00000096621	0
ENSDARG00000096622	3
ENSDARG00000096623	0
ENSDARG00000096625	0
ENSDARG00000096634	0
ENSDARG00000096644	0
ENSDARG00000096648	0
ENSDARG00000096649	0
ENSDARG00000096650	0
ENSDARG00000096651	431
ENSDARG00000096656	0
ENSDARG00000096667	79
ENSDARG00000096670	0
ENSDARG00000096671	0
ENSDARG00000098053	0
ENSDARG00000098263	69
ENSDARG00000098576	0
ENSDARG00000098668	0
ENSDARG00000098706	0
ENSDARG00000098730	129
ENSDARG00000098769	219
ENSDARG00000099025	9
ENSDARG00000099301	543
ENSDARG00000099319	0
ENSDARG00000099359	0
ENSDARG00000099421	1
ENSDARG00000099508	0
ENSDARG00000099619	69
ENSDARG00000099640	134
ENSDARG00000099708	12
ENSDARG00000099729	825
ENSDARG00000099771	306
ENSDARG00000099880	39
ENSDARG00000099995	187
ENSDARG00000100083	184
ENSDARG00000100181	247
ENSDARG00000100264	135
ENSDARG00000100600	0
ENSDARG00000100771	0
ENSDARG00000100782	146
ENSDARG00000100788	51
ENSDARG00000100996	0
ENSDARG00000101532	0
ENSDARG00000101915	381
ENSDARG00000102091	146
ENSDARG00000102097	230
ENSDARG00000102339	1
ENSDARG00000102407	103
ENSDARG00000102634	478
ENSDARG00000102787	275
ENSDARG00000102858	41
ENSDARG00000103058	0
ENSDARG00000103125	558
ENSDARG00000103156	22
ENSDARG00000103330	59
ENSDARG00000103508	0
ENSDARG00000103535	28
ENSDARG00000103767	0
ENSDARG00000103829	0
ENSDARG00000103951	56
ENSDARG00000104071	179
ENSDARG00000104096	0
ENSDARG00000104249	0
ENSDARG00000104284	3
ENSDARG00000104392	16
ENSDARG00000104415	13
ENSDARG00000104437	567
ENSDARG00000104657	1
ENSDARG00000104660	143
ENSDARG00000104707	0
ENSDARG00000104710	74
ENSDARG00000104759	0
ENSDARG00000104783	29
ENSDARG00000104795	6
ENSDARG00000104807	14
ENSDARG00000104859	0
ENSDARG00000104904	22
ENSDARG00000105005	7
ENSDARG00000105060	281
ENSDARG00000105108	0
ENSDARG00000105122	0
ENSDARG00000105176	3
ENSDARG00000105181	0
ENSDARG00000105295	119
ENSDARG00000106311	0
ENSDARG00000106456	0
ENSDARG00000106508	0
ENSDARG00000107022	0
ENSDARG00000107253	0
ENSDARG00000107292	0
ENSDARG00000108025	0
ENSDARG00000108154	0
ENSDARG00000108223	0
ENSDARG00000108673	0
ENSDARG00000109228	0
ENSDARG00000109375	0
ENSDARG00000109513	30
ENSDARG00000109574	0
ENSDARG00000109727	0
ENSDARG00000109748	0
ENSDARG00000109870	0
ENSDARG00000109910	0
ENSDARG00000110570	25
ENSDARG00000110697	0
ENSDARG00000110757	0
ENSDARG00000111029	0
ENSDARG00000111051	0
ENSDARG00000111052	0
ENSDARG00000111171	0
ENSDARG00000111422	0
ENSDARG00000111625	15
ENSDARG00000111710	0
ENSDARG00000111723	0
ENSDARG00000111774	0
ENSDARG00000112066	0
ENSDARG00000112081	0
ENSDARG00000112310	4
ENSDARG00000112614	0
ENSDARG00000112693	0
ENSDARG00000112750	0
ENSDARG00000112849	0
ENSDARG00000113238	3
ENSDARG00000113296	22
ENSDARG00000113410	0
ENSDARG00000113491	0
ENSDARG00000113563	0
ENSDARG00000113575	2
ENSDARG00000113585	0
ENSDARG00000113839	0
ENSDARG00000113848	18
ENSDARG00000113858	0
ENSDARG00000113965	0
ENSDARG00000114096	0
ENSDARG00000114262	0
ENSDARG00000114522	0
ENSDARG00000114755	0
ENSDARG00000114954	0
ENSDARG00000115042	0
ENSDARG00000115421	85
ENSDARG00000115616	0
ENSDARG00000115704	0
ENSDARG00000115729	0
ENSDARG00000115856	24
ENSDARG00000115887	1
ENSDARG00000115905	0
ENSDARG00000115918	0
ENSDARG00000116099	7
ENSDARG00000116122	27
ENSDARG00000116174	0
ENSDARG00000116228	0
ENSDARG00000116236	0
ENSDARG00000116266	0
ENSDARG00000116279	0
ENSDARG00000116514	0
ENSDARG00000116636	0
ENSDARG00000116661	0
ENSDARG00000116898	3
ENSDARG00000116939	0
ENSDARG00000117216	1
ENSDARG00000117231	25
ENSDARG00000117264	53
ENSDARG00000117377	3
ENSDARG00000117392	0
ENSDARG00000117450	30
ENSDARG00000117465	0
ENSDARG00000117485	69
ENSDARG00000117532	0
ENSDARG00000117649	0
ENSDARG00000117707	5
ENSDARG00000117775	0
ENSDARG00000000142	62
ENSDARG00000000804	73
ENSDARG00000002196	205
ENSDARG00000002271	687
ENSDARG00000002394	109
ENSDARG00000002523	889
ENSDARG00000002666	28
ENSDARG00000003934	64
ENSDARG00000003984	256
ENSDARG00000004154	33
ENSDARG00000004184	150
ENSDARG00000004296	1136
ENSDARG00000004363	207
ENSDARG00000004445	176
ENSDARG00000004763	1
ENSDARG00000005540	292
ENSDARG00000006257	615
ENSDARG00000006624	265
ENSDARG00000006896	69
ENSDARG00000007531	117
ENSDARG00000007856	14
ENSDARG00000008170	174
ENSDARG00000008247	76
ENSDARG00000008560	115
ENSDARG00000008948	19
ENSDARG00000009387	191
ENSDARG00000009401	856
ENSDARG00000009806	75
ENSDARG00000009862	204
ENSDARG00000010603	93
ENSDARG00000010641	1898
ENSDARG00000010712	7
ENSDARG00000010732	70
ENSDARG00000011190	115
ENSDARG00000011418	269
ENSDARG00000011422	557
ENSDARG00000011611	541
ENSDARG00000011743	187
ENSDARG00000012275	5
ENSDARG00000012395	57
ENSDARG00000012866	443
ENSDARG00000013024	64
ENSDARG00000013110	138
ENSDARG00000013457	260
ENSDARG00000013670	492
ENSDARG00000014059	111
ENSDARG00000014329	1322
ENSDARG00000014373	34
ENSDARG00000014793	632
ENSDARG00000014796	351
ENSDARG00000014939	49
ENSDARG00000014963	74
ENSDARG00000015199	248
ENSDARG00000015917	130
ENSDARG00000015978	2640
ENSDARG00000016439	149
ENSDARG00000017047	130
ENSDARG00000017067	202
ENSDARG00000017168	115
ENSDARG00000017229	87
ENSDARG00000017230	417
ENSDARG00000017234	14
ENSDARG00000018065	33
ENSDARG00000019233	59
ENSDARG00000020334	412
ENSDARG00000021055	7
ENSDARG00000021982	4
ENSDARG00000024548	7019
ENSDARG00000024865	646
ENSDARG00000025011	901
ENSDARG00000025150	0
ENSDARG00000025220	358
ENSDARG00000025899	1
ENSDARG00000026198	199
ENSDARG00000026338	2
ENSDARG00000026499	153
ENSDARG00000027129	21
ENSDARG00000027523	5
ENSDARG00000027687	45
ENSDARG00000028067	405
ENSDARG00000028099	109
ENSDARG00000029051	21
ENSDARG00000029493	114
ENSDARG00000030914	39
ENSDARG00000031749	0
ENSDARG00000032083	658
ENSDARG00000032353	124
ENSDARG00000032769	37
ENSDARG00000032801	56
ENSDARG00000032816	253
ENSDARG00000032820	32
ENSDARG00000033768	160
ENSDARG00000033901	192
ENSDARG00000034808	226
ENSDARG00000034825	473
ENSDARG00000035332	105
ENSDARG00000035333	17
ENSDARG00000036005	54
ENSDARG00000036359	141
ENSDARG00000036456	770
ENSDARG00000036458	2
ENSDARG00000036670	143
ENSDARG00000037229	474
ENSDARG00000038302	137
ENSDARG00000038308	68
ENSDARG00000038805	82
ENSDARG00000039215	167
ENSDARG00000039345	325
ENSDARG00000039351	30
ENSDARG00000039959	32
ENSDARG00000040338	149
ENSDARG00000040621	66
ENSDARG00000042489	116
ENSDARG00000042492	53
ENSDARG00000042791	183
ENSDARG00000042872	63
ENSDARG00000042929	37
ENSDARG00000042975	244
ENSDARG00000042977	239
ENSDARG00000042995	183
ENSDARG00000043142	5
ENSDARG00000043154	3089
ENSDARG00000043182	193
ENSDARG00000043209	72
ENSDARG00000043232	17
ENSDARG00000043285	13
ENSDARG00000043371	4139
ENSDARG00000043465	673
ENSDARG00000043658	172
ENSDARG00000043663	29
ENSDARG00000043727	114
ENSDARG00000043732	399
ENSDARG00000043857	257
ENSDARG00000043976	1530
ENSDARG00000044048	43
ENSDARG00000044183	294
ENSDARG00000044246	27
ENSDARG00000044251	236
ENSDARG00000044253	91
ENSDARG00000044255	91
ENSDARG00000044261	568
ENSDARG00000044265	42
ENSDARG00000044281	773
ENSDARG00000044298	180
ENSDARG00000044299	667
ENSDARG00000044304	216
ENSDARG00000045887	729
ENSDARG00000045888	1285
ENSDARG00000046053	46
ENSDARG00000052656	11
ENSDARG00000052658	59
ENSDARG00000052919	2
ENSDARG00000053446	451
ENSDARG00000053840	149
ENSDARG00000054036	47
ENSDARG00000054050	71
ENSDARG00000054575	10
ENSDARG00000054755	2
ENSDARG00000055066	36
ENSDARG00000055092	502
ENSDARG00000055339	367
ENSDARG00000055622	5
ENSDARG00000056001	1021
ENSDARG00000056479	203
ENSDARG00000056511	4044
ENSDARG00000056649	251
ENSDARG00000056653	84
ENSDARG00000056678	211
ENSDARG00000056871	37
ENSDARG00000056915	136
ENSDARG00000056920	34
ENSDARG00000056929	724
ENSDARG00000056985	149
ENSDARG00000057021	97
ENSDARG00000057090	0
ENSDARG00000057110	83
ENSDARG00000057456	375
ENSDARG00000057479	0
ENSDARG00000057519	76
ENSDARG00000057676	448
ENSDARG00000057992	195
ENSDARG00000058041	668
ENSDARG00000058102	512
ENSDARG00000058221	85
ENSDARG00000058284	15
ENSDARG00000058868	1686
ENSDARG00000058946	163
ENSDARG00000058949	108
ENSDARG00000058988	14
ENSDARG00000059048	110
ENSDARG00000059235	23
ENSDARG00000060069	98
ENSDARG00000060096	30
ENSDARG00000060688	15
ENSDARG00000060847	280
ENSDARG00000060911	115
ENSDARG00000060983	38
ENSDARG00000061549	14
ENSDARG00000061956	77
ENSDARG00000061993	90
ENSDARG00000062016	180
ENSDARG00000062347	210
ENSDARG00000062361	557
ENSDARG00000062592	1956
ENSDARG00000062974	32
ENSDARG00000063011	45
ENSDARG00000063050	81
ENSDARG00000063161	108
ENSDARG00000063436	23
ENSDARG00000067805	337
ENSDARG00000067824	248
ENSDARG00000068659	0
ENSDARG00000068660	0
ENSDARG00000068661	5
ENSDARG00000068704	0
ENSDARG00000068714	104
ENSDARG00000068716	201
ENSDARG00000068755	77
ENSDARG00000068800	0
ENSDARG00000068819	0
ENSDARG00000068919	22
ENSDARG00000068982	22
ENSDARG00000068992	37623
ENSDARG00000068995	1990
ENSDARG00000069106	25
ENSDARG00000069109	142
ENSDARG00000069143	10
ENSDARG00000069323	3
ENSDARG00000069390	4
ENSDARG00000069439	35
ENSDARG00000069472	81
ENSDARG00000069608	109
ENSDARG00000069615	1410
ENSDARG00000070080	934
ENSDARG00000073665	116
ENSDARG00000073696	403
ENSDARG00000073914	29
ENSDARG00000074075	16
ENSDARG00000074316	161
ENSDARG00000074328	351
ENSDARG00000074329	187
ENSDARG00000074456	14
ENSDARG00000074521	176
ENSDARG00000074732	2
ENSDARG00000075054	90
ENSDARG00000075226	218
ENSDARG00000075229	12
ENSDARG00000075273	2
ENSDARG00000075376	186
ENSDARG00000075382	136
ENSDARG00000075383	104
ENSDARG00000075650	230
ENSDARG00000075747	151
ENSDARG00000075780	0
ENSDARG00000075806	124
ENSDARG00000075864	286
ENSDARG00000075954	420
ENSDARG00000076227	126
ENSDARG00000076269	16
ENSDARG00000076345	0
ENSDARG00000076529	235
ENSDARG00000076560	173
ENSDARG00000076644	21
ENSDARG00000076856	289
ENSDARG00000076858	18
ENSDARG00000076891	249
ENSDARG00000076949	0
ENSDARG00000077039	82
ENSDARG00000077313	34
ENSDARG00000077339	82
ENSDARG00000077515	725
ENSDARG00000077596	322
ENSDARG00000077622	2
ENSDARG00000077740	7
ENSDARG00000077962	5
ENSDARG00000078006	58
ENSDARG00000078257	0
ENSDARG00000078258	129
ENSDARG00000078271	0
ENSDARG00000078394	0
ENSDARG00000078492	39
ENSDARG00000078647	168
ENSDARG00000078691	776
ENSDARG00000078922	6
ENSDARG00000078974	37
ENSDARG00000079049	135
ENSDARG00000079251	135
ENSDARG00000079474	46
ENSDARG00000079542	304
ENSDARG00000079681	2
ENSDARG00000079713	0
ENSDARG00000079815	100
ENSDARG00000079862	41
ENSDARG00000079889	86
ENSDARG00000079895	292
ENSDARG00000080015	24
ENSDARG00000080041	1
ENSDARG00000080633	0
ENSDARG00000080851	0
ENSDARG00000080923	0
ENSDARG00000081078	0
ENSDARG00000081351	0
ENSDARG00000081379	0
ENSDARG00000081488	0
ENSDARG00000081514	0
ENSDARG00000082008	233
ENSDARG00000082394	0
ENSDARG00000082462	0
ENSDARG00000082628	0
ENSDARG00000082850	0
ENSDARG00000083269	0
ENSDARG00000083391	0
ENSDARG00000083624	0
ENSDARG00000084215	0
ENSDARG00000085581	0
ENSDARG00000086112	108
ENSDARG00000086266	13
ENSDARG00000086416	77
ENSDARG00000086665	264
ENSDARG00000086718	0
ENSDARG00000086732	2
ENSDARG00000086838	11
ENSDARG00000086996	90
ENSDARG00000087245	0
ENSDARG00000087341	86
ENSDARG00000087414	3
ENSDARG00000087585	11
ENSDARG00000087910	51
