ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
23902	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	5741	5846	5108	5348	13226	13340
23903	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	12718	12826	5738	5846	13226	13340
23904	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	34418	34476	17942	18116	38371	38545
23905	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	37733	37792	17942	18116	38371	38545
23906	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40658	40222	40396	49028	49075
23907	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40679	40222	40396	49028	49075
23908	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40690	40222	40396	49028	49075
23909	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40744	40222	40396	49028	49075
23910	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40800	40222	40396	49028	49075
23911	"ENSDARG00000100753"	"CABZ01076275.1"	chrKN150405.1	-	46738	46908	42688	42836	51539	51700
23912	"ENSDARG00000117822"	"CABZ01085061.1"	chrKN150670.1	-	45358	45379	42439	42640	48025	48103
23913	"ENSDARG00000098523"	NA	chrKN150432.1	-	63609	63753	60022	60156	72273	72480
23914	"ENSDARG00000104276"	NA	chrKN150326.1	-	51807	51908	51627	51678	52380	52460
23915	"ENSDARG00000104276"	NA	chrKN150326.1	-	96088	96203	91206	91364	102054	102197
23916	"ENSDARG00000034598"	"dicp1.16"	chrKN149948.1	-	14304	14391	13985	14014	14927	14996
23917	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	27006	27092	26717	26821	28766	31563
23918	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	27006	27150	26717	26821	28766	31563
23919	"ENSDARG00000104550"	"clcn2b"	chrKN150171.1	-	85409	85448	80574	80706	90552	90706
23920	"ENSDARG00000101592"	"col22a1"	chrKN150214.1	-	71012	71109	67226	67280	72831	72885
23921	"ENSDARG00000112651"	"CU182823.2"	chrKN147637.2	-	117606	117780	117124	117298	118542	118708
23922	"ENSDARG00000099318"	"CABZ01062422.1"	chrKN149688.2	+	243864	244038	237646	239711	246988	247162
23923	"ENSDARG00000099318"	"CABZ01062422.1"	chrKN149688.2	+	246988	247162	243864	244038	249452	250385
23924	"ENSDARG00000105095"	"AL929028.8"	chrKN149688.2	+	34906	35080	28320	28494	42185	42359
23925	"ENSDARG00000105095"	"AL929028.8"	chrKN149688.2	+	204285	204459	28320	28494	205549	205723
23926	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	282097	282207	277541	277798	282820	282915
23927	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	283108	283211	282820	282915	284063	285995
23928	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	283140	283211	282820	282915	284063	285995
23929	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	287490	287664	286134	286305	288572	288746
23930	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	287490	287940	286134	286305	288572	288746
23931	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	288572	288746	287490	287940	292064	292238
23932	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	292114	292238	288572	288746	294469	300323
23933	"ENSDARG00000112862"	"CU182107.2"	chrKN149696.2	-	292865	292979	287890	290252	293983	294138
23934	"ENSDARG00000110991"	NA	chr25	-	37461595	37461688	37460725	37461492	37462084	37462202
23935	"ENSDARG00000110991"	NA	chr25	-	37461595	37461693	37460725	37461492	37462084	37462202
23936	"ENSDARG00000110991"	NA	chr25	-	37462084	37462199	37461595	37461695	37462533	37462609
23937	"ENSDARG00000110991"	NA	chr25	-	37463944	37464015	37463449	37463761	37464134	37464408
23938	"ENSDARG00000099194"	"CABZ01058261.1"	chr25	+	3660253	3660271	3659396	3659534	3662242	3662352
23939	"ENSDARG00000015502"	"adam10b"	chr25	+	157380	157455	156965	157163	157831	158015
23940	"ENSDARG00000015502"	"adam10b"	chr25	+	158328	158348	157831	158015	158627	158791
23941	"ENSDARG00000087843"	"cntn1a"	chr25	+	128674	128710	127658	127855	128857	128980
23942	"ENSDARG00000087843"	"cntn1a"	chr25	+	128674	128716	127658	127855	128857	128980
23943	"ENSDARG00000074560"	NA	chr25	-	20508270	20508437	20482336	20482545	20523642	20523927
23944	"ENSDARG00000074560"	NA	chr25	-	20508274	20508437	20482336	20482545	20523642	20523927
23945	"ENSDARG00000100918"	"prc1a"	chr25	+	7456980	7457006	7456710	7456869	7458590	7461466
23946	"ENSDARG00000103002"	"nptna"	chr25	-	29324422	29324470	29323107	29323129	29329914	29330191
23947	"ENSDARG00000103002"	"nptna"	chr25	-	29353206	29353554	29350320	29350492	29363128	29363934
23948	"ENSDARG00000103666"	"dapk2b"	chr25	+	26497947	26498162	26441053	26441130	26547036	26547175
23949	"ENSDARG00000103666"	"dapk2b"	chr25	+	26531924	26532002	26497940	26498162	26547036	26547175
23950	"ENSDARG00000103666"	"dapk2b"	chr25	+	26547036	26547175	26531924	26532002	26576622	26576752
23951	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203430	202322	202507	203904	204019
23952	"ENSDARG00000114874"	"FP236318.4"	chr25	-	203346	203430	202322	202507	203904	204019
23953	"ENSDARG00000114874"	"FP236318.4"	chr25	-	203346	203430	202943	203036	203904	204019
23954	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457464	37457523	37457288	37457348	37457826	37457942
23955	"ENSDARG00000001259"	"gas2a"	chr25	+	35328921	35329077	35326106	35326248	35329929	35329993
23956	"ENSDARG00000001259"	"gas2a"	chr25	+	35329603	35329639	35326106	35326248	35329929	35329993
23957	"ENSDARG00000116334"	"tmem17"	chr25	+	28590492	28590960	28589668	28589783	28593441	28593540
23958	"ENSDARG00000101776"	"syt12"	chr25	+	7476555	7476652	7461623	7462155	7477318	7477369
23959	"ENSDARG00000105296"	NA	chr25	-	5716478	5716538	5713687	5713802	5718943	5719062
23960	"ENSDARG00000009941"	"erc1a"	chr25	+	21246117	21246159	21240171	21240273	21246558	21246615
23961	"ENSDARG00000009941"	"erc1a"	chr25	+	21246117	21246159	21240171	21240273	21252995	21253162
23962	"ENSDARG00000009941"	"erc1a"	chr25	+	21246117	21246615	21240171	21240273	21252995	21253162
23963	"ENSDARG00000009941"	"erc1a"	chr25	+	21246558	21246615	21246117	21246159	21252995	21253162
23964	"ENSDARG00000061345"	"wwp2"	chr25	+	34784863	34784943	34775763	34775818	34788974	34789053
23965	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19270249	19270273	19268239	19268349	19272703	19272789
23966	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19270249	19270633	19268239	19268349	19272703	19272789
23967	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19279756	19279798	19275187	19275313	19308675	19308797
23968	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19307628	19307699	19275187	19275313	19308675	19308797
23969	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19315176	19315202	19313108	19313223	19315276	19315384
23970	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19319043	19319224	19318808	19318905	19322560	19322668
23971	"ENSDARG00000078992"	"wnk1a"	chr25	-	21140927	21141192	21136521	21136610	21142512	21142733
23972	"ENSDARG00000045803"	"mfge8b"	chr25	+	19151794	19151895	19149325	19149466	19162614	19162740
23973	"ENSDARG00000037353"	"frs2b"	chr25	-	34733568	34733597	34730776	34730935	34733766	34733953
23974	"ENSDARG00000078600"	"ldlrad3"	chr25	-	37326150	37326443	37325053	37325896	37328524	37328659
23975	"ENSDARG00000018559"	"kdm7ab"	chr25	+	17284607	17284647	17283955	17284118	17291457	17291545
23976	"ENSDARG00000030621"	"th"	chr25	-	24073263	24073335	24072955	24073159	24074416	24074500
23977	"ENSDARG00000102889"	"sept15"	chr25	-	12864618	12864630	12859440	12859492	12864991	12865088
23978	"ENSDARG00000025189"	"cpne8"	chr25	+	35830669	35830731	35823641	35823718	35833562	35833666
23979	"ENSDARG00000025189"	"cpne8"	chr25	+	35840800	35840974	35840628	35840682	35841054	35841116
23980	"ENSDARG00000025189"	"cpne8"	chr25	+	35840800	35841116	35840628	35840682	35843550	35843597
23981	"ENSDARG00000025189"	"cpne8"	chr25	+	35840811	35840974	35840628	35840682	35841054	35841116
23982	"ENSDARG00000025189"	"cpne8"	chr25	+	35840811	35841116	35840628	35840682	35843550	35843597
23983	"ENSDARG00000009351"	"fgf6a"	chr25	+	16946629	16946737	16945347	16946095	16951131	16951890
23984	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16992378	16992542	16982322	16982482	17044734	17044779
23985	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16992378	16992542	16986613	16986734	17044734	17044779
23986	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16992378	16992723	16982322	16982482	17044734	17044779
23987	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16992378	16992723	16986613	16986734	17044734	17044779
23988	"ENSDARG00000061131"	"kif21a"	chr25	+	35746463	35746592	35744431	35744634	35749564	35749710
23989	"ENSDARG00000014113"	"wasla"	chr25	+	27794518	27794566	27791406	27791449	27794954	27795108
23990	"ENSDARG00000014113"	"wasla"	chr25	+	27797830	27797848	27794954	27795108	27801652	27802167
23991	"ENSDARG00000023927"	"dnajc24"	chr25	+	14879146	14879406	14870769	14870881	14883573	14883712
23992	"ENSDARG00000023927"	"dnajc24"	chr25	+	14879146	14879441	14870769	14870881	14883573	14883712
23993	"ENSDARG00000023927"	"dnajc24"	chr25	+	14879283	14879406	14870769	14870881	14883573	14883712
23994	"ENSDARG00000023927"	"dnajc24"	chr25	+	14879283	14879441	14870769	14870881	14883573	14883712
23995	"ENSDARG00000073769"	"magi2b"	chr25	-	20744972	20745061	20743117	20743177	20750445	20750584
23996	"ENSDARG00000034443"	"mpped2"	chr25	+	14734232	14734282	14734021	14734135	14737980	14739282
23997	"ENSDARG00000100206"	"klhdc4"	chr25	-	12723845	12724293	12721495	12721574	12725189	12725282
23998	"ENSDARG00000102204"	"jph3"	chr25	+	12642289	12642327	12640210	12640592	12656558	12657366
23999	"ENSDARG00000051936"	"ergic2"	chr25	+	20722567	20722603	20721455	20721551	20722692	20722748
24000	"ENSDARG00000074626"	"pidd1"	chr25	-	4514143	4514367	4512173	4512352	4514594	4514710
24001	"ENSDARG00000074626"	"pidd1"	chr25	-	4514317	4514367	4514143	4514251	4514594	4514710
24002	"ENSDARG00000076899"	"slc2a13b"	chr25	+	35673236	35673408	35672514	35672678	35675410	35675536
24003	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237865	30237903	30233734	30233785	30238020	30238113
24004	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237865	30237954	30233734	30233785	30238020	30238113
24005	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237865	30237954	30233734	30233785	30238022	30238113
24006	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237865	30238113	30233734	30233785	30240656	30240736
24007	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30237903	30233637	30233785	30238020	30238113
24008	"ENSDARG00000045606"	"alkbh3"	chr25	+	30244049	30244125	30240935	30240983	30249050	30249139
24009	"ENSDARG00000045606"	"alkbh3"	chr25	+	30251623	30251848	30249050	30249139	30255684	30255783
24010	"ENSDARG00000051934"	"kxd1"	chr25	+	20694799	20695174	20694176	20694517	20695583	20695736
24011	"ENSDARG00000051931"	"edc3"	chr25	-	20687152	20687427	20682334	20682679	20690559	20690732
24012	"ENSDARG00000051931"	"edc3"	chr25	-	20687182	20687427	20682334	20682679	20690559	20690732
24013	"ENSDARG00000051931"	"edc3"	chr25	-	20687188	20687427	20682334	20682679	20690559	20690732
24014	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14433255	14433303	14431984	14432160	14433378	14433503
24015	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220510	30220518	30219093	30219201	30220914	30220949
24016	"ENSDARG00000038166"	"hyal6"	chr25	-	27606963	27607118	27605186	27605951	27609809	27610005
24017	"ENSDARG00000038166"	"hyal6"	chr25	-	27608591	27608684	27605186	27605951	27609809	27610005
24018	"ENSDARG00000038166"	"hyal6"	chr25	-	27608591	27608838	27605186	27605951	27609809	27610005
24019	"ENSDARG00000038166"	"hyal6"	chr25	-	27608597	27608684	27605186	27605951	27609809	27610005
24020	"ENSDARG00000038166"	"hyal6"	chr25	-	27608597	27608838	27605186	27605951	27609809	27610005
24021	"ENSDARG00000038166"	"hyal6"	chr25	-	27609809	27610005	27608591	27608838	27621096	27621271
24022	"ENSDARG00000038166"	"hyal6"	chr25	-	27625469	27625562	27609809	27610005	27632977	27633115
24023	"ENSDARG00000008395"	"snupn"	chr25	-	6442245	6442361	6440251	6440348	6442938	6443043
24024	"ENSDARG00000008395"	"snupn"	chr25	-	6442245	6442454	6440251	6440348	6442938	6443043
24025	"ENSDARG00000070723"	"ndufa9a"	chr25	-	16775365	16775516	16773786	16773857	16776205	16776308
24026	"ENSDARG00000051746"	"ada2a"	chr25	+	16694640	16694850	16694348	16694568	16696267	16696395
24027	"ENSDARG00000051746"	"ada2a"	chr25	+	16694671	16694850	16694348	16694568	16696267	16696395
24028	"ENSDARG00000071062"	"hps5"	chr25	-	3179413	3179649	3178120	3178192	3181092	3181223
24029	"ENSDARG00000071062"	"hps5"	chr25	-	3179419	3179649	3178120	3178192	3181092	3181223
24030	"ENSDARG00000071062"	"hps5"	chr25	-	3191395	3191429	3189730	3189846	3192291	3192405
24031	"ENSDARG00000067796"	"clpxb"	chr25	-	35577921	35578163	35575230	35575492	35580633	35580936
24032	"ENSDARG00000067796"	"clpxb"	chr25	-	35578102	35578163	35577921	35578028	35580633	35580936
24033	"ENSDARG00000023583"	"coq9"	chr25	-	14382175	14382273	14381404	14381811	14383817	14383871
24034	"ENSDARG00000023583"	"coq9"	chr25	-	14382175	14382307	14381404	14381811	14383817	14383871
24035	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173653	30173671	30173115	30173414	30178939	30179035
24036	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30182514	30182654	30178939	30179035	30192071	30192167
24037	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34037125	34037202	34036672	34036715	34043063	34043117
24038	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34046358	34046614	34043537	34043597	34048203	34048252
24039	"ENSDARG00000019532"	"fads2"	chr25	-	4137965	4138035	4137768	4137866	4139296	4139357
24040	"ENSDARG00000013004"	"tdg.1"	chr25	+	18965443	18965502	18964781	18964889	18969494	18969657
24041	"ENSDARG00000062325"	"shank2b"	chr25	+	14354941	14355012	14351930	14352011	14360612	14360737
24042	"ENSDARG00000062325"	"shank2b"	chr25	+	14355003	14355012	14351930	14352011	14360612	14360737
24043	"ENSDARG00000045926"	"crabp1a"	chr25	+	6312913	6313090	6306884	6307083	6329581	6329695
24044	"ENSDARG00000045926"	"crabp1a"	chr25	+	6330309	6330375	6329581	6329695	6337081	6337380
24045	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025236	34025368	34022238	34022334	34025460	34025583
24046	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025295	34022238	34022334	34025460	34025583
24047	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025368	34022238	34022334	34025460	34025583
24048	"ENSDARG00000058108"	"eps8l2"	chr25	+	4080775	4080876	4043951	4043998	4091091	4091156
24049	"ENSDARG00000007711"	"rab3il1"	chr25	+	3109360	3109453	3108255	3108474	3110708	3110837
24050	"ENSDARG00000061282"	"glg1a"	chr25	-	37223740	37223829	37223493	37223601	37224164	37224307
24051	"ENSDARG00000061282"	"glg1a"	chr25	-	37223740	37223895	37223493	37223601	37224164	37224307
24052	"ENSDARG00000061282"	"glg1a"	chr25	-	37230572	37230587	37229557	37229695	37230696	37230850
24053	"ENSDARG00000070717"	"slc25a18"	chr25	-	16655086	16655221	16654965	16655007	16666679	16666886
24054	"ENSDARG00000007975"	"fth1b"	chr25	+	3062397	3062520	3061910	3062057	3065240	3066067
24055	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37193415	37193462	37193051	37193312	37194269	37194400
24056	"ENSDARG00000009299"	"dusp8a"	chr25	-	23015607	23015746	22982691	22982858	23030316	23030665
24057	"ENSDARG00000009299"	"dusp8a"	chr25	-	23030301	23030665	23015607	23015746	23052425	23052707
24058	"ENSDARG00000009299"	"dusp8a"	chr25	-	23030303	23030665	23015607	23015746	23052425	23052707
24059	"ENSDARG00000009299"	"dusp8a"	chr25	-	23030316	23030665	23015607	23015746	23052425	23052707
24060	"ENSDARG00000088593"	"chst1"	chr25	+	14018408	14018475	14017608	14018077	14018869	14021111
24061	"ENSDARG00000079111"	"actc1c"	chr25	+	14118091	14118349	14117193	14117355	14123011	14123193
24062	"ENSDARG00000058015"	"ano3"	chr25	+	35422652	35422739	35418738	35418845	35424039	35424095
24063	"ENSDARG00000058015"	"ano3"	chr25	+	35434217	35434592	35433911	35433972	35441783	35441866
24064	"ENSDARG00000058015"	"ano3"	chr25	+	35441973	35442000	35441783	35441866	35448454	35448595
24065	"ENSDARG00000102403"	"cry2"	chr25	-	13862145	13862253	13855983	13856257	13868955	13869064
24066	"ENSDARG00000019142"	"fam185a"	chr25	+	18712514	18712655	18711803	18712373	18714889	18714982
24067	"ENSDARG00000102060"	NA	chr25	+	13796372	13796675	13792077	13792180	13799358	13799853
24068	"ENSDARG00000045929"	"oaz2a"	chr25	+	6196190	6196349	6195062	6195140	6200525	6200698
24069	"ENSDARG00000045929"	"oaz2a"	chr25	+	6196190	6196358	6195062	6195140	6200525	6200698
24070	"ENSDARG00000045929"	"oaz2a"	chr25	+	6201140	6201225	6200525	6200698	6202595	6206443
24071	"ENSDARG00000070903"	"met"	chr25	+	18654664	18654733	18653597	18653747	18658573	18658730
24072	"ENSDARG00000078676"	"myrf"	chr25	-	3908700	3908784	3906802	3907079	3908859	3908928
24073	"ENSDARG00000078676"	"myrf"	chr25	-	3908859	3908928	3906802	3907079	3909024	3909107
24074	"ENSDARG00000078785"	"tmem258"	chr25	-	3891906	3892014	3890522	3890651	3892577	3892686
24075	"ENSDARG00000001127"	"slc17a6a"	chr25	+	35256060	35256078	35254584	35254703	35256166	35256281
24076	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6123458	6123568	6122950	6123352	6131790	6131868
24077	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131123	6131425	6122950	6123352	6131790	6131868
24078	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131341	6131425	6122950	6123352	6131790	6131868
24079	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131341	6131669	6122950	6123352	6131790	6131868
24080	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131669	6122950	6123352	6131790	6131868
24081	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131956	6131995	6131627	6131877	6134027	6134090
24082	"ENSDARG00000102674"	"ckap5"	chr25	-	13760356	13760380	13759695	13759869	13760750	13760917
24083	"ENSDARG00000015731"	"ano5a"	chr25	+	35202503	35202545	35195751	35195813	35215520	35215628
24084	"ENSDARG00000015731"	"ano5a"	chr25	+	35228676	35228757	35224213	35224365	35232260	35232489
24085	"ENSDARG00000015731"	"ano5a"	chr25	+	35228676	35229029	35224213	35224365	35232260	35232489
24086	"ENSDARG00000103878"	"anpepb"	chr25	+	10816178	10816259	10815855	10815982	10817184	10817339
24087	"ENSDARG00000103878"	"anpepb"	chr25	+	10816196	10816259	10815855	10815982	10817184	10817339
24088	"ENSDARG00000103878"	"anpepb"	chr25	+	10818514	10818653	10818327	10818441	10818737	10818803
24089	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818653	10818327	10818441	10818737	10818803
24090	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818658	10818327	10818441	10818737	10818803
24091	"ENSDARG00000014866"	"hprt1l"	chr25	-	37076764	37076837	37076083	37076130	37077778	37077796
24092	"ENSDARG00000018681"	"saal1"	chr25	-	8195524	8195919	8193676	8193736	8197579	8197764
24093	"ENSDARG00000053636"	"cracr2b"	chr25	-	3850122	3850213	3849482	3849670	3851102	3851193
24094	"ENSDARG00000038288"	"cd151"	chr25	-	3813450	3813471	3813021	3813126	3813766	3813841
24095	"ENSDARG00000030915"	"cpa1"	chr25	-	18453397	18453472	18452306	18452441	18453907	18454016
24096	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830585	26829609	26830166	26831697	26832174
24097	"ENSDARG00000018061"	"neil1"	chr25	-	26831697	26832108	26830496	26830616	26833053	26833100
24098	"ENSDARG00000092798"	"ppib"	chr25	+	5989415	5989471	5986857	5987042	5989820	5990182
24099	"ENSDARG00000092798"	"ppib"	chr25	+	5989415	5989707	5986857	5987042	5989820	5990182
24100	"ENSDARG00000079835"	"man2c1"	chr25	+	26816426	26816923	26816121	26816214	26817057	26817153
24101	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26816923	26816121	26816214	26817057	26817153
24102	"ENSDARG00000070917"	"kitlga"	chr25	-	18126396	18126467	18125738	18125774	18126752	18126963
24103	"ENSDARG00000099860"	"pkmb"	chr25	+	29181495	29181556	29181015	29181286	29183916	29184067
24104	"ENSDARG00000099860"	"pkmb"	chr25	+	29187516	29187611	29184147	29184300	29189970	29190137
24105	"ENSDARG00000045644"	"ca12"	chr25	+	26808515	26808742	26807326	26807350	26809836	26810914
24106	"ENSDARG00000045644"	"ca12"	chr25	+	26808688	26808742	26808515	26808597	26809836	26810914
24107	"ENSDARG00000069673"	"chid1"	chr25	+	3788451	3788556	3788073	3788183	3788956	3789106
24108	"ENSDARG00000069673"	"chid1"	chr25	+	3788455	3788556	3788093	3788183	3788956	3789106
24109	"ENSDARG00000069673"	"chid1"	chr25	+	3788455	3788576	3788093	3788183	3788956	3789106
24110	"ENSDARG00000089207"	"ankrd27"	chr25	+	36418091	36418152	36417721	36417775	36418739	36418816
24111	"ENSDARG00000089207"	"ankrd27"	chr25	+	36423517	36423734	36421984	36422065	36424738	36424863
24112	"ENSDARG00000023369"	"mxd"	chr25	+	19723852	19723987	19723602	19723757	19724088	19724287
24113	"ENSDARG00000023369"	"mxd"	chr25	+	19725801	19725843	19724786	19724909	19726100	19726233
24114	"ENSDARG00000017446"	"camk1db"	chr25	-	8029490	8029530	8010863	8010995	8029728	8030425
24115	"ENSDARG00000045785"	NA	chr25	+	17928744	17928824	17925987	17926105	17931223	17931319
24116	"ENSDARG00000045785"	NA	chr25	+	17928751	17928824	17925987	17926105	17931223	17931319
24117	"ENSDARG00000045611"	"nfybb"	chr25	+	28842596	28842649	28841437	28841517	28846249	28846945
24118	"ENSDARG00000019117"	"parvb"	chr25	+	5055047	5055236	5054526	5054642	5058005	5058067
24119	"ENSDARG00000045641"	"usp3"	chr25	-	26745354	26745473	26744941	26745055	26747958	26748041
24120	"ENSDARG00000045641"	"usp3"	chr25	-	26746824	26746878	26745359	26745473	26747958	26748041
24121	"ENSDARG00000074226"	"zgc:158398"	chr25	-	3754427	3754500	3749901	3750708	3754573	3754708
24122	"ENSDARG00000074226"	"zgc:158398"	chr25	-	3754427	3754708	3749901	3750708	3754967	3755118
24123	"ENSDARG00000074226"	"zgc:158398"	chr25	-	3754427	3754886	3749901	3750708	3754967	3755118
24124	"ENSDARG00000074226"	"zgc:158398"	chr25	-	3754573	3754886	3749901	3750708	3754967	3755118
24125	"ENSDARG00000054323"	"pparab"	chr25	+	2253400	2253502	2253042	2253286	2253867	2254112
24126	"ENSDARG00000020395"	"mical2b"	chr25	+	16230802	16230824	16229282	16229399	16230934	16231036
24127	"ENSDARG00000020395"	"mical2b"	chr25	+	16252669	16252715	16248923	16249055	16253983	16254076
24128	"ENSDARG00000020395"	"mical2b"	chr25	+	16268270	16268345	16265503	16265585	16276768	16276841
24129	"ENSDARG00000020395"	"mical2b"	chr25	+	16268270	16268350	16265503	16265585	16269965	16273032
24130	"ENSDARG00000079773"	"nox5"	chr25	-	7933570	7933741	7933437	7933482	7934777	7934914
24131	"ENSDARG00000006791"	"arntl1a"	chr25	-	17905667	17905741	17905446	17905539	17906886	17906966
24132	"ENSDARG00000006791"	"arntl1a"	chr25	-	17905698	17905741	17905446	17905539	17906886	17906966
24133	"ENSDARG00000088171"	"ciartb"	chr25	-	26670529	26670756	26669679	26669756	26673188	26673570
