Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000053666	2.54069033102e-05	0.0232854268838	23	31815423	31830043	1	protein_coding	myb	v-myb avian myeloblastosis viral oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-991110-14]
ENSDARG00000043079	2.74554316104e-05	0.0243154575335	8	53928472	53946034	1	protein_coding	MMP23B	matrix metallopeptidase 23ba [Source:NCBI gene;Acc:101882601]
ENSDARG00000028676	2.78573163232e-05	0.0243154575335	25	5935938	5963535	-1	protein_coding	nuak1b	NUAK family, SNF1-like kinase, 1b [Source:ZFIN;Acc:ZDB-GENE-131120-18]
ENSDARG00000055389	3.23849398742e-05	0.0276100440881	9	35832294	35842375	1	protein_coding	si:dkey-67c22.2	si:dkey-67c22.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5845]
ENSDARG00000055536	3.36781855165e-05	0.0280600518417	21	28502340	28513055	1	protein_coding	otub1a	OTU deubiquitinase, ubiquitin aldehyde binding 1a [Source:ZFIN;Acc:ZDB-GENE-040718-108]
ENSDARG00000034181	3.53102342103e-05	0.0284618685499	13	37022601	37072558	1	protein_coding	esr2b	estrogen receptor 2b [Source:ZFIN;Acc:ZDB-GENE-030116-1]
ENSDARG00000059817	3.57132011265e-05	0.0284618685499	5	41105602	41124241	-1	protein_coding	mtmr12	myotubularin related protein 12 [Source:NCBI gene;Acc:569130]
ENSDARG00000059738	3.65307063493e-05	0.0284939509525	22	3389347	3595439	-1	protein_coding	ptprsa	protein tyrosine phosphatase receptor type Sa [Source:ZFIN;Acc:ZDB-GENE-020107-3]
ENSDARG00000056831	3.77658296388e-05	0.0288436523866	13	12045475	12088835	1	protein_coding	gng2	guanine nucleotide binding protein (G protein), gamma 2 [Source:ZFIN;Acc:ZDB-GENE-050417-59]
ENSDARG00000104178	4.08066098557e-05	0.0305300064757	3	7822948	7834506	1	protein_coding	trir	telomerase RNA component interacting RNase [Source:ZFIN;Acc:ZDB-GENE-111123-3]
ENSDARG00000060006	4.25903948725e-05	0.0312272775205	21	10890258	11054876	-1	protein_coding	nedd4l	NEDD4 like E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-051118-2]
ENSDARG00000100862	4.44003330684e-05	0.0319160041233	12	36027746	36045283	-1	protein_coding	gprc5c	G protein-coupled receptor, class C, group 5, member C [Source:ZFIN;Acc:ZDB-GENE-070928-27]
ENSDARG00000013828	4.72187094489e-05	0.0330472091253	19	2064173	2115040	-1	protein_coding	snx13	sorting nexin 13 [Source:ZFIN;Acc:ZDB-GENE-050306-12]
ENSDARG00000091187	4.77769253585e-05	0.0330472091253	21	37049427	37075542	-1	protein_coding	BX649250.2	ubiquitin interaction motif containing 1 [Source:NCBI gene;Acc:100535018]
ENSDARG00000009677	5.19222783347e-05	0.0352494578472	6	29860776	30082922	1	protein_coding	dlg1	discs, large homolog 1 (Drosophila) [Source:NCBI gene;Acc:114446]
ENSDARG00000043137	5.97099900896e-05	0.0397994224852	19	47771659	47782916	-1	protein_coding	cdca8	cell division cycle associated 8 [Source:NCBI gene;Acc:492815]
ENSDARG00000045776	6.52071228591e-05	0.0426873772145	23	4699144	4705253	-1	protein_coding	cnbpa	CCHC-type zinc finger, nucleic acid binding protein a [Source:ZFIN;Acc:ZDB-GENE-030131-5045]
ENSDARG00000074258	6.68375023972e-05	0.0429870673313	18	46840797	46957840	-1	protein_coding	gramd1bb	GRAM domain containing 1Bb [Source:ZFIN;Acc:ZDB-GENE-140106-106]
ENSDARG00000070041	7.23513322415e-05	0.0442551914951	12	30528623	30540755	-1	protein_coding	zgc:153920	zgc:153920 [Source:ZFIN;Acc:ZDB-GENE-061013-702]
ENSDARG00000010956	7.25006788657e-05	0.0442551914951	2	16173999	16210623	1	protein_coding	sh3glb1b	SH3-domain GRB2-like endophilin B1b [Source:ZFIN;Acc:ZDB-GENE-030131-6851]
ENSDARG00000043701	7.36392639827e-05	0.0442551914951	8	7033049	7052493	1	protein_coding	gpd1a	glycerol-3-phosphate dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-050417-209]
ENSDARG00000029751	7.4816912262e-05	0.0442551914951	1	31674297	31699955	1	protein_coding	wbp1lb	WW domain binding protein 1-like b [Source:ZFIN;Acc:ZDB-GENE-050522-112]
ENSDARG00000062379	7.48451138215e-05	0.0442551914951	14	3062608	3071638	-1	protein_coding	slc35a4	solute carrier family 35 member A4 [Source:NCBI gene;Acc:777628]
ENSDARG00000055052	7.73006668418e-05	0.0449816261337	9	38883388	38993033	1	protein_coding	map2	microtubule-associated protein 2 [Source:ZFIN;Acc:ZDB-GENE-041010-118]
ENSDARG00000006983	8.02470849336e-05	0.0459665333385	16	1334431	1359903	1	protein_coding	celf3b	cugbp, Elav-like family member 3b [Source:ZFIN;Acc:ZDB-GENE-110408-50]
ENSDARG00000075405	8.28795398973e-05	0.0467440605021	19	11855330	11894064	1	protein_coding	adck5	aarF domain containing kinase 5 [Source:ZFIN;Acc:ZDB-GENE-081104-149]
ENSDARG00000104101	8.4207677549e-05	0.0467735372568	21	18313152	18386881	1	protein_coding	RIMBP2	si:ch73-287m6.1 [Source:ZFIN;Acc:ZDB-GENE-100920-2]
ENSDARG00000012866	8.63987128542e-05	0.0472742807946	10	29137482	29225165	1	protein_coding	picalma	phosphatidylinositol binding clathrin assembly protein a [Source:ZFIN;Acc:ZDB-GENE-040426-761]
ENSDARG00000023279	8.93668975885e-05	0.0479577049242	16	9762261	9777928	1	protein_coding	psmd4b	proteasome 26S subunit, non-ATPase 4b [Source:ZFIN;Acc:ZDB-GENE-050417-96]
ENSDARG00000069632	9.11064771244e-05	0.0479577049242	1	45323142	45330451	1	protein_coding	emp1	epithelial membrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-070822-2]
ENSDARG00000057255	9.15722679949e-05	0.0479577049242	23	21261313	21277522	1	protein_coding	emc1	ER membrane protein complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-060810-98]
ENSDARG00000059475	9.41004015217e-05	0.0485876157716	3	53352018	53449437	1	protein_coding	camsap3	calmodulin regulated spectrin-associated protein family, member 3 [Source:ZFIN;Acc:ZDB-GENE-060503-811]
