Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000036237	1.76010540054e-05	0.0109621971909	18	62932	73844	1	protein_coding	slc27a2a	solute carrier family 27 member 2a [Source:ZFIN;Acc:ZDB-GENE-050706-104]
ENSDARG00000002659	2.07579466008e-05	0.0124666296443	23	9794730	9807578	-1	protein_coding	mapre1b	microtubule-associated protein, RP/EB family, member 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2256]
ENSDARG00000006385	2.50093570673e-05	0.0145019775325	3	1167026	1180520	1	protein_coding	triobpb	TRIO and F-actin binding protein b [Source:ZFIN;Acc:ZDB-GENE-061215-80]
ENSDARG00000057427	2.67907252695e-05	0.0150170945377	7	15266093	15306015	1	protein_coding	sv2ba	synaptic vesicle glycoprotein 2Ba [Source:ZFIN;Acc:ZDB-GENE-070209-134]
ENSDARG00000088959	2.80399591641e-05	0.0152103210743	9	19623363	19653458	1	protein_coding	pdxka	pyridoxal (pyridoxine, vitamin B6) kinase a [Source:ZFIN;Acc:ZDB-GENE-030131-8376]
ENSDARG00000033440	3.68436826216e-05	0.0187819361056	13	12606821	12633160	1	protein_coding	metap1	methionyl aminopeptidase 1 [Source:NCBI gene;Acc:503783]
ENSDARG00000057986	3.76714387345e-05	0.0187819361056	19	17834769	17996336	-1	protein_coding	ints8	integrator complex subunit 8 [Source:ZFIN;Acc:ZDB-GENE-050522-556]
ENSDARG00000090185	3.79748945999e-05	0.0187819361056	25	26754578	26758253	-1	protein_coding	si:dkeyp-73b11.8	si:dkeyp-73b11.8 [Source:ZFIN;Acc:ZDB-GENE-131120-176]
ENSDARG00000002710	4.04925701886e-05	0.0194549445798	22	36673312	36690751	-1	protein_coding	ncl	nucleolin [Source:ZFIN;Acc:ZDB-GENE-030131-6986]
ENSDARG00000026784	4.55664827104e-05	0.0212846103683	15	39277099	39820491	-1	protein_coding	robo1	roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-000209-3]
ENSDARG00000077567	5.14956285926e-05	0.0234040673085	17	52612866	52643968	1	protein_coding	angel1	angel homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-111020-12]
ENSDARG00000059399	6.38813999858e-05	0.0282692005832	11	2691243	2700397	-1	protein_coding	si:ch211-160o17.6	si:ch211-160o17.6 [Source:ZFIN;Acc:ZDB-GENE-141215-39]
ENSDARG00000041689	7.24940137665e-05	0.0312579316794	15	21252532	21262567	1	protein_coding	usf1	upstream transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1072]
ENSDARG00000017880	7.5237844797e-05	0.0315749728075	10	20653716	20706270	-1	protein_coding	kcnip3b	Kv channel interacting protein 3b, calsenilin [Source:ZFIN;Acc:ZDB-GENE-040426-1752]
ENSDARG00000020850	7.69846506367e-05	0.0315749728075	19	43119014	43137740	1	protein_coding	eef1a1l1	eukaryotic translation elongation factor 1 alpha 1, like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-188]
ENSDARG00000054849	8.34057498003e-05	0.0333940735391	3	29949984	29968055	-1	protein_coding	bcat2	branched chain amino-acid transaminase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-425]
ENSDARG00000016263	8.90300879672e-05	0.0348169757967	1	44523516	44566433	1	protein_coding	zdhhc5a	zinc finger DHHC-type containing 5a [Source:ZFIN;Acc:ZDB-GENE-090312-92]
ENSDARG00000094328	9.12433596398e-05	0.0348715530842	3	15635946	15645405	-1	protein_coding	si:dkey-93n13.1	si:dkey-93n13.1 [Source:ZFIN;Acc:ZDB-GENE-091204-23]
ENSDARG00000053554	0.000100519623929	0.0373456660138	7	30201611	30209790	1	protein_coding	wdr76	WD repeat domain 76 [Source:ZFIN;Acc:ZDB-GENE-030131-4513]
ENSDARG00000034700	0.000104272841103	0.0373456660138	4	5568688	5597802	-1	protein_coding	vegfab	vascular endothelial growth factor Ab [Source:ZFIN;Acc:ZDB-GENE-030131-4605]
ENSDARG00000005842	0.000104379537503	0.0373456660138	18	7122577	7143920	-1	protein_coding	cd9a	CD9 molecule a [Source:ZFIN;Acc:ZDB-GENE-030131-1175]
ENSDARG00000039007	0.000109744762701	0.0384472485329	23	44611864	44625579	1	protein_coding	eno3	enolase 3, (beta, muscle) [Source:ZFIN;Acc:ZDB-GENE-031006-5]
ENSDARG00000087640	0.000114504123829	0.039295945843	23	18790658	18805655	-1	protein_coding	nsfl1c	NSFL1 (p97) cofactor (p47) [Source:ZFIN;Acc:ZDB-GENE-041114-160]
ENSDARG00000038288	0.000121851131087	0.0409809724072	25	3809733	3830272	-1	protein_coding	cd151	CD151 molecule [Source:ZFIN;Acc:ZDB-GENE-041010-137]
ENSDARG00000017311	0.000124349643081	0.0410012470206	2	45491032	45510704	-1	protein_coding	gpsm2	G protein signaling modulator 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1169]
ENSDARG00000003961	0.000128019384462	0.041399499406	6	42038358	42049350	-1	protein_coding	parp3	poly (ADP-ribose) polymerase family, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7435]
ENSDARG00000020442	0.000135181511095	0.0428907979353	13	33645413	33654931	-1	protein_coding	snx5	sorting nexin 5 [Source:ZFIN;Acc:ZDB-GENE-040426-2857]
ENSDARG00000012593	0.00014880335969	0.0463384684546	21	6556635	6725780	1	protein_coding	col5a1	procollagen, type V, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-041105-6]
ENSDARG00000021556	0.000160568718291	0.0490931557597	14	30854553	30876708	-1	protein_coding	ubl3b	ubiquitin-like 3b [Source:ZFIN;Acc:ZDB-GENE-040630-4]
