ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1925	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173370	30173653	30173671
1926	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173413	30173653	30173671
1927	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173414	30173653	30173671
1928	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34046358	34046614	34046358	34046443	34046536	34046614
1929	"ENSDARG00000079716"	"sin3aa"	chr25	-	6354201	6354524	6354201	6354336	6354429	6354524
1930	"ENSDARG00000079716"	"sin3aa"	chr25	-	6357112	6357530	6357112	6357286	6357363	6357530
1931	"ENSDARG00000060951"	"polg"	chr25	-	8492102	8492386	8492102	8492245	8492332	8492386
1932	"ENSDARG00000060951"	"polg"	chr25	-	8495126	8495479	8495126	8495287	8495364	8495479
1933	"ENSDARG00000019532"	"fads2"	chr25	-	4135896	4136150	4135896	4136022	4136097	4136150
1934	"ENSDARG00000086450"	"tdg.2"	chr25	+	18957554	18957959	18957554	18957652	18957876	18957959
1935	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025583	34025241	34025295	34025460	34025583
1936	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025583	34025241	34025368	34025460	34025583
1937	"ENSDARG00000007711"	"rab3il1"	chr25	+	3114028	3114273	3114028	3114124	3114206	3114273
1938	"ENSDARG00000007755"	"wdr61"	chr25	-	6291543	6291778	6291543	6291649	6291755	6291778
1939	"ENSDARG00000061282"	"glg1a"	chr25	-	37223532	37223777	37223532	37223601	37223740	37223777
1940	"ENSDARG00000061282"	"glg1a"	chr25	-	37224164	37224549	37224164	37224307	37224436	37224549
1941	"ENSDARG00000061282"	"glg1a"	chr25	-	37231035	37231359	37231035	37231137	37231243	37231359
1942	"ENSDARG00000070717"	"slc25a18"	chr25	-	16639595	16639965	16639595	16639718	16639822	16639965
1943	"ENSDARG00000070717"	"slc25a18"	chr25	-	16654965	16655221	16654965	16655007	16655086	16655221
1944	"ENSDARG00000005004"	"slc5a12"	chr25	-	35494446	35494641	35494446	35494498	35494577	35494641
1945	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37193051	37193462	37193051	37193312	37193415	37193462
1946	"ENSDARG00000086670"	"ice2"	chr25	+	33974777	33975239	33974777	33974897	33975149	33975239
1947	"ENSDARG00000079111"	"actc1c"	chr25	+	14117014	14117355	14117014	14117117	14117193	14117355
1948	"ENSDARG00000062960"	"armc10"	chr25	+	18879769	18880096	18879769	18879844	18879961	18880096
1949	"ENSDARG00000058015"	"ano3"	chr25	+	35441783	35442000	35441783	35441866	35441973	35442000
1950	"ENSDARG00000075217"	"tdrd12"	chr25	-	37165842	37166330	37165842	37165901	37166178	37166330
1951	"ENSDARG00000060711"	"sv2bb"	chr25	-	11042365	11042680	11042365	11042454	11042536	11042680
1952	"ENSDARG00000102060"	NA	chr25	+	13796372	13796675	13796372	13796482	13796584	13796675
1953	"ENSDARG00000045928"	"psma4"	chr25	-	6216249	6216563	6216249	6216377	6216474	6216563
1954	"ENSDARG00000045928"	"psma4"	chr25	-	6222531	6222824	6222531	6222694	6222783	6222824
1955	"ENSDARG00000045928"	"psma4"	chr25	-	6222783	6222920	6222783	6222826	6222911	6222920
1956	"ENSDARG00000055129"	"pim3"	chr25	+	29663038	29663299	29663038	29663155	29663248	29663299
1957	"ENSDARG00000110973"	"tln2b"	chr25	+	33129838	33130242	33129838	33129946	33130045	33130242
1958	"ENSDARG00000078676"	"myrf"	chr25	-	3901337	3901602	3901337	3901412	3901497	3901602
1959	"ENSDARG00000078676"	"myrf"	chr25	-	3906802	3907079	3906802	3906916	3906999	3907079
1960	"ENSDARG00000078785"	"tmem258"	chr25	-	3887269	3887627	3887269	3887439	3887536	3887627
1961	"ENSDARG00000078785"	"tmem258"	chr25	-	3887269	3887627	3887269	3887439	3887540	3887627
1962	"ENSDARG00000001127"	"slc17a6a"	chr25	+	35256060	35256281	35256060	35256078	35256166	35256281
1963	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131868	6131627	6131669	6131790	6131868
1964	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131995	6131627	6131868	6131956	6131995
1965	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131995	6131627	6131877	6131956	6131995
1966	"ENSDARG00000102674"	"ckap5"	chr25	-	13749188	13749498	13749188	13749272	13749362	13749498
1967	"ENSDARG00000102674"	"ckap5"	chr25	-	13765644	13766090	13765644	13765731	13765998	13766090
1968	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20035278	20035668	20035278	20035445	20035532	20035668
1969	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20035532	20035816	20035532	20035670	20035744	20035816
1970	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20037753	20038064	20037753	20037878	20037969	20038064
1971	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20037753	20038201	20037753	20038064	20038137	20038201
1972	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20047987	20048480	20047987	20048162	20048369	20048480
1973	"ENSDARG00000097285"	NA	chr25	+	10832314	10832709	10832314	10832447	10832582	10832709
1974	"ENSDARG00000097285"	NA	chr25	+	10832579	10832952	10832579	10832709	10832797	10832952
1975	"ENSDARG00000097285"	NA	chr25	+	10835869	10836198	10835869	10835991	10836106	10836198
1976	"ENSDARG00000021339"	"cpa5"	chr25	-	18460253	18460487	18460253	18460338	18460420	18460487
1977	"ENSDARG00000021339"	"cpa5"	chr25	-	18463167	18463456	18463167	18463261	18463345	18463456
1978	"ENSDARG00000021339"	"cpa5"	chr25	-	18463167	18463641	18463167	18463456	18463542	18463641
1979	"ENSDARG00000103878"	"anpepb"	chr25	+	10815665	10815982	10815665	10815742	10815855	10815982
1980	"ENSDARG00000103878"	"anpepb"	chr25	+	10815855	10816259	10815855	10815982	10816178	10816259
1981	"ENSDARG00000103878"	"anpepb"	chr25	+	10815855	10816259	10815855	10815982	10816196	10816259
1982	"ENSDARG00000103878"	"anpepb"	chr25	+	10818327	10818653	10818327	10818441	10818514	10818653
1983	"ENSDARG00000103878"	"anpepb"	chr25	+	10818327	10818653	10818327	10818441	10818518	10818653
1984	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818803	10818518	10818653	10818737	10818803
1985	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818803	10818518	10818658	10818737	10818803
1986	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818951	10818518	10818803	10818885	10818951
1987	"ENSDARG00000103878"	"anpepb"	chr25	+	10822625	10822911	10822625	10822679	10822763	10822911
1988	"ENSDARG00000103878"	"anpepb"	chr25	+	10822625	10823097	10822625	10822911	10823008	10823097
1989	"ENSDARG00000103878"	"anpepb"	chr25	+	10823054	10823284	10823054	10823097	10823173	10823284
1990	"ENSDARG00000014866"	"hprt1l"	chr25	-	37077778	37077947	37077778	37077796	37077890	37077947
1991	"ENSDARG00000061946"	"commd4"	chr25	-	26840382	26840727	26840382	26840541	26840646	26840727
1992	"ENSDARG00000018681"	"saal1"	chr25	-	8180538	8180974	8180538	8180825	8180904	8180974
1993	"ENSDARG00000018681"	"saal1"	chr25	-	8195524	8195744	8195524	8195571	8195660	8195744
1994	"ENSDARG00000018681"	"saal1"	chr25	-	8195524	8195919	8195524	8195744	8195817	8195919
1995	"ENSDARG00000013990"	"ube2q2"	chr25	-	29437819	29438059	29437819	29437909	29437998	29438059
1996	"ENSDARG00000038288"	"cd151"	chr25	-	3813021	3813471	3813021	3813126	3813450	3813471
1997	"ENSDARG00000038288"	"cd151"	chr25	-	3813303	3813841	3813303	3813471	3813766	3813841
1998	"ENSDARG00000030915"	"cpa1"	chr25	-	18450861	18451145	18450861	18450972	18451051	18451145
1999	"ENSDARG00000018061"	"neil1"	chr25	-	26829622	26829975	26829622	26829743	26829881	26829975
2000	"ENSDARG00000021110"	"poc1b"	chr25	-	18434395	18434747	18434395	18434567	18434665	18434747
2001	"ENSDARG00000053609"	"gatd1"	chr25	-	3804357	3804815	3804357	3804451	3804531	3804815
2002	"ENSDARG00000092798"	"ppib"	chr25	+	5984164	5984455	5984164	5984276	5984361	5984455
2003	"ENSDARG00000003841"	"usb1"	chr25	+	13685307	13685559	13685307	13685393	13685475	13685559
2004	"ENSDARG00000079835"	"man2c1"	chr25	+	26812352	26812628	26812352	26812428	26812504	26812628
2005	"ENSDARG00000079835"	"man2c1"	chr25	+	26812504	26812721	26812504	26812628	26812705	26812721
2006	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26817118	26816867	26816984	26817057	26817118
2007	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26817118	26816867	26816984	26817097	26817118
2008	"ENSDARG00000079835"	"man2c1"	chr25	+	26817097	26817384	26817097	26817118	26817238	26817384
2009	"ENSDARG00000079835"	"man2c1"	chr25	+	26817097	26817384	26817097	26817153	26817238	26817384
2010	"ENSDARG00000099860"	"pkmb"	chr25	+	29183916	29184299	29183916	29184067	29184147	29184299
2011	"ENSDARG00000045644"	"ca12"	chr25	+	26804775	26805166	26804775	26804901	26805136	26805166
2012	"ENSDARG00000045644"	"ca12"	chr25	+	26808515	26808742	26808515	26808597	26808688	26808742
2013	"ENSDARG00000069673"	"chid1"	chr25	+	3788073	3788556	3788073	3788183	3788451	3788556
2014	"ENSDARG00000069673"	"chid1"	chr25	+	3788093	3788556	3788093	3788183	3788455	3788556
2015	"ENSDARG00000104034"	"arid3b"	chr25	-	28995302	28995775	28995302	28995392	28995478	28995775
2016	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19734068	19734385	19734068	19734261	19734346	19734385
2017	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737035	19737273	19737035	19737150	19737250	19737273
2018	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19739273	19739728	19739273	19739358	19739439	19739728
2019	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19739439	19739728	19739439	19739566	19739664	19739728
2020	"ENSDARG00000089207"	"ankrd27"	chr25	+	36414341	36414697	36414341	36414452	36414543	36414697
2021	"ENSDARG00000089207"	"ankrd27"	chr25	+	36414341	36414697	36414341	36414452	36414583	36414697
2022	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417721	36418152	36417721	36417775	36418091	36418152
2023	"ENSDARG00000089207"	"ankrd27"	chr25	+	36421531	36421831	36421531	36421613	36421694	36421831
2024	"ENSDARG00000004785"	"cops2"	chr25	-	32368833	32369067	32368833	32368892	32368986	32369067
2025	"ENSDARG00000004785"	"cops2"	chr25	-	32369188	32369525	32369188	32369286	32369460	32369525
2026	"ENSDARG00000023369"	"mxd"	chr25	+	19723602	19723987	19723602	19723757	19723852	19723987
2027	"ENSDARG00000023369"	"mxd"	chr25	+	19725801	19726233	19725801	19725843	19726100	19726233
2028	"ENSDARG00000017446"	"camk1db"	chr25	-	7993551	7994007	7993551	7993580	7993690	7994007
2029	"ENSDARG00000017446"	"camk1db"	chr25	-	7993690	7994007	7993690	7993841	7993924	7994007
2030	"ENSDARG00000075725"	"cep152"	chr25	-	32317132	32317456	32317132	32317239	32317322	32317456
2031	"ENSDARG00000075725"	"cep152"	chr25	-	32321212	32321392	32321212	32321218	32321328	32321392
2032	"ENSDARG00000017444"	"hal"	chr25	-	7956611	7956933	7956611	7956791	7956867	7956933
2033	"ENSDARG00000017444"	"hal"	chr25	-	7969351	7969526	7969351	7969389	7969480	7969526
2034	"ENSDARG00000017444"	"hal"	chr25	-	7971110	7971335	7971110	7971183	7971262	7971335
2035	"ENSDARG00000019117"	"parvb"	chr25	+	5054315	5054640	5054315	5054451	5054526	5054640
2036	"ENSDARG00000019117"	"parvb"	chr25	+	5055047	5055236	5055047	5055108	5055216	5055236
2037	"ENSDARG00000045641"	"usp3"	chr25	-	26740502	26740943	26740502	26740616	26740691	26740943
2038	"ENSDARG00000045641"	"usp3"	chr25	-	26740691	26740943	26740691	26740810	26740888	26740943
2039	"ENSDARG00000074226"	"zgc:158398"	chr25	-	3754427	3754708	3754427	3754500	3754573	3754708
2040	"ENSDARG00000074226"	"zgc:158398"	chr25	-	3757549	3757904	3757549	3757784	3757871	3757904
2041	"ENSDARG00000054323"	"pparab"	chr25	+	2253042	2253502	2253042	2253286	2253400	2253502
