ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
44	"ENSDARG00000099322"	"CABZ01071848.1"	chrKN149790.1	-	55044	55141	51719	51804	57764	57910
45	"ENSDARG00000099322"	"CABZ01071848.1"	chrKN149790.1	-	57764	57910	55044	55141	58292	58376
47	"ENSDARG00000034598"	"dicp1.16"	chrKN149948.1	-	14304	14388	13985	14014	14927	14996
48	"ENSDARG00000113364"	"CABZ01074307.2"	chrKN150487.1	+	27006	27095	26717	26821	28766	31563
50	"ENSDARG00000101592"	"col22a1"	chrKN150214.1	-	96398	96515	85097	85151	99305	99386
51	"ENSDARG00000112651"	"CU182823.2"	chrKN147637.2	-	117124	117298	107458	110935	118542	118708
53	"ENSDARG00000101754"	"BX664622.1"	chrKN149689.2	+	125707	125986	123980	124282	126899	128718
54	"ENSDARG00000103584"	"BX927374.1"	chrKN149690.1	-	47071	47245	45578	45761	48182	48356
55	"ENSDARG00000103584"	"BX927374.1"	chrKN149690.1	-	48182	48356	47071	47245	60953	62672
56	"ENSDARG00000114529"	"CU457778.9"	chrKN147651.2	+	292064	292238	288572	288746	294469	300323
57	"ENSDARG00000102737"	"CABZ01060490.1"	chrKN149696.2	+	48846	49020	45815	47583	51369	51543
58	"ENSDARG00000100702"	"zgc:174680"	chrKN149696.2	+	162460	162506	161622	162305	163623	163715
59	"ENSDARG00000098332"	"zgc:112970"	chrKN149696.2	-	167828	167917	167538	167595	167994	168048
60	"ENSDARG00000098332"	"zgc:112970"	chrKN149696.2	-	167994	168048	167828	167917	168131	168418
61	"ENSDARG00000117369"	"FO834799.2"	chr25	+	37471419	37471496	37470378	37470822	37471649	37471911
62	"ENSDARG00000117481"	"CR354549.5"	chr25	+	23200575	23200632	23200065	23200346	23201562	23201809
63	"ENSDARG00000110991"	NA	chr25	-	37461595	37461695	37460725	37461492	37462084	37462202
64	"ENSDARG00000110991"	NA	chr25	-	37462084	37462202	37461595	37461695	37462533	37462609
65	"ENSDARG00000110991"	NA	chr25	-	37462533	37462609	37462084	37462202	37462778	37462874
66	"ENSDARG00000110991"	NA	chr25	-	37463944	37463991	37463449	37463761	37464134	37464408
67	"ENSDARG00000061421"	NA	chr25	-	24752065	24752246	24748277	24748367	24757497	24757621
68	"ENSDARG00000061421"	NA	chr25	-	24787693	24787762	24770064	24770125	24790709	24790860
69	"ENSDARG00000099194"	"CABZ01058261.1"	chr25	+	3657753	3657844	3654542	3654579	3659396	3659534
70	"ENSDARG00000015502"	"adam10b"	chr25	+	157362	157455	156965	157163	157831	158015
71	"ENSDARG00000078139"	"appl2"	chr25	-	5794320	5794357	5791187	5791328	5794437	5794612
72	"ENSDARG00000040803"	"lactb"	chr25	+	33257448	33257515	33256011	33256563	33258653	33258844
73	"ENSDARG00000040803"	"lactb"	chr25	+	33258653	33258844	33257448	33257515	33259472	33259779
74	"ENSDARG00000103691"	"rfx7b"	chr25	+	395105	395144	394666	394752	398204	398327
75	"ENSDARG00000100918"	"prc1a"	chr25	+	7443398	7443569	7439793	7440027	7445848	7445998
76	"ENSDARG00000100918"	"prc1a"	chr25	+	7456710	7456869	7456523	7456622	7458590	7461466
78	"ENSDARG00000100151"	"appl2"	chr25	+	5774918	5774999	5771857	5771996	5775081	5777257
79	"ENSDARG00000100151"	"appl2"	chr25	+	5779454	5779596	5778762	5778931	5780459	5780654
80	"ENSDARG00000076361"	"CABZ01039859.1"	chr25	+	5312268	5312306	5310816	5310923	5315944	5316125
81	"ENSDARG00000076361"	"CABZ01039859.1"	chr25	+	5319317	5319461	5319060	5319242	5324189	5324415
82	"ENSDARG00000103002"	"nptna"	chr25	-	29343372	29343467	29332866	29333000	29350320	29350492
83	"ENSDARG00000103002"	"nptna"	chr25	-	29350320	29350492	29332866	29333000	29363128	29363934
84	"ENSDARG00000103666"	"dapk2b"	chr25	+	26497940	26498162	26441053	26441130	26547036	26547175
85	"ENSDARG00000103666"	"dapk2b"	chr25	+	26579476	26579629	26497940	26498162	26580252	26580298
86	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203036	202322	202507	203346	203439
87	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203036	202322	202507	203904	204019
88	"ENSDARG00000114874"	"FP236318.4"	chr25	-	203346	203439	202322	202507	203904	204019
90	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37454315	37454409	37453996	37454178	37454627	37454792
91	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37454627	37454792	37454315	37454409	37455015	37455089
92	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457464	37457569	37457288	37457348	37457826	37457942
93	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457464	37457569	37457288	37457348	37458060	37458190
94	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457826	37457942	37457288	37457348	37458060	37458190
95	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457826	37457942	37457464	37457569	37458060	37458190
96	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37458060	37458190	37457288	37457348	37458600	37458676
97	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37458060	37458190	37457826	37457942	37458430	37458527
98	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37458278	37458341	37458060	37458190	37458430	37458527
99	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37458430	37458527	37458060	37458190	37458600	37458676
100	"ENSDARG00000001259"	"gas2a"	chr25	+	35318787	35318912	35304902	35305051	35326106	35326248
101	"ENSDARG00000099362"	"CABZ01088346.1"	chr25	-	37492443	37492628	37492169	37492279	37493159	37493212
102	"ENSDARG00000105296"	NA	chr25	-	5714340	5714379	5713687	5713802	5718943	5719062
103	"ENSDARG00000105296"	NA	chr25	-	5724846	5724979	5722176	5722286	5725546	5725609
104	"ENSDARG00000009941"	"erc1a"	chr25	+	21197687	21197762	21194354	21194732	21202330	21202486
107	"ENSDARG00000010270"	"fezf1"	chr25	+	28274077	28274212	28272907	28273987	28275084	28275217
108	"ENSDARG00000045592"	"tnni2a.1"	chr25	+	31227938	31227975	31227746	31227778	31232851	31232980
109	"ENSDARG00000061345"	"wwp2"	chr25	+	34755712	34755850	34752297	34752419	34760607	34760683
110	"ENSDARG00000061345"	"wwp2"	chr25	+	34765599	34765774	34763430	34763520	34775763	34775818
111	"ENSDARG00000061345"	"wwp2"	chr25	+	34784861	34784943	34775763	34775818	34788974	34789053
112	"ENSDARG00000061345"	"wwp2"	chr25	+	34786530	34786659	34784861	34784943	34788974	34789053
113	"ENSDARG00000061345"	"wwp2"	chr25	+	34789587	34789659	34788974	34789053	34791143	34791232
114	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19318808	19318905	19325293	19325356
115	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19318808	19318905	19340138	19340276
116	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19325293	19325356	19318808	19318905	19340138	19340276
117	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19325293	19325356	19322560	19322668	19340138	19340276
118	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19340138	19340276	19322560	19322668	19341375	19341486
119	"ENSDARG00000009266"	"uevld"	chr25	-	24191879	24191985	24189212	24189383	24192773	24192915
120	"ENSDARG00000009266"	"uevld"	chr25	-	24192082	24192171	24191879	24191985	24192773	24192915
122	"ENSDARG00000078992"	"wnk1a"	chr25	-	21140927	21141085	21136521	21136610	21142512	21142733
124	"ENSDARG00000078600"	"ldlrad3"	chr25	-	37326136	37326443	37325053	37325896	37328524	37328659
128	"ENSDARG00000006600"	"lsm14aa"	chr25	+	35901223	35901386	35899961	35900141	35903241	35903280
129	"ENSDARG00000102889"	"sept15"	chr25	-	12880249	12880356	12872170	12872271	12901489	12901586
130	"ENSDARG00000025189"	"cpne8"	chr25	+	35801197	35801238	35774543	35774736	35813819	35813866
131	"ENSDARG00000025189"	"cpne8"	chr25	+	35830667	35830731	35823641	35823718	35833562	35833666
132	"ENSDARG00000025189"	"cpne8"	chr25	+	35833562	35833666	35823641	35823718	35834205	35834310
133	"ENSDARG00000025189"	"cpne8"	chr25	+	35841054	35841116	35840628	35840682	35843550	35843597
134	"ENSDARG00000033307"	"igf2b"	chr25	-	24045311	24045462	24043248	24043430	24046712	24046870
135	"ENSDARG00000013784"	"zgc:77158"	chr25	+	16895293	16895397	16880989	16881120	16915973	16916285
136	"ENSDARG00000013784"	"zgc:77158"	chr25	+	16931654	16932482	16915973	16916285	16936800	16937066
137	"ENSDARG00000013784"	"zgc:77158"	chr25	+	16939447	16939486	16938660	16939089	16940933	16941619
138	"ENSDARG00000009351"	"fgf6a"	chr25	+	16946629	16946733	16945347	16946095	16951131	16951890
139	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16982322	16982482	16977705	16977861	17044734	17044779
140	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16985062	16985278	16982322	16982482	16986613	16987020
143	"ENSDARG00000051748"	"ccnd2a"	chr25	-	17044734	17044779	16982322	16982482	17238928	17239008
145	"ENSDARG00000061131"	"kif21a"	chr25	+	35730846	35730915	35730651	35730759	35732520	35732660
148	"ENSDARG00000101778"	"ca5a"	chr25	-	12800894	12800957	12800295	12800753	12803227	12803323
149	"ENSDARG00000101778"	"ca5a"	chr25	-	12803939	12804058	12803227	12803323	12804372	12804450
150	"ENSDARG00000014113"	"wasla"	chr25	+	27759881	27760016	27744292	27744684	27763502	27763589
152	"ENSDARG00000014113"	"wasla"	chr25	+	27791406	27791449	27787993	27788243	27794954	27795108
153	"ENSDARG00000073769"	"magi2b"	chr25	-	20744972	20745061	20743117	20743174	20750445	20750584
154	"ENSDARG00000073769"	"magi2b"	chr25	-	20781537	20781573	20777466	20777558	20785203	20785381
155	"ENSDARG00000100206"	"klhdc4"	chr25	-	12723845	12724008	12721495	12721574	12725189	12725282
156	"ENSDARG00000100206"	"klhdc4"	chr25	-	12729719	12729798	12728090	12728189	12729877	12729969
157	"ENSDARG00000088079"	"tmed6"	chr25	+	37287396	37287572	37286829	37286956	37287904	37288184
158	"ENSDARG00000102204"	"jph3"	chr25	+	12656558	12657366	12640210	12640592	12685847	12685972
159	"ENSDARG00000097790"	"si:dkey-234i14.6"	chr25	+	37273631	37273808	37268899	37269507	37275996	37276221
160	"ENSDARG00000051936"	"ergic2"	chr25	+	20718826	20718928	20718438	20718479	20721455	20721551
161	"ENSDARG00000074626"	"pidd1"	chr25	-	4514143	4514251	4512173	4512352	4514594	4514710
162	"ENSDARG00000076899"	"slc2a13b"	chr25	+	35666733	35667177	35663932	35664911	35668490	35668650
163	"ENSDARG00000076899"	"slc2a13b"	chr25	+	35668490	35668650	35666733	35667177	35669972	35670178
164	"ENSDARG00000076899"	"slc2a13b"	chr25	+	35672514	35672678	35670260	35670369	35675410	35675536
165	"ENSDARG00000076899"	"slc2a13b"	chr25	+	35673287	35673408	35672514	35672678	35675410	35675536
167	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30237954	30233637	30233785	30238022	30238113
168	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30238113	30233713	30233785	30240656	30240736
169	"ENSDARG00000045606"	"alkbh3"	chr25	+	30238020	30238113	30233675	30233785	30240656	30240736
170	"ENSDARG00000045606"	"alkbh3"	chr25	+	30238022	30238113	30233685	30233785	30240656	30240736
171	"ENSDARG00000045606"	"alkbh3"	chr25	+	30244018	30244125	30240935	30240983	30249050	30249139
172	"ENSDARG00000045606"	"alkbh3"	chr25	+	30251638	30251848	30249050	30249139	30255684	30255783
173	"ENSDARG00000020718"	"slc25a22a"	chr25	-	4465344	4465499	4463285	4463361	4467553	4467701
174	"ENSDARG00000020718"	"slc25a22a"	chr25	-	4467553	4467701	4465344	4465499	4469397	4469458
175	"ENSDARG00000051931"	"edc3"	chr25	-	20687122	20687427	20682334	20682679	20690559	20690732
176	"ENSDARG00000063568"	"syt7a"	chr25	-	4264820	4264934	4234749	4234861	4282378	4282735
177	"ENSDARG00000063568"	"syt7a"	chr25	-	4282378	4282735	4234749	4234861	4300739	4300907
178	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220326	30220391	30219093	30219201	30220473	30220518
179	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220473	30220518	30219093	30219201	30220914	30220949
180	"ENSDARG00000038166"	"hyal6"	chr25	-	27605186	27605951	27601208	27601298	27609809	27610005
181	"ENSDARG00000070723"	"ndufa9a"	chr25	-	16773417	16773513	16773194	16773325	16773605	16773646
182	"ENSDARG00000045733"	"ciapin1"	chr25	+	14403261	14403430	14401361	14401441	14403890	14403964
183	"ENSDARG00000045733"	"ciapin1"	chr25	+	14403890	14403964	14401361	14401441	14404045	14404164
184	"ENSDARG00000004199"	"spam1"	chr25	-	27537462	27537552	27531873	27536569	27540355	27541288
185	"ENSDARG00000051746"	"ada2a"	chr25	+	16694639	16694850	16694348	16694568	16696267	16696395
186	"ENSDARG00000071062"	"hps5"	chr25	-	3169431	3169543	3165760	3165907	3174973	3175132
187	"ENSDARG00000071062"	"hps5"	chr25	-	3171801	3171958	3169431	3169543	3174973	3175132
188	"ENSDARG00000071062"	"hps5"	chr25	-	3179415	3179649	3178120	3178192	3181092	3181223
189	"ENSDARG00000067796"	"clpxb"	chr25	-	35577921	35578028	35575230	35575492	35580633	35580936
190	"ENSDARG00000067796"	"clpxb"	chr25	-	35578102	35578195	35577921	35578028	35580633	35580936
191	"ENSDARG00000067796"	"clpxb"	chr25	-	35584033	35584122	35581133	35581298	35586031	35586196
192	"ENSDARG00000023583"	"coq9"	chr25	-	14388873	14389016	14387555	14387640	14392741	14392877
193	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30182513	30182654	30178939	30179035	30192071	30192167
194	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34035733	34035773	34035540	34035625	34036068	34036111
195	"ENSDARG00000079716"	"sin3aa"	chr25	-	6370902	6371058	6370138	6370228	6373304	6373457
196	"ENSDARG00000079716"	"sin3aa"	chr25	-	6383325	6383535	6377591	6377777	6389595	6389713
197	"ENSDARG00000079716"	"sin3aa"	chr25	-	6383325	6383535	6377591	6377777	6391230	6391271
198	"ENSDARG00000060951"	"polg"	chr25	-	8482735	8482944	8482106	8482267	8486558	8486736
199	"ENSDARG00000019532"	"fads2"	chr25	-	4137958	4138035	4137768	4137866	4139296	4139357
200	"ENSDARG00000019532"	"fads2"	chr25	-	4143765	4143963	4141553	4141655	4144908	4145019
202	"ENSDARG00000013004"	"tdg.1"	chr25	+	18965443	18965502	18964781	18964889	18969487	18969657
203	"ENSDARG00000013004"	"tdg.1"	chr25	+	18973252	18973347	18973081	18973164	18975521	18975693
204	"ENSDARG00000104384"	"agbl1"	chr25	+	11487513	11487551	11469351	11469445	11496081	11496290
205	"ENSDARG00000104384"	"agbl1"	chr25	+	11527733	11527817	11521071	11521451	11531550	11531643
206	"ENSDARG00000104384"	"agbl1"	chr25	+	11532052	11532201	11531550	11531643	11538520	11538608
207	"ENSDARG00000104384"	"agbl1"	chr25	+	11672799	11672963	11639197	11639374	11702816	11706389
208	"ENSDARG00000062325"	"shank2b"	chr25	+	14253270	14253622	14215809	14215876	14276481	14276639
209	"ENSDARG00000045926"	"crabp1a"	chr25	+	6312911	6313090	6306884	6307083	6329581	6329695
211	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025236	34025295	34022238	34022334	34025460	34025583
212	"ENSDARG00000075805"	"si:dkey-219c3.2"	chr25	+	20310584	20310641	20305631	20305757	20323841	20323961
213	"ENSDARG00000058108"	"eps8l2"	chr25	+	4090437	4090507	4090234	4090350	4091091	4091156
214	"ENSDARG00000058108"	"eps8l2"	chr25	+	4091091	4091156	4043840	4043998	4097399	4097561
216	"ENSDARG00000061282"	"glg1a"	chr25	-	37221383	37221547	37219995	37220058	37222025	37222132
217	"ENSDARG00000061282"	"glg1a"	chr25	-	37222025	37222132	37221024	37221547	37223286	37223407
219	"ENSDARG00000061282"	"glg1a"	chr25	-	37227700	37227818	37227460	37227553	37227950	37228039
221	"ENSDARG00000076508"	"grm8b"	chr25	+	27010162	27010379	26922911	26923702	27089255	27089391
222	"ENSDARG00000076508"	"grm8b"	chr25	+	27128306	27128507	27092571	27092709	27166093	27166230
223	"ENSDARG00000076508"	"grm8b"	chr25	+	27173771	27174707	27166093	27166230	27210744	27210991
225	"ENSDARG00000005004"	"slc5a12"	chr25	-	35480534	35480716	35478533	35478637	35482347	35482434
226	"ENSDARG00000005004"	"slc5a12"	chr25	-	35494446	35494498	35491924	35491992	35494577	35494643
227	"ENSDARG00000007975"	"fth1b"	chr25	+	3062394	3062520	3061910	3062057	3065240	3066067
228	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37194504	37194618	37194269	37194400	37195661	37195810
229	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37202546	37202657	37195661	37195810	37204899	37205061
230	"ENSDARG00000086670"	"ice2"	chr25	+	33974053	33974339	33972018	33972483	33974777	33974897
231	"ENSDARG00000009299"	"dusp8a"	chr25	-	23015607	23015746	22982691	22982858	23030310	23030665
232	"ENSDARG00000009299"	"dusp8a"	chr25	-	23030310	23030665	23015607	23015746	23052425	23052707
233	"ENSDARG00000079111"	"actc1c"	chr25	+	14118091	14118283	14117193	14117355	14123011	14123193
234	"ENSDARG00000058015"	"ano3"	chr25	+	35433911	35433972	35425778	35425875	35441783	35441866
235	"ENSDARG00000058015"	"ano3"	chr25	+	35450979	35451016	35450649	35450814	35452067	35452179
236	"ENSDARG00000102403"	"cry2"	chr25	-	13862110	13862253	13855983	13856257	13868955	13869064
238	"ENSDARG00000010146"	"cpa2"	chr25	-	16595268	16595365	16593175	16593375	16595450	16595570
239	"ENSDARG00000031768"	"roraa"	chr25	+	33947429	33947825	33943813	33943955	33948634	33948756
240	"ENSDARG00000010279"	"scamp2"	chr25	-	3019201	3019319	3015675	3016615	3019874	3020001
241	"ENSDARG00000010279"	"scamp2"	chr25	-	3019201	3019319	3015675	3016615	3021901	3022003
242	"ENSDARG00000010279"	"scamp2"	chr25	-	3019874	3020001	3016169	3016615	3021901	3022003
244	"ENSDARG00000019142"	"fam185a"	chr25	+	18712545	18712655	18711803	18712373	18714889	18714982
245	"ENSDARG00000102229"	"mapk8ip1a"	chr25	-	13813814	13813918	13813574	13813691	13815287	13815457
246	"ENSDARG00000102229"	"mapk8ip1a"	chr25	-	13821137	13821219	13816248	13817253	13833543	13833846
247	"ENSDARG00000060711"	"sv2bb"	chr25	-	11042365	11042454	11041648	11041813	11042536	11042650
248	"ENSDARG00000060711"	"sv2bb"	chr25	-	11043050	11043140	11042536	11042650	11044757	11044891
249	"ENSDARG00000060711"	"sv2bb"	chr25	-	11057068	11057753	11046054	11046235	11088677	11088839
250	"ENSDARG00000102060"	NA	chr25	+	13795324	13795520	13792077	13792180	13796372	13796482
251	"ENSDARG00000036671"	"tnni4b.2"	chr25	+	20091188	20091192	20091020	20091070	20091281	20091326
252	"ENSDARG00000045929"	"oaz2a"	chr25	+	6201139	6201225	6200525	6200698	6202595	6206443
253	"ENSDARG00000070903"	"met"	chr25	+	18653597	18653747	18648498	18648717	18658573	18658730
254	"ENSDARG00000070903"	"met"	chr25	+	18660476	18660617	18658573	18658730	18662438	18662675
255	"ENSDARG00000110973"	"tln2b"	chr25	+	33121190	33121374	33118993	33119160	33121695	33121821
256	"ENSDARG00000078676"	"myrf"	chr25	-	3905004	3905092	3903274	3903337	3905836	3906064
257	"ENSDARG00000078676"	"myrf"	chr25	-	3908700	3908784	3906999	3907076	3908859	3908928
258	"ENSDARG00000078676"	"myrf"	chr25	-	3908859	3908928	3906999	3907076	3909024	3909107
259	"ENSDARG00000078785"	"tmem258"	chr25	-	3891904	3892014	3890522	3890651	3892577	3892686
260	"ENSDARG00000090543"	"tmem138"	chr25	+	3880464	3880540	3875150	3875322	3880721	3884533
261	"ENSDARG00000001127"	"slc17a6a"	chr25	+	35268734	35268862	35266719	35266830	35270396	35271284
263	"ENSDARG00000015731"	"ano5a"	chr25	+	35228954	35229029	35224213	35224365	35232260	35232489
264	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20038280	20038340	20038137	20038201	20043124	20043267
265	"ENSDARG00000075100"	"neo1b"	chr25	+	2968191	2968241	2962056	2962195	2974462	2974573
266	"ENSDARG00000075100"	"neo1b"	chr25	+	2972154	2972296	2968191	2968241	2974462	2974573
267	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3001179	3001388	3007561	3007708
268	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3001179	3001388	3008045	3008297
269	"ENSDARG00000075100"	"neo1b"	chr25	+	3007561	3007708	3001179	3001388	3008045	3008297
270	"ENSDARG00000075100"	"neo1b"	chr25	+	3007561	3007708	3005931	3006024	3008045	3008297
271	"ENSDARG00000021339"	"cpa5"	chr25	-	18463542	18463641	18463345	18463456	18465078	18465180
272	"ENSDARG00000103878"	"anpepb"	chr25	+	10818514	10818658	10818327	10818441	10818737	10818803
273	"ENSDARG00000103878"	"anpepb"	chr25	+	10820476	10820553	10819569	10819739	10821438	10821572
274	"ENSDARG00000103878"	"anpepb"	chr25	+	10825827	10825968	10825573	10825741	10826834	10826916
275	"ENSDARG00000103878"	"anpepb"	chr25	+	10826834	10826916	10825827	10825968	10827258	10827771
276	"ENSDARG00000014866"	"hprt1l"	chr25	-	37076764	37076847	37076083	37076130	37077778	37077796
277	"ENSDARG00000014866"	"hprt1l"	chr25	-	37081405	37081512	37078755	37078939	37083809	37084032
278	"ENSDARG00000018681"	"saal1"	chr25	-	8183651	8183824	8180904	8180997	8186533	8186704
279	"ENSDARG00000018681"	"saal1"	chr25	-	8186533	8186704	8183651	8183824	8188464	8188547
280	"ENSDARG00000053636"	"cracr2b"	chr25	-	3850122	3850218	3849482	3849670	3851102	3851193
282	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26829609	26830166	26831697	26832174
283	"ENSDARG00000018061"	"neil1"	chr25	-	26831697	26832174	26830496	26830616	26833053	26833100
284	"ENSDARG00000070914"	"dusp6"	chr25	-	18328510	18328945	18326297	18327943	18329666	18330503
286	"ENSDARG00000045792"	"si:dkey-106n21.1"	chr25	-	18236311	18236469	18221882	18222054	18241294	18241450
287	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26816984	26816121	26816214	26817057	26817153
288	"ENSDARG00000067710"	"shisal1b"	chr25	-	5132156	5132313	5125750	5125964	5189318	5189989
289	"ENSDARG00000045644"	"ca12"	chr25	+	26805136	26805166	26804774	26804901	26807326	26807350
290	"ENSDARG00000045644"	"ca12"	chr25	+	26808515	26808597	26807326	26807350	26809836	26810914
291	"ENSDARG00000069673"	"chid1"	chr25	+	3788451	3788576	3788073	3788183	3788956	3789106
292	"ENSDARG00000104034"	"arid3b"	chr25	-	29071979	29072657	29042904	29042979	29073976	29074064
293	"ENSDARG00000067711"	"parvg"	chr25	+	5083043	5083116	5082591	5082693	5084068	5084539
295	"ENSDARG00000089207"	"ankrd27"	chr25	+	36411602	36411725	36405020	36405152	36414341	36414452
296	"ENSDARG00000089207"	"ankrd27"	chr25	+	36416416	36416574	36414543	36414700	36417585	36417645
297	"ENSDARG00000089207"	"ankrd27"	chr25	+	36418091	36418157	36417721	36417775	36418739	36418816
299	"ENSDARG00000028159"	"tead1a"	chr25	+	16417679	16417814	16412434	16412497	16420180	16420221
300	"ENSDARG00000004785"	"cops2"	chr25	-	32368833	32368892	32366070	32366820	32372410	32372589
301	"ENSDARG00000004785"	"cops2"	chr25	-	32375516	32375606	32374937	32375015	32377851	32377977
302	"ENSDARG00000004785"	"cops2"	chr25	-	32377851	32377977	32374937	32375015	32378188	32378266
303	"ENSDARG00000070478"	"amn1"	chr25	+	28899138	28899195	28897746	28897964	28903029	28903141
