ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
28	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173653	30173671	30178939	30179035	30171954	30172002	30182513	30182654
29	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30178939	30179035	30182513	30182654	30173115	30173671	30192071	30192167
30	"ENSDARG00000086450"	"tdg.2"	chr25	+	18954188	18954260	18955179	18955361	18953574	18953861	18956870	18957067
31	"ENSDARG00000061282"	"glg1a"	chr25	-	37221383	37221547	37222025	37222132	37219995	37220058	37223286	37223407
32	"ENSDARG00000061282"	"glg1a"	chr25	-	37223740	37223842	37224164	37224307	37223493	37223601	37224436	37224560
33	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3007561	3007708	3001179	3001388	3008045	3008297
34	"ENSDARG00000021339"	"cpa5"	chr25	-	18466159	18466294	18467767	18467852	18465312	18465411	18470607	18470695
35	"ENSDARG00000103878"	"anpepb"	chr25	+	10825827	10825968	10826834	10826916	10825573	10825741	10827258	10827771
36	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26831697	26832174	26830063	26830166	26833053	26833100
37	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417721	36417775	36418040	36418157	36417585	36417645	36418739	36418816
38	"ENSDARG00000045641"	"usp3"	chr25	-	26744941	26745055	26745359	26745473	26743329	26743476	26747958	26748041
39	"ENSDARG00000054323"	"pparab"	chr25	+	2237641	2237780	2243736	2243924	2232786	2232944	2249682	2249892
40	"ENSDARG00000020395"	"mical2b"	chr25	+	16251462	16251591	16253983	16254076	16248923	16249055	16255620	16255731
41	"ENSDARG00000020395"	"mical2b"	chr25	+	16253983	16254076	16259939	16259972	16248923	16249055	16261275	16261462
42	"ENSDARG00000028539"	"morc2"	chr25	-	3717086	3717225	3717302	3717363	3713559	3713736	3717431	3717707
43	"ENSDARG00000102820"	"cib2"	chr25	-	25692554	25692666	25711311	25711346	25670190	25670338	25736690	25736958
44	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7857438	7857543	7850434	7850634	7857928	7857997
45	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7858077	7858109	7850434	7850634	7860976	7861026
46	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904755	31905055	31907328	31907603
47	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904937	31905052	31907328	31907417
48	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906800	31906858	31907328	31907417	31905464	31905556	31907554	31907590
49	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022548	16016611	16016679	16027781	16027917
50	"ENSDARG00000023694"	"spon1b"	chr25	+	15770994	15771135	15774997	15775073	15769157	15769359	15779123	15779309
51	"ENSDARG00000023694"	"spon1b"	chr25	+	15774997	15775073	15779123	15779309	15770994	15771135	15787356	15787527
52	"ENSDARG00000040427"	"acot19"	chr25	-	31719177	31719258	31727717	31727837	31718910	31719052	31731524	31731694
53	"ENSDARG00000040427"	"acot19"	chr25	-	31727717	31727837	31731524	31731694	31722706	31722789	31734072	31734263
54	"ENSDARG00000073905"	"vwa5a"	chr25	+	259073	259106	259249	259291	258882	258912	259432	259519
56	"ENSDARG00000070971"	"furinb"	chr25	-	8805620	8805709	8832728	8832805	8803225	8803398	8834958	8835087
57	"ENSDARG00000031198"	"hmg20a"	chr25	+	7327577	7327787	7330314	7330447	7324513	7324589	7330889	7330927
58	"ENSDARG00000012987"	"gpia"	chr25	+	35916927	35917018	35919403	35919472	35913613	35913873	35921314	35921434
59	"ENSDARG00000089663"	"lsm3"	chr22	-	31668030	31668126	31671866	31671977	31660963	31662010	31672170	31672566
60	"ENSDARG00000099999"	"tcf3b"	chr22	-	20337050	20337123	20338210	20338307	20331566	20331628	20341667	20342260
62	"ENSDARG00000053973"	"fetub"	chr22	+	37891973	37892140	37894950	37895037	37891398	37891486	37897709	37900135
64	"ENSDARG00000019998"	"slc30a7"	chr22	-	16150431	16150519	16151119	16151233	16150212	16150342	16153963	16154065
65	"ENSDARG00000042484"	"tle2a"	chr22	+	21624674	21624835	21641194	21641258	21618120	21618744	21644598	21644643
66	"ENSDARG00000068478"	"gpx4a"	chr22	-	17590189	17590214	17591595	17591747	17590004	17590064	17594404	17594499
67	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771305	26771554	26774049	26774196	26771028	26771208	26774630	26774811
68	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771308	26771554	26774049	26774196	26771028	26771208	26774630	26774811
69	"ENSDARG00000103760"	"cfhl2"	chr22	-	23737927	23738095	23745056	23745236	23734803	23734980	23745586	23745742
70	"ENSDARG00000002365"	"cers5"	chr22	-	5765427	5765556	5770558	5770651	5763783	5763890	5771110	5771161
71	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022677	21022739	21032123	21032196	21010609	21010694	21046598	21046654
72	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022680	21022739	21032123	21032196	21010609	21010694	21046598	21046843
73	"ENSDARG00000079420"	"dpp4"	chr22	-	11633512	11633567	11635453	11635648	11632643	11632743	11635735	11635805
74	"ENSDARG00000061692"	"yjefn3"	chr22	+	18459104	18459215	18461943	18462057	18446672	18446781	18462175	18462326
75	"ENSDARG00000011890"	"cry4"	chr22	-	828487	828604	831156	831609	828145	828290	833918	834106
76	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28466673	28466874	28463465	28463499	28468729	28468897
77	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28469408	28469474
78	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28474165	28474234
79	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28469408	28469474	28463465	28463499	28474165	28474234
80	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28466673	28466874	28463997	28464069	28468729	28468897
81	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28468729	28468897	28463997	28464069	28469408	28469474
82	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28469408	28469474
83	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28474165	28474234
84	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28469408	28469474	28464283	28464358	28474165	28474234
85	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28463465	28463499	28474165	28474234
86	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28463997	28464069	28474165	28474234
87	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28464283	28464358	28474165	28474234
88	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28468729	28468897	28469408	28469474	28466673	28466874	28474165	28474234
89	"ENSDARG00000042285"	"atp8b3"	chr22	-	20508608	20508707	20510095	20510209	20507176	20507238	20510360	20510452
91	"ENSDARG00000022372"	"kng1"	chr22	-	36846951	36847024	36851425	36851542	36844570	36844740	36856105	36856405
92	"ENSDARG00000043288"	"impact"	chr22	+	3009644	3009735	3015867	3016002	3004238	3004312	3026778	3026838
93	"ENSDARG00000042091"	"btbd2a"	chr22	-	20164913	20165070	20165680	20165800	20164552	20164658	20166007	20166660
94	"ENSDARG00000042091"	"btbd2a"	chr22	-	20164913	20165070	20165680	20165800	20164552	20164658	20166097	20166664
95	"ENSDARG00000042091"	"btbd2a"	chr22	-	20164913	20165070	20165680	20165800	20164617	20164658	20165991	20166209
96	"ENSDARG00000008306"	"rdh5"	chr22	-	10114508	10114672	10117116	10117375	10110357	10113537	10117446	10117772
97	"ENSDARG00000041609"	"adarb1a"	chr22	-	12654388	12655326	12660980	12661052	12651543	12651658	12667944	12667971
98	"ENSDARG00000041609"	"adarb1a"	chr22	-	12660980	12661052	12667944	12667971	12654388	12655326	12680679	12680737
99	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27103364	27103457	27104112	27104217	27102501	27102645	27107160	27107224
100	"ENSDARG00000029011"	"xpnpep1"	chr22	-	27104112	27104217	27107160	27107224	27103364	27103457	27111879	27112001
101	"ENSDARG00000002710"	"ncl"	chr22	-	36686607	36686737	36686817	36686958	36685661	36685685	36687314	36687431
102	"ENSDARG00000101458"	"r3hdm1"	chr22	+	12386892	12387017	12387145	12387230	12384763	12384917	12390002	12391283
104	"ENSDARG00000040864"	"si:dkey-286j15.1"	chr22	+	30025325	30025507	30028100	30028226	30021116	30021282	30028320	30028460
105	"ENSDARG00000040864"	"si:dkey-286j15.1"	chr22	+	30029308	30029462	30031046	30031174	30029018	30029200	30033021	30033583
106	"ENSDARG00000031387"	"cers4a"	chr22	+	4721517	4721568	4724017	4724110	4719691	4719749	4726610	4726739
107	"ENSDARG00000059287"	"mak"	chr24	-	8763667	8763800	8767011	8767094	8761761	8761933	8767837	8767959
109	"ENSDARG00000100053"	"CABZ01044099.1"	chr24	-	41560061	41560336	41588278	41588401	41554612	41554705	41656778	41657005
110	"ENSDARG00000060600"	"capn15"	chr24	+	39065795	39066019	39069226	39069352	39064602	39064786	39072182	39072335
111	"ENSDARG00000090039"	"reck"	chr24	+	88176	88365	89311	89434	86888	87029	89532	89704
112	"ENSDARG00000100958"	NA	chr24	+	715980	716082	716966	717117	712766	714065	719368	719478
113	"ENSDARG00000088466"	"tmx3b"	chr24	+	43088	43149	44056	44096	42947	42966	44198	44322
115	"ENSDARG00000001930"	"klhl15"	chr24	-	16968579	16969291	16975878	16975955	16962968	16967015	16979473	16980337
116	"ENSDARG00000001930"	"klhl15"	chr24	-	16968579	16969291	16975878	16975960	16965204	16967015	16979473	16979728
117	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1375678	1375733	1376335	1376378	1374816	1374868	1377039	1377090
118	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1376335	1376378	1377039	1377090	1375678	1375733	1377672	1377723
119	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1376335	1376378	1377672	1377723	1375678	1375733	1378375	1378426
120	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1377039	1377090	1377672	1377723	1376335	1376378	1378375	1378426
121	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1378375	1378426	1381482	1381537	1377672	1377723	1382749	1382804
122	"ENSDARG00000095432"	"BX323074.2"	chr24	+	1382749	1382804	1383072	1383123	1381482	1381537	1383545	1383603
123	"ENSDARG00000010244"	"rpl22l1"	chr24	-	26477402	26477524	26478874	26478979	26475181	26475440	26479747	26479841
124	"ENSDARG00000010155"	"abi1a"	chr24	+	6002437	6002632	6005593	6005680	5996926	5997027	6008504	6008690
125	"ENSDARG00000045305"	"pde7a"	chr24	-	24746580	24746613	24747139	24747184	24745944	24746034	24750715	24750776
126	"ENSDARG00000000069"	"dap"	chr24	-	22077161	22077204	22100802	22100902	22070289	22071797	22103377	22103585
127	"ENSDARG00000096457"	"si:dkey-118j18.2"	chr24	+	16150184	16150255	16152167	16152327	16149513	16149796	16156461	16156591
128	"ENSDARG00000071596"	"neto1l"	chr24	+	16102809	16103038	16111825	16111939	16067891	16068019	16120970	16121550
129	"ENSDARG00000057169"	"abca4a"	chr24	+	28569866	28569994	28574685	28574883	28563868	28564008	28582174	28582264
130	"ENSDARG00000077151"	"cbln2b"	chr24	-	15646481	15646601	15647651	15648164	15645467	15646345	15648550	15648636
131	"ENSDARG00000004131"	"rttn"	chr24	-	15159552	15159658	15161754	15161951	15158711	15158809	15162567	15162705
132	"ENSDARG00000011821"	"plod2"	chr24	+	5295933	5296075	5303697	5303811	5294944	5295070	5304052	5304118
133	"ENSDARG00000059058"	"vipr1b"	chr24	-	20734280	20734416	20745310	20745411	20721213	20721367	20768994	20769105
134	"ENSDARG00000012625"	"prkag2a"	chr24	-	28283333	28283415	28293302	28293412	28276186	28276245	28306180	28306232
135	"ENSDARG00000076748"	"ntn2"	chr24	-	38755268	38756510	38761181	38761351	38737971	38738160	38765666	38765777
136	"ENSDARG00000076748"	"ntn2"	chr24	-	38755268	38756510	38761181	38761351	38737971	38738160	38787437	38787457
137	"ENSDARG00000076748"	"ntn2"	chr24	-	38755268	38756510	38765666	38765777	38737971	38738160	38787437	38787607
138	"ENSDARG00000045316"	"map7d2b"	chr24	-	24145564	24145657	24146598	24146701	24138867	24138963	24155567	24155731
139	"ENSDARG00000001829"	"zgc:112982"	chr24	-	24114174	24114861	24115868	24115912	24111116	24111286	24118192	24118451
141	"ENSDARG00000098451"	"tlcd4a"	chr24	-	31116751	31116846	31120600	31120690	31100654	31100728	31123210	31123380
142	"ENSDARG00000071673"	"ctdspla"	chr24	-	20488497	20488599	20501107	20501265	20475036	20475093	20531398	20531474
145	"ENSDARG00000101947"	"ptbp2a"	chr24	-	30840045	30840138	30843216	30843250	30837607	30837824	30845793	30845909
146	"ENSDARG00000029177"	"lnx2a"	chr24	-	21655327	21655507	21657503	21657872	21654817	21654995	21659454	21659654
147	"ENSDARG00000029177"	"lnx2a"	chr24	-	21662287	21662511	21671087	21671596	21659739	21659877	21674858	21674996
148	"ENSDARG00000015174"	"atp6v0a1b"	chr24	-	7602160	7602332	7604160	7604278	7596008	7596396	7606857	7606875
149	"ENSDARG00000015174"	"atp6v0a1b"	chr24	-	7604160	7604278	7606857	7606875	7602160	7602332	7611400	7611508
150	"ENSDARG00000015174"	"atp6v0a1b"	chr24	-	7606857	7606875	7611400	7611508	7604160	7604278	7616762	7616870
151	"ENSDARG00000045401"	"mllt10"	chr24	+	17174520	17174616	17177097	17177410	17166086	17166180	17180984	17181644
152	"ENSDARG00000045401"	"mllt10"	chr24	+	17177097	17177410	17180984	17181644	17174520	17174616	17189789	17189965
153	"ENSDARG00000045401"	"mllt10"	chr24	+	17180984	17181644	17189789	17189965	17177097	17177410	17197222	17197337
154	"ENSDARG00000057249"	"zmynd11"	chr24	-	27246538	27246571	27246878	27246902	27243721	27243883	27251129	27251289
156	"ENSDARG00000079312"	"kmt2ca"	chr24	+	7503850	7503898	7507603	7507738	7503478	7503577	7509984	7510017
157	"ENSDARG00000071460"	"si:ch211-234p6.5"	chr24	+	38179891	38180296	38184889	38185008	38179190	38179246	38185269	38185361
159	"ENSDARG00000027600"	"pdlim5b"	chr10	-	1226738	1226890	1258291	1258420	1219176	1219210	1275701	1276046
160	"ENSDARG00000102742"	"bmpr1bb"	chr10	-	1133077	1133258	1150472	1150529	1113649	1113809	1178492	1178554
161	"ENSDARG00000078258"	"CABZ01049847.1"	chr10	+	41585623	41585770	41587875	41588006	41585339	41585503	41593237	41593419
165	"ENSDARG00000079251"	"nlgn2b"	chr10	+	22421897	22421951	22439698	22439848	22381801	22382512	22471291	22471477
166	"ENSDARG00000023174"	"fez1"	chr10	-	31762345	31762432	31764732	31764832	31760777	31760943	31771759	31772129
167	"ENSDARG00000023174"	"fez1"	chr10	-	31764732	31764832	31771759	31772129	31762345	31762432	31782588	31782616
168	"ENSDARG00000089340"	"rhobtb2b"	chr10	+	42709520	42709671	42712693	42712782	42708067	42708186	42713495	42713601
169	"ENSDARG00000036005"	"pitpnb"	chr10	+	4061316	4061408	4061847	4061855	4060313	4060459	4067253	4067328
170	"ENSDARG00000036005"	"pitpnb"	chr10	+	4061847	4061855	4067253	4067328	4061316	4061408	4067425	4067509
171	"ENSDARG00000045888"	"acat1"	chr10	+	38664315	38664363	38665988	38666106	38663916	38664117	38682386	38682482
172	"ENSDARG00000045888"	"acat1"	chr10	+	38665988	38666106	38682386	38682482	38664315	38664363	38685930	38686031
173	"ENSDARG00000021082"	"sec31a"	chr10	-	5098918	5098954	5101525	5101852	5098341	5098400	5105574	5105668
174	"ENSDARG00000021082"	"sec31a"	chr10	-	5098918	5098954	5101570	5101852	5098341	5098400	5105574	5105668
175	"ENSDARG00000074075"	"antxr1b"	chr10	+	41015650	41015843	41021652	41021748	41012462	41012532	41022006	41022051
176	"ENSDARG00000069543"	"galt"	chr10	-	14326826	14326910	14337824	14337957	14274945	14275100	14421425	14421548
177	"ENSDARG00000069543"	"galt"	chr10	-	14337824	14337957	14421425	14421548	14326825	14326910	14464441	14464498
178	"ENSDARG00000028661"	"cntfr"	chr10	-	13600555	13600789	13672777	13672859	13541096	13541214	13772624	13772847
179	"ENSDARG00000074329"	"arvcfa"	chr10	+	490002	490074	496311	496439	486051	486217	500090	500241
180	"ENSDARG00000074328"	"apba1b"	chr10	+	15786455	15786495	15788479	15788625	15786254	15786356	15789321	15789411
181	"ENSDARG00000074328"	"apba1b"	chr10	+	15788479	15788625	15789321	15789411	15786455	15786495	15795050	15795254
182	"ENSDARG00000062016"	"vps51"	chr10	+	26963819	26964039	26965487	26966391	26963527	26963674	26969008	26969224
183	"ENSDARG00000073721"	"smarcad1b"	chr10	-	17563487	17563583	17567993	17568125	17563166	17563284	17568813	17568889
184	"ENSDARG00000086075"	"ttc3"	chr10	-	85519	85623	85887	85984	85343	85428	86136	86205
185	"ENSDARG00000086075"	"ttc3"	chr10	-	88258	88344	88792	88849	88019	88175	89527	89574
186	"ENSDARG00000086075"	"ttc3"	chr10	-	88792	88849	89527	89574	88258	88344	89646	89919
187	"ENSDARG00000044282"	"smc5"	chr10	-	15631332	15631506	15638977	15639118	15629821	15629991	15642268	15642403
188	"ENSDARG00000076121"	"smpd1"	chr10	-	24715989	24716135	24716451	24716528	24709966	24711263	24719344	24719516
190	"ENSDARG00000011190"	"fgfr1b"	chr10	+	42639437	42639582	42647541	42647735	42636272	42636463	42650315	42650667
191	"ENSDARG00000075806"	"kirrel3a"	chr10	+	39808436	39808520	39825594	39825704	39804667	39804775	39830742	39830829
192	"ENSDARG00000056001"	"fryb"	chr10	+	33958987	33959082	33960582	33961196	33958685	33958873	33973859	33973957
193	"ENSDARG00000011611"	"actr1"	chr10	+	42523018	42523083	42525012	42525088	42521942	42522163	42526183	42526309
194	"ENSDARG00000099532"	"ubl3a"	chr10	-	36369003	36369081	36371788	36371875	36363317	36364927	36377146	36377255
195	"ENSDARG00000099532"	"ubl3a"	chr10	-	36371788	36371875	36377146	36377255	36369003	36369081	36405776	36406084
196	"ENSDARG00000077740"	"b3glctb"	chr10	+	33631571	33631614	33634483	33634593	33626737	33626775	33646660	33646737
197	"ENSDARG00000077740"	"b3glctb"	chr10	+	33687908	33688008	33698415	33698535	33675395	33675509	33704306	33704451
198	"ENSDARG00000077740"	"b3glctb"	chr10	+	33698415	33698535	33704306	33704451	33687908	33688008	33709759	33709918
199	"ENSDARG00000038159"	"tcf7l1a"	chr10	-	42204667	42204811	42211578	42211662	42202279	42202439	42211826	42211929
200	"ENSDARG00000104314"	"nrg1"	chr10	-	7295547	7295571	7302538	7302597	7291109	7291212	7311973	7312112
201	"ENSDARG00000104314"	"nrg1"	chr10	-	7295547	7295571	7302883	7302951	7291109	7291212	7311973	7312112
203	"ENSDARG00000033768"	"trappc13"	chr10	+	15341734	15341803	15345914	15346014	15340767	15341073	15351402	15351487
204	"ENSDARG00000090814"	"si:dkey-18a10.3"	chr10	-	33566178	33566254	33568530	33568646	33565202	33565264	33568775	33568906
205	"ENSDARG00000099182"	"ankrd55"	chr10	-	5826641	5826731	5828598	5829254	5824287	5824815	5833324	5833492
206	"ENSDARG00000043182"	"hhla2a.1"	chr10	+	35431552	35431882	35434422	35434512	35429807	35430086	35436624	35436687
207	"ENSDARG00000057035"	"stoml3b"	chr10	-	24643537	24643610	24644014	24644118	24643192	24643275	24648136	24648231
208	"ENSDARG00000100170"	"pam"	chr10	+	5716706	5716794	5724016	5724108	5710499	5710557	5725686	5725770
209	"ENSDARG00000100170"	"pam"	chr10	+	5778575	5778675	5779834	5779888	5775359	5775478	5781882	5782200
210	"ENSDARG00000044304"	"prrc1"	chr10	+	16178994	16179098	16181861	16181964	16178418	16178582	16185458	16186691
214	"ENSDARG00000099633"	"sec14l7"	chr10	+	44930053	44930149	44931082	44931143	44928091	44928280	44933192	44933299
216	"ENSDARG00000078441"	"ppip5k2"	chr10	-	6790947	6790968	6804691	6804811	6786505	6786649	6809632	6809705
217	"ENSDARG00000078441"	"ppip5k2"	chr10	-	6816645	6816819	6816950	6816992	6809632	6809705	6824730	6824901
218	"ENSDARG00000040338"	"hvcn1"	chr10	+	8408660	8408765	8408927	8409159	8408335	8408565	8412263	8412376
219	"ENSDARG00000075376"	"sgsm1b"	chr10	+	1662985	1663156	1665560	1665623	1661900	1662029	1666344	1666686
220	"ENSDARG00000104387"	NA	chr10	+	44847670	44847772	44850146	44850202	44846533	44846683	44857279	44857437
221	"ENSDARG00000104387"	NA	chr10	+	44882560	44882674	44885191	44885305	44878665	44878857	44885480	44885642
225	"ENSDARG00000087937"	"cdk4"	chr11	-	135825	135876	136027	136137	135607	135743	136312	136480
226	"ENSDARG00000077934"	"tegt"	chr11	-	162069	162145	162688	162789	161195	161219	163335	163415
227	"ENSDARG00000077934"	"tegt"	chr11	-	163881	164030	164896	165005	163491	163589	165232	165288
228	"ENSDARG00000063433"	"atp2b2"	chr11	-	1205091	1205133	1209256	1209349	1203569	1203734	1214173	1214206
229	"ENSDARG00000063433"	"atp2b2"	chr11	-	1205091	1205133	1214173	1214206	1203569	1203734	1217172	1217298
230	"ENSDARG00000063433"	"atp2b2"	chr11	-	1209256	1209349	1214173	1214206	1205091	1205133	1217172	1217298
231	"ENSDARG00000077018"	"socs7"	chr11	-	12021357	12021503	12030279	12030411	12020750	12020919	12041941	12042046
233	"ENSDARG00000104682"	"tpm2"	chr10	+	6353955	6354031	6355343	6355406	6350118	6350189	6359673	6359743
234	"ENSDARG00000104682"	"tpm2"	chr10	+	6353955	6354031	6359673	6359743	6350118	6350189	6362962	6363374
236	"ENSDARG00000013422"	"slc8a1a"	chr11	-	30562986	30563093	30599584	30601439	30558785	30558806	30611717	30611814
237	"ENSDARG00000020758"	"tmem178"	chr11	+	30519986	30520100	30526182	30526320	30513655	30514509	30529923	30531106
238	"ENSDARG00000004302"	"slc45a1"	chr11	+	40662351	40662528	40662993	40663199	40661348	40661502	40665485	40665711
239	"ENSDARG00000004302"	"slc45a1"	chr11	+	40662993	40663199	40665485	40665711	40662351	40662528	40673636	40674070
240	"ENSDARG00000051879"	"abcc8"	chr25	+	22833723	22833837	22834472	22834593	22832185	22832288	22837596	22837727
242	"ENSDARG00000102977"	"cant1b"	chr11	-	45147817	45147866	45148130	45148235	45147257	45147343	45148694	45148743
243	"ENSDARG00000101054"	"syn2b"	chr11	-	676799	677400	682310	682377	675295	675528	682876	683029
244	"ENSDARG00000101054"	"syn2b"	chr11	-	719775	719865	720264	720421	691805	691868	723036	723128
245	"ENSDARG00000103266"	"ogal"	chr11	+	45123692	45123778	45123893	45123986	45122884	45123059	45124474	45124545
246	"ENSDARG00000029474"	"camk1b"	chr11	+	4086522	4086654	4103516	4103591	4053320	4053431	4110764	4110903
247	"ENSDARG00000029474"	"camk1b"	chr11	+	4121400	4121479	4124980	4125068	4117901	4118014	4126205	4126347
249	"ENSDARG00000033609"	"map1lc3a"	chr11	+	26610890	26610946	26612316	26612423	26609109	26609230	26614381	26615608
250	"ENSDARG00000070939"	"znf740a"	chr11	-	2263462	2263546	2265903	2265987	2258113	2258232	2283855	2283939
251	"ENSDARG00000028552"	"plppr3b"	chr11	+	14149885	14149981	14150406	14150510	14147985	14148389	14151061	14151247
252	"ENSDARG00000012013"	"cpa6"	chr24	-	18895720	18895822	18897945	18898060	18895527	18895632	18904433	18904558
253	"ENSDARG00000077710"	"nlgn1"	chr11	-	9819075	9819135	9947403	9947463	9808203	9808356	9947991	9948487
254	"ENSDARG00000070318"	"arl8bb"	chr11	-	35748217	35748288	35750244	35750312	35744917	35745439	35751387	35751481
255	"ENSDARG00000058696"	"tbl1xr1a"	chr11	+	8636336	8636402	8660112	8660215	8616116	8616179	8661056	8661202
257	"ENSDARG00000004632"	"egln1b"	chr11	+	31589930	31590050	31598035	31598172	31558005	31559070	31599259	31599327
258	"ENSDARG00000004632"	"egln1b"	chr11	+	31589930	31590050	31599259	31599327	31558005	31559070	31602747	31603692
259	"ENSDARG00000006601"	"kaznb"	chr11	-	25900365	25900557	25944600	25944708	25893915	25894052	26040218	26040429
260	"ENSDARG00000011613"	"rbm39a"	chr11	+	24340387	24340448	24341329	24341479	24340153	24340219	24341801	24341851
261	"ENSDARG00000045596"	"rassf8a"	chr25	+	31152882	31153847	31159474	31159619	31147659	31147863	31162694	31162816
262	"ENSDARG00000059246"	"hnrnpd"	chr10	-	5004394	5004550	5007039	5007136	5002109	5002214	5009779	5009911
