ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
13	"ENSDARG00000110991"	NA	chr25	-	37461595	37461695	37462084	37462202	37460725	37461492	37462533	37462609	13	51,51,49,63,52,92	23,37,40,78,25,74	61,71,99,68,93,87	33,52,68,40,72,70	267	249	0.734508799031	1.0	0.674,0.562,0.533,0.43,0.66,0.537	0.633,0.56,0.576,0.613,0.546,0.537	-0.011
14	"ENSDARG00000110991"	NA	chr25	-	37462084	37462202	37462533	37462609	37461595	37461695	37462778	37462874	14	27,22,25,56,27,44	42,60,25,67,36,95	30,28,42,61,64,56	41,42,60,47,76,61	225	267	0.0881638315862	0.990197466416	0.433,0.303,0.543,0.498,0.471,0.355	0.465,0.442,0.454,0.606,0.5,0.521	-0.064
15	"ENSDARG00000110991"	NA	chr25	-	37462948	37463029	37463096	37463175	37462778	37462874	37463449	37463761	15	15,28,14,30,32,38	33,36,27,53,40,56	30,18,71,29,44,49	32,40,62,71,71,65	228	230	0.673315839968	1.0	0.314,0.44,0.343,0.363,0.447,0.406	0.486,0.312,0.536,0.292,0.385,0.432	-0.022
16	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203036	203346	203439	202322	202507	203904	204019	16	118,92,50,141,103,143	16,12,7,20,7,20	98,108,156,111,157,156	10,9,28,4,12,24	242	242	0.442840630971	1.0	0.881,0.885,0.877,0.876,0.936,0.877	0.907,0.923,0.848,0.965,0.929,0.867	-0.018
17	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37454315	37454409	37454627	37454792	37453996	37454178	37455015	37455089	17	16,14,2,11,21,8	23,8,4,9,25,17	9,12,13,4,9,5	10,10,25,14,14,20	243	314	0.184806582435	1.0	0.473,0.693,0.393,0.612,0.52,0.378	0.538,0.608,0.402,0.27,0.454,0.244	0.092
18	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457464	37457569	37457826	37457942	37457288	37457348	37458060	37458190	18	17,15,4,19,20,27	1,5,1,7,7,2	19,11,31,11,17,24	4,1,6,4,3,1	254	265	0.395044633946	1.0	0.947,0.758,0.807,0.739,0.749,0.934	0.832,0.92,0.844,0.742,0.855,0.962	-0.037
19	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37458060	37458190	37458430	37458527	37457826	37457942	37458600	37458676	19	5,6,1,8,7,3	2,4,2,1,3,3	5,2,9,7,4,1	1,1,4,2,0,2	279	246	0.262690666437	1.0	0.688,0.569,0.306,0.876,0.673,0.469	0.815,0.638,0.665,0.755,1.0,0.306	-0.1
20	"ENSDARG00000009941"	"erc1a"	chr25	+	21194354	21194732	21197687	21197762	21180613	21181462	21202330	21202486	20	43,71,65,60,77,102	30,22,12,25,28,16	53,67,101,89,125,121	11,22,18,10,18,38	527	224	0.0580045363103	0.851501739099	0.379,0.578,0.697,0.505,0.539,0.73	0.672,0.564,0.705,0.791,0.747,0.575	-0.104
21	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19325293	19325356	19318808	19318905	19340138	19340276	21	31,38,28,46,45,68	17,17,9,15,10,11	44,38,56,29,79,61	15,14,14,16,9,13	257	212	0.559412749053	1.0	0.601,0.648,0.72,0.717,0.788,0.836	0.708,0.691,0.767,0.599,0.879,0.795	-0.021
22	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19340138	19340276	19318808	19318905	19341375	19341486	22	25,25,19,27,31,51	62,57,28,90,44,79	28,18,37,10,44,42	51,52,62,43,88,92	257	287	0.572729238323	1.0	0.31,0.329,0.431,0.251,0.44,0.419	0.38,0.279,0.4,0.206,0.358,0.338	0.036
23	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16982322	16982482	17044734	17044779	16977705	16977861	17238928	17239043	23	0,3,4,2,3,0	60,62,57,56,77,92	0,0,6,0,6,3	56,75,100,54,101,97	194	309	0.740314126975	1.0	0.0,0.072,0.101,0.054,0.058,0.0	0.0,0.0,0.087,0.0,0.086,0.047	0.011
26	"ENSDARG00000100206"	"klhdc4"	chr25	-	12721495	12721574	12723845	12724008	12719782	12719991	12725189	12725282	26	32,32,31,47,33,41	15,6,9,21,14,18	29,27,46,42,37,27	15,26,29,18,18,35	312	228	0.00928333239816	0.359735339629	0.609,0.796,0.716,0.621,0.633,0.625	0.586,0.431,0.537,0.63,0.6,0.361	0.143
27	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220326	30220391	30220473	30220518	30219093	30219201	30220914	30220949	27	67,55,58,79,69,105	57,37,35,55,59,58	39,60,91,35,101,93	31,47,56,26,47,67	214	194	0.692086315134	1.0	0.516,0.574,0.6,0.566,0.515,0.621	0.533,0.536,0.596,0.55,0.661,0.557	-0.007
28	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173653	30173671	30178939	30179035	30171954	30172002	30182513	30182654	28	0,0,0,1,0,0	20,49,35,54,42,39	0,0,0,0,0,1	34,45,32,44,68,61	167	245	1	1.0	0.0,0.0,0.0,0.026,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.023	0.001
29	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30178939	30179035	30182513	30182654	30173115	30173671	30192071	30192167	29	31,30,24,33,18,51	80,60,47,88,64,76	15,44,30,46,42,37	45,70,77,56,118,81	245	290	0.675929529774	1.0	0.314,0.372,0.377,0.307,0.25,0.443	0.283,0.427,0.316,0.493,0.296,0.351	-0.017
30	"ENSDARG00000086450"	"tdg.2"	chr25	+	18954188	18954260	18955179	18955361	18953574	18953861	18956870	18957067	30	2,6,3,3,7,4	14,11,9,8,12,16	3,7,9,4,8,7	9,7,16,8,24,9	221	331	0.200589972131	1.0	0.176,0.45,0.333,0.36,0.466,0.272	0.333,0.6,0.457,0.428,0.333,0.538	-0.105
31	"ENSDARG00000061282"	"glg1a"	chr25	-	37221383	37221547	37222025	37222132	37219995	37220058	37223286	37223407	31	143,139,102,198,120,197	63,44,46,115,76,78	108,135,176,170,203,160	49,70,80,54,89,77	256	313	0.632906918297	1.0	0.735,0.794,0.731,0.678,0.659,0.755	0.729,0.702,0.729,0.794,0.736,0.718	-0.009
32	"ENSDARG00000061282"	"glg1a"	chr25	-	37223740	37223842	37224164	37224307	37223493	37223601	37224436	37224560	32	140,142,135,175,170,215	81,78,59,112,89,123	111,202,219,164,205,196	44,79,129,94,136,125	292	251	0.858061424218	1.0	0.598,0.61,0.663,0.573,0.621,0.6	0.684,0.687,0.593,0.6,0.564,0.574	-0.006
33	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3007561	3007708	3001179	3001388	3008045	3008297	33	17,16,12,12,17,29	13,8,7,11,19,22	10,12,28,19,24,21	10,12,33,9,22,12	242	296	0.703156473129	1.0	0.615,0.71,0.677,0.572,0.523,0.617	0.55,0.55,0.509,0.721,0.572,0.682	0.022
34	"ENSDARG00000021339"	"cpa5"	chr25	-	18466159	18466294	18467767	18467852	18465312	18465411	18470607	18470695	34	880,338,1320,865,569,821	1977,911,2624,2090,1419,1865	307,229,597,1409,98,91	891,672,1465,3064,300,331	234	284	0.0250860578942	0.602838589875	0.351,0.31,0.379,0.334,0.327,0.348	0.295,0.293,0.331,0.358,0.284,0.25	0.04
35	"ENSDARG00000103878"	"anpepb"	chr25	+	10825827	10825968	10826834	10826916	10825573	10825741	10827258	10827771	35	531,198,168,276,324,500	257,148,81,166,168,287	295,221,387,313,334,419	171,131,197,189,192,254	290	231	0.731878625635	1.0	0.622,0.516,0.623,0.57,0.606,0.581	0.579,0.573,0.61,0.569,0.581,0.568	0.006
36	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26831697	26832174	26830063	26830166	26833053	26833100	36	117,79,60,129,99,141	36,30,29,62,38,41	112,82,141,84,154,133	37,18,57,35,87,54	626	269	0.839062192226	1.0	0.583,0.531,0.471,0.472,0.528,0.596	0.565,0.662,0.515,0.508,0.432,0.514	-0.002
37	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417721	36417775	36418040	36418157	36417585	36417645	36418739	36418816	37	1,3,6,0,1,4	5,7,2,0,2,1	2,0,5,6,4,6	3,2,10,4,5,10	203	266	1	1.0	0.208,0.36,0.797,NA,0.396,0.84	0.466,0.0,0.396,0.663,0.512,0.44	0.107
38	"ENSDARG00000045641"	"usp3"	chr25	-	26744941	26745055	26745359	26745473	26743329	26743476	26747958	26748041	38	13,19,9,37,12,29	18,17,16,20,18,33	29,13,25,17,22,25	18,24,17,27,28,18	263	263	0.827509528095	1.0	0.419,0.528,0.36,0.649,0.4,0.468	0.617,0.351,0.595,0.386,0.44,0.581	-0.024
39	"ENSDARG00000054323"	"pparab"	chr25	+	2237641	2237780	2243736	2243924	2232786	2232944	2249682	2249892	39	5,2,7,2,7,8	10,18,3,7,12,21	3,5,13,14,9,15	8,24,13,13,36,14	288	337	0.553824067436	1.0	0.369,0.115,0.732,0.251,0.406,0.308	0.305,0.196,0.539,0.558,0.226,0.556	-0.033
40	"ENSDARG00000020395"	"mical2b"	chr25	+	16251462	16251591	16253983	16254076	16248923	16249055	16255620	16255731	40	10,4,8,5,7,7	11,12,3,1,10,7	7,9,10,1,16,25	5,5,14,6,6,4	278	242	0.420713763725	1.0	0.442,0.225,0.699,0.813,0.379,0.465	0.549,0.61,0.383,0.127,0.699,0.845	-0.032
42	"ENSDARG00000028539"	"morc2"	chr25	-	3717086	3717225	3717302	3717363	3713559	3713736	3717431	3717707	42	22,25,39,51,42,61	95,66,76,198,123,152	38,51,45,59,36,48	87,154,156,121,105,164	210	288	0.787235630878	1.0	0.241,0.342,0.413,0.261,0.319,0.355	0.375,0.312,0.283,0.401,0.32,0.286	-0.008
43	"ENSDARG00000102820"	"cib2"	chr25	-	25692554	25692666	25711311	25711346	25670190	25670338	25736690	25736958	43	10,7,4,14,13,12	30,28,24,50,38,47	7,12,11,9,10,15	16,26,30,12,34,46	184	261	0.11132741334	1.0	0.321,0.262,0.191,0.284,0.327,0.266	0.383,0.396,0.342,0.515,0.294,0.316	-0.099
44	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7857438	7857543	7850434	7850634	7857928	7857997	44	12,8,4,20,4,11	9,14,5,6,13,12	6,7,16,2,12,8	13,12,20,14,12,12	254	254	0.171621930297	1.0	0.571,0.364,0.444,0.769,0.235,0.478	0.316,0.368,0.444,0.125,0.5,0.4	0.118
45	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7858077	7858109	7850434	7850634	7860976	7861026	45	12,8,4,20,4,11	7,1,6,7,1,16	5,6,16,3,12,8	4,5,7,2,12,4	254	181	0.67672437505	1.0	0.55,0.851,0.322,0.671,0.74,0.329	0.471,0.461,0.62,0.517,0.416,0.588	0.065
46	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904755	31905055	31907328	31907603	46	44,52,44,74,99,92	104,98,69,167,134,141	51,43,61,49,82,78	121,103,115,99,163,129	207	241	0.277874772208	1.0	0.33,0.382,0.426,0.34,0.462,0.432	0.329,0.327,0.382,0.366,0.369,0.413	0.031
47	"ENSDARG00000012603"	"eif3ja"	chr25	-	31905464	31905556	31906800	31906858	31904937	31905052	31907328	31907417	47	44,49,40,70,98,92	1,2,5,9,6,3	48,39,56,46,82,66	6,6,1,2,6,3	207	241	0.880906285289	1.0	0.981,0.966,0.903,0.901,0.95,0.973	0.903,0.883,0.985,0.964,0.941,0.962	0.006
48	"ENSDARG00000012603"	"eif3ja"	chr25	-	31906800	31906858	31907328	31907417	31905464	31905556	31907554	31907590	48	2,0,2,2,6,3	98,64,60,158,112,107	0,1,0,0,12,3	94,125,123,99,110,137	238	207	0.876809826482	1.0	0.017,0.0,0.028,0.011,0.045,0.024	0.0,0.007,0.0,0.0,0.087,0.019	0.002
49	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022548	16016611	16016679	16027781	16027917	49	10,12,7,13,7,15	20,28,18,44,31,54	2,7,13,2,21,13	22,35,52,26,47,35	210	288	0.233818467623	1.0	0.407,0.37,0.348,0.288,0.236,0.276	0.111,0.215,0.255,0.095,0.38,0.337	0.089
50	"ENSDARG00000023694"	"spon1b"	chr25	+	15770994	15771135	15774997	15775073	15769157	15769359	15779123	15779309	50	34,39,41,50,40,78	29,41,22,46,36,43	40,54,90,50,87,54	14,44,48,43,51,40	290	225	0.257715881756	1.0	0.476,0.425,0.591,0.458,0.463,0.585	0.689,0.488,0.593,0.474,0.57,0.512	-0.055
51	"ENSDARG00000023694"	"spon1b"	chr25	+	15774997	15775073	15779123	15779309	15770994	15771135	15787356	15787527	51	29,40,25,39,41,45	105,87,86,163,88,120	32,37,65,27,53,49	73,88,167,95,149,131	225	335	0.479591007723	1.0	0.291,0.406,0.302,0.263,0.41,0.358	0.395,0.385,0.367,0.297,0.346,0.358	-0.02
52	"ENSDARG00000040427"	"acot19"	chr25	-	31719177	31719258	31727717	31727837	31718910	31719052	31731524	31731694	52	9,4,14,8,2,6	7,4,6,14,1,2	4,2,13,11,3,5	1,1,17,13,8,8	269	230	0.258561590968	1.0	0.524,0.461,0.666,0.328,0.631,0.719	0.774,0.631,0.395,0.42,0.243,0.348	0.086
53	"ENSDARG00000040427"	"acot19"	chr25	-	31727717	31727837	31731524	31731694	31722706	31722789	31734072	31734263	53	6,12,3,6,2,1	12,10,2,8,1,9	4,3,1,7,9,0	1,3,12,10,4,5	319	269	0.816777953237	1.0	0.297,0.503,0.558,0.387,0.628,0.086	0.771,0.457,0.066,0.371,0.655,0.0	0.023
54	"ENSDARG00000073905"	"vwa5a"	chr25	+	259073	259106	259249	259291	258882	258912	259432	259519	54	0,0,1,0,0,1	21,13,10,18,16,33	0,0,3,0,0,0	14,10,18,20,25,11	182	191	1	1.0	0.0,0.0,0.095,0.0,0.0,0.031	0.0,0.0,0.149,0.0,0.0,0.0	-0.004
55	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310340	3310465	3312202	3312330	3307053	3307203	3314065	3314245	55	1821,1820,1559,3239,2193,2688	2401,1893,1976,3650,2405,3691	1776,2043,3254,2007,3280,2943	2139,2594,3485,2638,3454,3384	274	277	0.720243838357	1.0	0.434,0.493,0.444,0.473,0.48,0.424	0.456,0.443,0.486,0.435,0.49,0.468	-0.005
56	"ENSDARG00000070971"	"furinb"	chr25	-	8805620	8805709	8832728	8832805	8803225	8803398	8834958	8835087	56	18,29,19,42,14,31	28,27,12,67,33,38	24,26,29,15,28,53	27,45,57,23,46,70	226	238	0.419178949103	1.0	0.404,0.531,0.625,0.398,0.309,0.462	0.483,0.378,0.349,0.407,0.391,0.444	0.046
57	"ENSDARG00000031198"	"hmg20a"	chr25	+	7327577	7327787	7330314	7330447	7324513	7324589	7330889	7330927	57	75,74,44,114,95,110	45,38,21,79,43,51	64,80,124,76,124,102	28,51,69,37,71,57	359	282	0.876676950355	1.0	0.567,0.605,0.622,0.531,0.634,0.629	0.642,0.552,0.585,0.617,0.578,0.584	0.005
58	"ENSDARG00000012987"	"gpia"	chr25	+	35916927	35917018	35919403	35919472	35913613	35913873	35921314	35921434	58	206,187,172,288,246,279	190,190,156,307,240,332	161,211,325,288,349,315	188,227,339,239,309,309	240	218	0.672210019293	1.0	0.496,0.472,0.5,0.46,0.482,0.433	0.438,0.458,0.465,0.523,0.506,0.481	-0.005
59	"ENSDARG00000089663"	"lsm3"	chr22	-	31668030	31668126	31671866	31671977	31660963	31662010	31672170	31672566	59	7,5,2,21,7,16	92,107,62,187,120,159	7,9,10,6,8,6	78,114,171,117,146,164	260	245	0.148962355382	1.0	0.067,0.042,0.03,0.096,0.052,0.087	0.078,0.069,0.052,0.046,0.049,0.033	0.008
60	"ENSDARG00000099999"	"tcf3b"	chr22	-	20337050	20337123	20338210	20338307	20331566	20331628	20341667	20342260	60	42,48,17,31,47,41	18,15,21,13,40,31	24,29,63,28,64,63	29,29,39,28,46,21	246	222	0.385865870504	1.0	0.678,0.743,0.422,0.683,0.515,0.544	0.428,0.474,0.593,0.474,0.557,0.73	0.055
62	"ENSDARG00000053973"	"fetub"	chr22	+	37891973	37892140	37894950	37895037	37891398	37891486	37897709	37900135	62	4527,5029,3186,2998,4510,6978	1680,2002,1147,1266,1618,2606	4212,5691,4937,6110,7725,6722	1538,2276,1866,2115,2846,2611	316	236	0.799925393992	1.0	0.668,0.652,0.675,0.639,0.676,0.667	0.672,0.651,0.664,0.683,0.67,0.658	-0.003
64	"ENSDARG00000019998"	"slc30a7"	chr22	-	16150431	16150519	16151119	16151233	16150212	16150342	16153963	16154065	64	36,34,41,49,43,82	28,21,26,54,24,43	44,51,83,50,55,61	18,27,29,27,27,32	263	237	0.0159548435989	0.474857656363	0.537,0.593,0.587,0.45,0.618,0.632	0.688,0.63,0.721,0.625,0.647,0.632	-0.088
65	"ENSDARG00000042484"	"tle2a"	chr22	+	21624674	21624835	21641194	21641258	21618120	21618744	21644598	21644643	65	71,47,62,57,62,94	26,33,24,41,32,43	49,94,103,59,104,68	25,45,62,28,29,35	310	213	0.609719311067	1.0	0.652,0.495,0.64,0.489,0.571,0.6	0.574,0.589,0.533,0.591,0.711,0.572	-0.021
66	"ENSDARG00000068478"	"gpx4a"	chr22	-	17590189	17590214	17591595	17591747	17590004	17590064	17594404	17594499	66	114,76,37,163,85,63	146,102,55,201,120,98	63,73,108,55,156,116	109,113,175,104,207,162	301	174	0.195592432184	1.0	0.311,0.301,0.28,0.319,0.291,0.271	0.25,0.272,0.263,0.234,0.303,0.293	0.026
67	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771305	26771554	26774049	26774196	26771028	26771208	26774630	26774811	67	35,32,17,7,42,38	20,26,21,12,38,39	26,30,46,23,62,32	25,51,60,21,59,45	398	296	0.208168580724	1.0	0.566,0.478,0.376,0.303,0.451,0.42	0.436,0.304,0.363,0.449,0.439,0.346	0.043
68	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771308	26771554	26774049	26774196	26771028	26771208	26774630	26774811	68	75,67,53,31,80,80	20,26,21,12,38,39	56,79,95,47,134,83	25,51,60,21,59,45	395	296	0.0523116159665	0.821135331729	0.738,0.659,0.654,0.659,0.612,0.606	0.627,0.537,0.543,0.626,0.63,0.58	0.064
69	"ENSDARG00000103760"	"cfhl2"	chr22	-	23737927	23738095	23745056	23745236	23734803	23734980	23745586	23745742	69	44,60,23,50,47,57	55,61,28,68,59,70	40,54,59,36,58,60	38,85,60,41,93,50	329	317	0.79695921948	1.0	0.435,0.487,0.442,0.415,0.434,0.44	0.504,0.38,0.487,0.458,0.375,0.536	-0.014
70	"ENSDARG00000002365"	"cers5"	chr22	-	5765427	5765556	5770558	5770651	5763783	5763890	5771110	5771161	70	31,13,11,20,23,25	30,16,21,46,37,26	5,22,43,13,15,38	31,32,49,17,51,49	242	278	0.315495638013	1.0	0.543,0.483,0.376,0.333,0.417,0.525	0.156,0.441,0.502,0.468,0.253,0.471	0.064
71	"ENSDARG00000056483"	"ssbp4"	chr22	-	21022677	21022739	21032123	21032196	21010609	21010694	21046598	21046654	71	48,30,41,50,73,91	45,29,25,60,52,48	69,75,90,71,45,58	68,47,58,44,45,69	222	211	0.845680833349	1.0	0.503,0.496,0.609,0.442,0.572,0.643	0.491,0.603,0.596,0.605,0.487,0.444	0.007
73	"ENSDARG00000079420"	"dpp4"	chr22	-	11633512	11633567	11635453	11635648	11632643	11632743	11635735	11635805	73	89,55,36,78,62,101	17,9,14,26,14,24	76,60,93,61,87,108	10,8,15,13,16,31	344	204	0.146838736121	1.0	0.756,0.784,0.604,0.64,0.724,0.714	0.818,0.816,0.786,0.736,0.763,0.674	-0.062
74	"ENSDARG00000061692"	"yjefn3"	chr22	+	18459104	18459215	18461943	18462057	18446672	18446781	18462175	18462326	74	33,37,25,59,29,47	31,31,28,58,55,44	37,33,68,42,58,51	16,35,65,46,68,57	260	263	0.54306752935	1.0	0.518,0.547,0.475,0.507,0.348,0.519	0.701,0.488,0.514,0.48,0.463,0.475	-0.034
75	"ENSDARG00000011890"	"cry4"	chr22	-	828487	828604	831156	831609	828145	828290	833918	834106	75	144,108,86,160,129,192	25,24,19,32,26,32	119,131,249,144,221,167	15,25,53,30,22,31	602	266	0.356387653918	1.0	0.718,0.665,0.667,0.688,0.687,0.726	0.778,0.698,0.675,0.68,0.816,0.704	-0.033
76	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28466673	28466874	28463465	28463499	28468729	28468897	76	72,57,50,40,66,86	29,11,17,14,26,49	57,52,154,60,116,121	17,8,52,20,29,34	221	350	0.0512688055294	0.815102478029	0.797,0.891,0.823,0.819,0.801,0.735	0.842,0.911,0.824,0.826,0.864,0.849	-0.042
77	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28469408	28469474	77	32,29,27,20,51,33	37,32,22,37,18,83	26,23,70,30,55,55	31,21,51,38,59,52	221	317	0.601184750119	1.0	0.554,0.565,0.638,0.437,0.803,0.363	0.546,0.611,0.663,0.531,0.572,0.603	-0.028
78	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28468729	28468897	28463465	28463499	28474165	28474234	78	42,41,34,25,69,60	42,51,25,35,32,68	31,37,110,42,82,69	44,19,57,47,61,53	221	317	0.369472352842	1.0	0.589,0.536,0.661,0.506,0.756,0.559	0.503,0.736,0.735,0.562,0.658,0.651	-0.04
79	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28463997	28464069	28469408	28469474	28463465	28463499	28474165	28474234	79	42,41,34,25,69,60	13,14,7,11,19,31	31,37,110,42,82,69	13,7,49,12,28,30	221	215	0.727990169951	1.0	0.759,0.74,0.825,0.689,0.779,0.653	0.699,0.837,0.686,0.773,0.74,0.691	0.003
80	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28466673	28466874	28463997	28464069	28468729	28468897	80	10,12,8,6,10,17	31,19,19,16,25,57	10,5,29,3,26,14	25,8,64,22,29,39	224	350	0.585595244146	1.0	0.335,0.497,0.397,0.369,0.385,0.318	0.385,0.494,0.415,0.176,0.583,0.359	-0.018
81	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28464283	28464358	28468729	28468897	28463997	28464069	28469408	28469474	81	8,6,8,6,9,10	71,54,43,51,38,132	8,4,24,1,19,13	64,54,133,65,120,117	224	317	0.961094865108	1.0	0.138,0.136,0.208,0.143,0.251,0.097	0.15,0.095,0.203,0.021,0.183,0.136	0.031
82	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28469408	28469474	82	23,14,11,12,16,23	31,32,17,31,15,85	6,8,40,13,32,23	33,22,57,35,64,50	350	317	0.55052878962	1.0	0.402,0.284,0.37,0.26,0.491,0.197	0.141,0.248,0.389,0.252,0.312,0.294	0.061
83	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28468729	28468897	28464283	28464358	28474165	28474234	83	23,14,11,13,15,27	36,51,20,29,29,70	10,9,41,11,37,26	46,20,63,44,66,51	350	317	0.94738285439	1.0	0.367,0.199,0.333,0.289,0.319,0.259	0.165,0.29,0.371,0.185,0.337,0.316	0.017
84	"ENSDARG00000071095"	"abi3bpb"	chr22	+	28466673	28466874	28469408	28469474	28464283	28464358	28474165	28474234	84	23,14,11,13,15,27	11,7,6,8,13,29	10,9,41,11,37,26	11,5,35,10,19,18	350	215	0.822058012983	1.0	0.562,0.551,0.53,0.5,0.415,0.364	0.358,0.525,0.418,0.403,0.545,0.47	0.034
